,volume,ticks,status,open,low,high,cost,close
0,2.070288878,1584408480000,ok,5292.0,5288.0,5296.5,10960.0,5296.0
1,190.604508348,1584408540000,ok,5289.5,5270.5,5302.0,1008780.0,5284.0
2,1.2356311660000001,1584408600000,ok,5289.0,5289.0,5370.5,6610.0,5370.5
3,430.014451486,1584408660000,ok,5369.5,5369.5,5442.0,2327260.0,5442.0
4,426.3842699419999,1584408720000,ok,5417.0,5371.5,5422.5,2298100.0,5414.5
5,2.678121523,1584408780000,ok,5414.5,5414.5,5457.0,14580.0,5445.0
6,1.9266547230000004,1584408840000,ok,5441.0,5382.5,5441.0,10420.0,5401.5
7,3.724597942999999,1584408900000,ok,5395.0,5328.5,5395.0,19910.0,5353.0
8,62.77094042600001,1584408960000,ok,5349.5,5304.5,5349.5,334220.0,5323.5
9,43.575585152999984,1584409020000,ok,5329.5,5329.5,5352.5,233010.0,5339.0
10,3.558222152999999,1584409080000,ok,5332.5,5327.5,5345.0,19000.0,5337.0
11,3.6169067719999997,1584409140000,ok,5344.0,5305.0,5345.5,19240.0,5305.0
12,2.4997435700000006,1584409200000,ok,5302.0,5302.0,5325.0,13280.0,5308.5
13,8.191328657,1584409260000,ok,5305.0,5288.5,5308.0,43390.0,5296.5
14,5.920181341,1584409320000,ok,5296.5,5245.5,5306.5,31170.0,5262.0
15,87.86483138399997,1584409380000,ok,5266.5,5224.0,5270.5,461560.0,5224.0
16,6.549358869000002,1584409440000,ok,5222.0,5222.0,5259.0,34290.0,5252.0
17,0.163821339,1584409500000,ok,5253.5,5247.0,5253.5,860.0,5250.0
18,1.158529034,1584409560000,ok,5249.0,5218.0,5250.0,6060.0,5218.0
19,40.59512984800002,1584409620000,ok,5215.5,5210.5,5239.0,212450.0,5235.0
20,5.121644763,1584409680000,ok,5234.0,5234.0,5259.5,26880.0,5255.0
21,0.20164689400000002,1584409740000,ok,5257.5,5250.5,5265.5,1060.0,5265.5
22,0.085557499,1584409800000,ok,5260.0,5256.5,5263.5,450.0,5257.5
23,0.679006455,1584409860000,ok,5256.0,5240.0,5259.0,3560.0,5240.0
24,0.110777429,1584409920000,ok,5238.5,5233.0,5238.5,580.0,5236.0
25,2.8864925120000007,1584409980000,ok,5239.0,5239.0,5254.0,15160.0,5248.0
26,0.16378658699999998,1584410040000,ok,5244.5,5244.5,5256.0,860.0,5247.0
27,0.607256018,1584410100000,ok,5252.5,5252.5,5279.5,3200.0,5279.5
28,0.377018061,1584410160000,ok,5275.0,5265.5,5294.0,1990.0,5268.0
29,2.049636679,1584410220000,ok,5268.0,5265.5,5274.5,10810.0,5271.5
30,38.991827765000004,1584410280000,ok,5265.0,5238.5,5265.0,204940.0,5248.0
31,0.5787022479999999,1584410340000,ok,5246.0,5225.5,5246.0,3030.0,5241.5
32,0.9588346259999999,1584410400000,ok,5239.5,5233.0,5250.5,5030.0,5233.0
33,0.166279735,1584410460000,ok,5230.0,5220.0,5240.5,870.0,5240.5
34,0.45510092300000005,1584410520000,ok,5243.5,5243.5,5260.0,2390.0,5260.0
35,0.49727681500000004,1584410580000,ok,5264.5,5258.0,5273.0,2620.0,5273.0
36,0.274789928,1584410640000,ok,5271.5,5271.5,5278.0,1450.0,5278.0
37,0.663621619,1584410700000,ok,5278.5,5267.5,5280.5,3500.0,5280.0
38,0.15537266699999996,1584410760000,ok,5277.0,5275.5,5282.0,820.0,5275.5
39,0.16344128299999997,1584410820000,ok,5270.5,5256.0,5270.5,860.0,5258.5
40,0.650999558,1584410880000,ok,5255.5,5243.0,5255.5,3420.0,5243.0
41,0.097161405,1584410940000,ok,5243.5,5243.5,5252.5,510.0,5246.5
42,0.358987406,1584411000000,ok,5249.0,5246.5,5275.5,1890.0,5270.0
43,0.33865614200000005,1584411060000,ok,5265.0,5252.5,5265.0,1780.0,5254.5
44,0.14272544199999998,1584411120000,ok,5250.5,5250.5,5260.0,750.0,5260.0
45,0.165509791,1584411180000,ok,5265.0,5249.5,5265.5,870.0,5249.5
46,0.08198139400000001,1584411240000,ok,5242.5,5242.5,5247.0,430.0,5245.0
47,1.066467174,1584411300000,ok,5254.5,5248.5,5254.5,5600.0,5248.5
48,0.18307956999999997,1584411360000,ok,5247.5,5237.5,5249.5,960.0,5237.5
49,0.53537228,1584411420000,ok,5234.0,5217.5,5234.0,2800.0,5217.5
50,6.288421979000003,1584411480000,ok,5215.0,5198.0,5220.0,32750.0,5220.0
51,0.17855775499999998,1584411540000,ok,5213.5,5199.5,5214.0,930.0,5208.5
52,0.4651898129999999,1584411600000,ok,5209.0,5209.0,5231.5,2430.0,5226.5
53,38.57797938799999,1584411660000,ok,5226.0,5222.0,5230.0,201590.0,5228.0
54,0.206884182,1584411720000,ok,5221.5,5213.0,5228.0,1080.0,5227.0
55,0.11106581299999997,1584411780000,ok,5224.0,5220.0,5224.0,580.0,5222.5
56,0.14529339400000002,1584411840000,ok,5228.0,5227.5,5233.0,760.0,5231.5
57,5.048251985,1584411900000,ok,5232.0,5232.0,5234.0,26420.0,5234.0
58,0.11663244200000003,1584411960000,ok,5233.5,5227.0,5233.5,610.0,5230.0
59,0.11295347500000001,1584412020000,ok,5224.0,5222.5,5226.0,590.0,5226.0
60,0.424604249,1584412080000,ok,5231.0,5222.5,5233.0,2220.0,5229.5
61,0.9342514060000001,1584412140000,ok,5230.5,5230.5,5249.5,4900.0,5249.0
62,0.40696806800000007,1584412200000,ok,5251.0,5251.0,5265.5,2140.0,5262.0
63,0.24877849199999993,1584412260000,ok,5266.0,5261.0,5268.5,1310.0,5266.0
64,0.51578126,1584412320000,ok,5267.0,5267.0,5286.5,2720.0,5282.0
65,0.21551158499999998,1584412380000,ok,5283.5,5280.0,5299.5,1140.0,5299.5
66,5.344866350000002,1584412440000,ok,5301.0,5301.0,5310.0,28370.0,5308.0
67,0.17533903199999998,1584412500000,ok,5303.0,5300.5,5306.5,930.0,5304.0
68,0.13596832299999995,1584412560000,ok,5300.5,5288.0,5300.5,720.0,5288.0
69,1.3534818320000002,1584412620000,ok,5284.0,5272.0,5315.5,7180.0,5314.0
70,0.25233587899999993,1584412680000,ok,5312.5,5305.0,5316.0,1340.0,5312.0
