,close,date,high,low,open,quoteVolume,volume,weightedAverage,avg_vol_3,avg_vol_13,avg_vol_34,avg_close_3,avg_close_13,avg_close_34
0,4.71e-06,1558009086,4.71e-06,4.71e-06,4.71e-06,0.0,0.0,4.71e-06,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
1,4.73e-06,1558015200,4.82e-06,4.72e-06,4.74e-06,224880.11409544,1.06606471,4.74e-06,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
2,4.75e-06,1558022400,4.83e-06,4.72e-06,4.73e-06,10276.13295064,0.04958913,4.82e-06,0.37188461333333334,-99999.0,-99999.0,4.73e-06,-99999.0,-99999.0
3,4.71e-06,1558029600,4.83e-06,4.71e-06,4.72e-06,13992.53348402,0.06602738,4.71e-06,0.39389374,-99999.0,-99999.0,4.73e-06,-99999.0,-99999.0
4,4.85e-06,1558036800,4.85e-06,4.71e-06,4.72e-06,21890.11102942,0.10555929,4.82e-06,0.07372526666666664,-99999.0,-99999.0,4.769999999999999e-06,-99999.0,-99999.0
5,4.86e-06,1558044000,4.86e-06,4.72e-06,4.85e-06,299.56826656,0.00145183,4.84e-06,0.05767949999999997,-99999.0,-99999.0,4.806666666666666e-06,-99999.0,-99999.0
6,4.7e-06,1558051200,4.75e-06,4.7e-06,4.72e-06,10398.26572571,0.04902231,4.71e-06,0.052011143333333294,-99999.0,-99999.0,4.803333333333332e-06,-99999.0,-99999.0
7,4.71e-06,1558058400,4.82e-06,4.71e-06,4.74e-06,26904.12384229,0.12747302,4.73e-06,0.059315719999999954,-99999.0,-99999.0,4.7566666666666655e-06,-99999.0,-99999.0
8,4.56e-06,1558065600,4.79e-06,4.56e-06,4.71e-06,13151.49445026,0.06175154,4.69e-06,0.07941562333333328,-99999.0,-99999.0,4.6566666666666656e-06,-99999.0,-99999.0
9,4.44e-06,1558072800,4.57e-06,4.44e-06,4.56e-06,50391.79980453,0.22427282,4.45e-06,0.13783245999999996,-99999.0,-99999.0,4.569999999999999e-06,-99999.0,-99999.0
10,4.61e-06,1558080000,4.62e-06,4.46e-06,4.54e-06,295.66780522,0.00135032,4.56e-06,0.09579155999999996,-99999.0,-99999.0,4.536666666666664e-06,-99999.0,-99999.0
11,4.62e-06,1558087200,4.62e-06,4.45e-06,4.61e-06,28668.47555399,0.12759628,4.45e-06,0.11773980666666663,-99999.0,-99999.0,4.556666666666664e-06,-99999.0,-99999.0
12,4.63e-06,1558094400,4.82e-06,4.62e-06,4.72e-06,3065.9293509,0.01445853,4.71e-06,0.04780170999999997,0.14573978153846154,-99999.0,4.619999999999997e-06,4.683076923076923e-06,-99999.0
13,4.72e-06,1558101600,4.72e-06,4.6e-06,4.63e-06,109.94583073,0.00051375,4.67e-06,0.04752285333333331,0.14577930076923076,-99999.0,4.656666666666664e-06,4.683846153846154e-06,-99999.0
14,4.67e-06,1558108800,4.67e-06,4.44e-06,4.59e-06,37377.80815785,0.16662193,4.45e-06,0.06053140333333331,0.07659139461538461,-99999.0,4.673333333333331e-06,4.679230769230768e-06,-99999.0
15,4.97e-06,1558116000,5e-06,4.7e-06,4.7e-06,36377.24357592,0.17698767,4.86e-06,0.1147077833333333,0.0863912823076923,-99999.0,4.786666666666664e-06,4.6961538461538454e-06,-99999.0
16,4.72e-06,1558123200,5.07e-06,4.72e-06,4.95e-06,13345.58648498,0.06612473,4.95e-06,0.13657810999999997,0.08639877076923078,-99999.0,4.786666666666665e-06,4.696923076923076e-06,-99999.0
17,5.04e-06,1558130400,5.32e-06,4.9e-06,4.91e-06,38641.826351,0.19570296,5.06e-06,0.14627178666666663,0.09333289923076923,-99999.0,4.909999999999998e-06,4.711538461538462e-06,-99999.0
18,4.82e-06,1558137600,5.14e-06,4.44e-06,5.14e-06,48101.92877384,0.22662153,4.71e-06,0.1628164066666666,0.1106536453846154,-99999.0,4.859999999999998e-06,4.708461538461538e-06,-99999.0
19,4.7e-06,1558144800,4.7e-06,4.58e-06,4.67e-06,52016.9460836,0.24014879,4.61e-06,0.2208244266666666,0.12535568230769234,-99999.0,4.853333333333332e-06,4.708461538461538e-06,-99999.0
20,4.67e-06,1558152000,4.74e-06,4.67e-06,4.67e-06,240.92025105,0.00113592,4.71e-06,0.1559687466666666,0.11563744384615388,-99999.0,4.73e-06,4.7053846153846144e-06,-99999.0
21,4.78e-06,1558159200,4.78e-06,4.5e-06,4.68e-06,1724.39755297,0.008059,4.67e-06,0.08311456999999993,0.11150724846153849,-99999.0,4.716666666666666e-06,4.7223076923076915e-06,-99999.0
22,4.75e-06,1558166400,4.75e-06,4.64e-06,4.64e-06,89.2685652,0.00042021,4.7e-06,0.0032050433333332684,0.09428781692307696,-99999.0,4.7333333333333335e-06,4.746153846153845e-06,-99999.0
23,4.79e-06,1558173600,4.92e-06,4.62e-06,4.72e-06,25397.90995619,0.11993274,4.72e-06,0.04280398333333326,0.10340954153846157,-99999.0,4.773333333333333e-06,4.7599999999999985e-06,-99999.0
24,4.9e-06,1558180800,4.92e-06,4.8e-06,4.8e-06,22516.70209381,0.11042481,4.9e-06,0.07692591999999991,0.10208865923076926,-99999.0,4.813333333333333e-06,4.781538461538461e-06,-99999.0
25,4.9e-06,1558188000,5.18e-06,4.9e-06,4.95e-06,53961.42580192,0.26757986,4.95e-06,0.16597913666666658,0.12155953076923082,-99999.0,4.863333333333332e-06,4.802307692307691e-06,-99999.0
26,4.91e-06,1558195200,4.91e-06,4.91e-06,4.91e-06,20.36659878,0.0001,4.91e-06,0.12603488999999993,0.12152770384615388,-99999.0,4.903333333333332e-06,4.816923076923076e-06,-99999.0
27,4.96e-06,1558202400,4.96e-06,4.9e-06,4.91e-06,28430.86322853,0.13936136,4.9e-06,0.13568040666666661,0.11943073692307696,-99999.0,4.923333333333332e-06,4.839230769230769e-06,-99999.0
28,5.02e-06,1558209600,5.02e-06,4.96e-06,4.96e-06,364.73651158,0.00181564,4.97e-06,0.04709233333333327,0.10595596538461544,-99999.0,4.963333333333331e-06,4.843076923076924e-06,-99999.0
29,5.27e-06,1558216800,5.27e-06,4.91e-06,4.96e-06,21329.64000019,0.11171768,5.23e-06,0.0842982266666666,0.10946311538461542,-99999.0,5.083333333333333e-06,4.885384615384616e-06,-99999.0
30,5.11e-06,1558224000,5.2e-06,5.11e-06,5.2e-06,1394.33000562,0.00715103,5.12e-06,0.04022811666666661,0.0949591207692308,-99999.0,5.133333333333333e-06,4.890769230769231e-06,-99999.0
31,4.91e-06,1558231200,5.11e-06,4.91e-06,5.11e-06,9420.12231425,0.04667605,4.95e-06,0.05518158666666661,0.0811171607692308,-99999.0,5.096666666666666e-06,4.897692307692308e-06,-99999.0
32,5.03e-06,1558238400,5.03e-06,4.95e-06,4.95e-06,6638.19801797,0.0333551,5.02e-06,0.029060726666666606,0.06520995384615388,-99999.0,5.016666666666666e-06,4.923076923076923e-06,-99999.0
33,5.02e-06,1558245600,5.02e-06,4.95e-06,4.96e-06,481.81242462,0.00238908,4.95e-06,0.027473409999999938,0.06530635076923082,0.11227814705882354,4.986666666666667e-06,4.95e-06,4.810000000000001e-06
34,5e-06,1558252800,5e-06,4.93e-06,4.93e-06,4057.97215949,0.02027149,4.99e-06,0.01867188999999994,0.06624577307692311,0.11287436735294118,5.016666666666666e-06,4.966923076923077e-06,4.818529411764708e-06
35,4.92e-06,1558260000,4.99e-06,4.92e-06,4.99e-06,3409.3821337,0.01693219,4.96e-06,0.013197586666666608,0.06751592538461543,0.08201752852941176,4.98e-06,4.980000000000001e-06,4.824117647058826e-06
36,4.97e-06,1558267200,5.08e-06,4.96e-06,4.99e-06,49110.25445902,0.24590717,5e-06,0.09437028333333329,0.07720626615384618,0.08779158852941175,4.963333333333333e-06,4.993846153846154e-06,4.830588235294119e-06
37,5.07e-06,1558274400,5.07e-06,4.96e-06,5.02e-06,13382.98821675,0.0677509,5.06e-06,0.11019675333333329,0.07392365769230771,0.08784228029411764,4.986666666666667e-06,5.0069230769230784e-06,4.841176470588237e-06
38,5.02e-06,1558281600,5.16e-06,4.97e-06,4.97e-06,2422.93406134,0.01233441,5.09e-06,0.10866415999999995,0.054289392307692336,0.08510037205882352,5.019999999999999e-06,5.0161538461538475e-06,4.846176470588237e-06
39,4.98e-06,1558288800,4.98e-06,4.97e-06,4.97e-06,5237.60661793,0.02608307,4.97e-06,0.03538945999999995,0.05628809000000003,0.08582482029411763,5.023333333333332e-06,5.021538461538463e-06,4.849705882352943e-06
40,4.95e-06,1558296000,5.04e-06,4.94e-06,4.98e-06,46777.92497829,0.23495348,5.02e-06,0.09112365333333328,0.06364133000000002,0.09129338411764705,4.983333333333333e-06,5.020769230769231e-06,4.857058823529413e-06
41,4.95e-06,1558303200,4.96e-06,4.95e-06,4.96e-06,2228.67906411,0.01103715,4.95e-06,0.09069123333333327,0.06435067692307696,0.08786879970588235,4.959999999999999e-06,5.015384615384616e-06,4.8641176470588255e-06
42,4.94e-06,1558310400,5e-06,4.94e-06,5e-06,370.626664,0.00183213,4.94e-06,0.08260758666666661,0.055897942307692336,0.08610646411764705,4.946666666666665e-06,4.9900000000000005e-06,4.875294117647061e-06
43,4.76e-06,1558317600,4.98e-06,4.46e-06,4.98e-06,36963.11354025,0.17548367,4.74e-06,0.0627843166666666,0.06884660692307695,0.08467148911764706,4.883333333333332e-06,4.963076923076924e-06,4.884705882352943e-06
44,4.36e-06,1558324800,4.8e-06,4.33e-06,4.8e-06,116302.54746964,0.51650988,4.44e-06,0.23127522666666656,0.10498767076923078,0.09982324088235295,4.686666666666665e-06,4.920769230769232e-06,4.877352941176472e-06
45,4.65e-06,1558332000,4.76e-06,4.53e-06,4.61e-06,4388.13101954,0.02026061,4.61e-06,0.2374180533333332,0.10398040230769232,0.0966663094117647,4.589999999999998e-06,4.891538461538463e-06,4.878235294117649e-06
46,4.76e-06,1558339200,4.76e-06,4.48e-06,4.65e-06,432.75534267,0.00201256,4.65e-06,0.1795943499999999,0.10395143923076924,0.09630025147058822,4.5899999999999976e-06,4.871538461538463e-06,4.882058823529414e-06
47,4.57e-06,1558346400,4.7e-06,4.57e-06,4.63e-06,640.93990161,0.00294042,4.58e-06,0.00840452999999993,0.10261828000000002,0.09637162411764703,4.659999999999999e-06,4.83846153846154e-06,4.877647058823532e-06
48,4.8e-06,1558353600,4.8e-06,4.51e-06,4.69e-06,13776.60990321,0.0642465,4.66e-06,0.02306649333333326,0.10625784230769234,0.09336058205882351,4.709999999999997e-06,4.82923076923077e-06,4.881470588235297e-06
49,4.7e-06,1558360800,4.74e-06,4.7e-06,4.74e-06,171.6691006,0.00081244,4.73e-06,0.022666453333333263,0.08740440153846157,0.0881789576470588,4.689999999999997e-06,4.8084615384615404e-06,4.873529411764709e-06
50,4.59e-06,1558368000,4.7e-06,4.47e-06,4.7e-06,3878.41772613,0.01785933,4.6e-06,0.027639423333333264,0.0835665884615385,0.08675938705882351,4.6966666666666635e-06,4.771538461538463e-06,4.869705882352944e-06
51,4.69e-06,1558375200,4.93e-06,4.65e-06,4.65e-06,11611.45889909,0.05568586,4.79e-06,0.0247858766666666,0.08690131538461543,0.08264123705882351,4.659999999999997e-06,4.746153846153847e-06,4.859411764705886e-06
52,4.75e-06,1558382400,4.83e-06,4.65e-06,4.66e-06,1968.48532522,0.0092967,4.72e-06,0.02761396333333327,0.08561005615384619,0.07624933029411762,4.6766666666666645e-06,4.72846153846154e-06,4.857352941176475e-06
53,4.6e-06,1558389600,4.79e-06,4.59e-06,4.74e-06,16257.7976817,0.07518547,4.62e-06,0.0467226766666666,0.07332020923076928,0.07139746794117645,4.6799999999999975e-06,4.701538461538463e-06,4.854411764705886e-06
54,4.6e-06,1558396800,4.6e-06,4.53e-06,4.6e-06,7378.40418056,0.03393647,4.59e-06,0.03947287999999993,0.07508169538461543,0.07236218999999998,4.649999999999997e-06,4.674615384615387e-06,4.852352941176475e-06
55,4.62e-06,1558404000,4.8e-06,4.5e-06,4.53e-06,28750.9715937,0.13201909,4.59e-06,0.08038034333333327,0.08509607692307695,0.07600807499999998,4.6066666666666635e-06,4.650000000000001e-06,4.847647058823534e-06
56,4.84e-06,1558411200,4.85e-06,4.64e-06,4.85e-06,436.4319017,0.00209695,4.8e-06,0.05601750333333327,0.07175863692307696,0.07605739088235292,4.686666666666664e-06,4.6561538461538475e-06,4.8502941176470626e-06
57,4.85e-06,1558418400,4.85e-06,4.7e-06,4.7e-06,74.09598291,0.00035577,4.8e-06,0.0448239366666666,0.03205447461538466,0.07254042117647057,4.769999999999997e-06,4.693846153846155e-06,4.852058823529415e-06
58,4.83e-06,1558425600,4.84e-06,4.59e-06,4.7e-06,14118.85344257,0.06599968,4.67e-06,0.022817466666666602,0.03557286461538466,0.07123379970588234,4.839999999999997e-06,4.707692307692309e-06,4.850000000000003e-06
