,close,date,high,low,open,quoteVolume,volume,weightedAverage,avg_vol_3,avg_close_3,avg_close_13,avg_close_34,std_close,std_high,std_low,std_open
0,0.00305,1545249600,0.00307965,0.002999,0.002999,143.17484483,0.43249764,0.00302076,0,0,0,0,0.9903722825645771,1.0,0.9738119591512021,0.9738119591512021
1,0.00220001,1545256800,0.0030796,0.00220001,0.0030796,10.64531533,0.02610627,0.00245237,0,0,0,0,0.7143817378880374,1.0,0.7143817378880374,1.0
2,0.00229999,1545264000,0.0023,0.00229999,0.0023,4.41163544,0.01014673,0.00229999,1,1,0,0,0.9999956521739131,1.0,0.9999956521739131,1.0
3,0.00249945,1545271200,0.00301762,0.00229999,0.00229999,4007.85542942,9.90964428,0.00247255,0,0,0,0,0.8282852048965741,1.0,0.7621867564504478,0.7621867564504478
4,0.00176345,1545278400,0.00231,0.0015,0.00231,110.16233888,0.19383362,0.00175952,1,1,0,0,0.7633982683982684,1.0,0.6493506493506493,1.0
5,0.00234711,1545285600,0.00298999,0.00176345,0.00176345,129.2650947,0.32240142,0.00249411,1,0,0,0,0.7849892474556771,1.0,0.5897845812193352,0.5897845812193352
6,0.00219472,1545292800,0.00234945,0.00219472,0.00234945,23.12149084,0.05084206,0.0021989,1,0,0,0,0.9341420332418225,1.0,0.9341420332418225,1.0
7,0.00228094,1545300000,0.00265008,0.00200406,0.00200621,176.26343365,0.40460269,0.00229544,0,0,0,0,0.8607060918915656,1.0,0.7562262271327659,0.7570375233955201
8,0.00210039,1545307200,0.00227989,0.00200405,0.00227989,126.77571951,0.26850954,0.00211798,0,1,0,0,0.9212681313572146,1.0,0.8790117067051479,1.0
9,0.00242353,1545314400,0.00275233,0.00200405,0.00215005,510.19174312,1.1451373,0.00224452,0,0,0,0,0.880537580886013,1.0,0.7281285310991051,0.7811744957908391
10,0.0021815,1545321600,0.00249996,0.00200146,0.00242312,257.33658623,0.55702756,0.00216458,1,1,0,0,0.8726139618233891,1.0,0.8005968095489528,0.9692635082161315
11,0.002271,1545328800,0.00230226,0.00212759,0.00212759,190.36207188,0.41536496,0.00218197,1,1,0,0,0.986422037476219,1.0,0.924131071208291,0.924131071208291
12,0.00216798,1545336000,0.00225837,0.002,0.00216689,351.83119794,0.73843553,0.00209883,0,1,1,0,0.9599755575924228,1.0,0.8855944774328387,0.9594929086022219
13,0.00226464,1545343200,0.0024,0.00216831,0.00216831,119.58683426,0.27710976,0.00231722,1,0,0,0,0.9436000000000001,1.0,0.9034625000000002,0.9034625000000002
14,0.00223545,1545350400,0.00231694,0.00223545,0.0023,25.15858992,0.05634355,0.00223953,1,0,0,0,0.9648286101495939,1.0,0.9648286101495939,0.9926886324203475
15,0.0020127,1545357600,0.00226183,0.00201018,0.00226183,35.6790715,0.07332477,0.00205511,1,1,1,0,0.889854675196633,1.0,0.8887405331081469,1.0
16,0.00201003,1545364800,0.00215001,0.00201,0.00207101,127.52682994,0.26112848,0.00204763,0,1,1,0,0.9348933260775532,1.0,0.9348793726540807,0.9632559848558844
17,0.00214889,1545372000,0.00219068,0.00201204,0.00214618,157.0800541,0.331993,0.00211352,0,0,1,0,0.9809237314441178,1.0,0.9184545437946209,0.9796866726313291
18,0.00210608,1545379200,0.0021433,0.00209999,0.00210612,143.03310693,0.30311998,0.00211922,0,0,1,0,0.9826342555871788,1.0,0.9797928428124855,0.9826529183968646
19,0.00210055,1545386400,0.00225268,0.00210021,0.00210021,55.68307084,0.11925234,0.00214162,1,1,1,0,0.9324671058472576,1.0,0.9323161745121367,0.9323161745121367
20,0.00217424,1545393600,0.00217424,0.00210022,0.0021035,6.29467224,0.01351664,0.00214731,1,0,0,0,1.0,1.0,0.9659559202295974,0.9674644933402016
21,0.0022,1545400800,0.00223203,0.00210021,0.00216667,7.39680784,0.01610803,0.0021777,1,0,0,0,0.9856498344556301,1.0,0.9409416540100267,0.9707172394636273
22,0.00209999,1545408000,0.00219996,0.00209999,0.00210021,256.29798336,0.53834303,0.00210045,0,1,1,0,0.9545582646957217,1.0,0.9545582646957217,0.9546582665139366
23,0.00219888,1545415200,0.00219888,0.00209999,0.00209999,4.64961177,0.00980911,0.00210966,1,0,0,0,1.0,1.0,0.9550271047078513,0.9550271047078513
24,0.00212002,1545422400,0.0021669,0.00204318,0.0021669,119.38533324,0.2474187,0.00207243,1,1,1,0,0.9783654068023444,1.0,0.9429046102727399,1.0
25,0.00215,1545429600,0.00215,0.00211993,0.00211994,1.17195524,0.00248875,0.00212359,1,1,0,0,1.0,1.0,0.9860139534883721,0.9860186046511628
26,0.00214974,1545436800,0.00214974,0.00204318,0.00205132,9.27010039,0.01896475,0.00204579,1,0,0,0,1.0,1.0,0.9504312149376204,0.9542177193521079
27,0.00209995,1545444000,0.00209997,0.00202187,0.00204333,28.34387646,0.0574766,0.00202783,0,1,1,0,0.9999904760544199,1.0,0.9628089925094167,0.9730281861169444
28,0.00173444,1545451200,0.00209995,0.00170141,0.00202187,93.64742887,0.18320419,0.00195631,0,1,1,0,0.8259434748446391,1.0,0.8102145289173551,0.9628181623371983
29,0.00185401,1545458400,0.002,0.00173,0.002,8.62591622,0.01546833,0.00179323,1,1,1,0,0.927005,1.0,0.865,1.0
30,0.00185,1545465600,0.00185401,0.00175,0.00185401,4.03302132,0.00715445,0.00177396,1,0,1,0,0.9978371206196299,1.0,0.9438999789645148,1.0
31,0.00180252,1545472800,0.0018759,0.00175,0.00185,35.87259035,0.06350624,0.00177032,0,1,1,0,0.9608827762673916,1.0,0.9328855482701637,0.9861932938856016
32,0.00175,1545480000,0.001877,0.00175,0.001876,4.59502246,0.00808858,0.00176029,1,1,1,0,0.9323388385721897,1.0,0.9323388385721897,0.9994672349493874
33,0.00180688,1545487200,0.0018766,0.00173,0.00175,42.59028808,0.07460819,0.00175176,0,0,1,1,0.9628477032931899,1.0,0.9218799957369711,0.9325375679420228
34,0.00178956,1545494400,0.00178998,0.00173,0.0017899,15.51897799,0.02771362,0.00178578,1,0,1,1,0.9997653605068213,1.0,0.9664912457122425,0.9999553067632041
35,0.00172482,1545501600,0.00178,0.00172482,0.00177999,11.88122077,0.02063112,0.00173644,1,1,1,1,0.9690000000000001,1.0,0.9690000000000001,0.9999943820224719
36,0.00171,1545508800,0.00179,0.00171,0.00176,11.6285185,0.02037283,0.00175197,1,1,1,1,0.9553072625698324,1.0,0.9553072625698324,0.9832402234636872
37,0.00177123,1545516000,0.00177123,0.0017035,0.00177122,22.08747436,0.0386255,0.00174875,0,0,1,1,1.0,1.0,0.9617610361161453,0.9999943542058344
38,0.00186109,1545523200,0.00186109,0.00180688,0.00180688,1.82303026,0.00330777,0.00181443,1,0,0,1,1.0,1.0,0.9708719083977669,0.9708719083977669
39,0.00186798,1545530400,0.00186798,0.00182,0.001865,6.38980419,0.01168408,0.00182855,1,0,0,1,1.0,1.0,0.9743145001552479,0.9984046938404051
40,0.001877,1545537600,0.001877,0.00182,0.00182001,73.66217557,0.13732087,0.00186419,0,0,0,1,1.0,1.0,0.9696323921150772,0.9696377197655833
41,0.00181692,1545544800,0.00184001,0.00160688,0.00184001,73.37378375,0.12756422,0.00173855,0,1,0,1,0.9874511551567655,1.0,0.8732996016325998,1.0
42,0.00178023,1545552000,0.00179856,0.00178023,0.00179856,1.27798206,0.00227884,0.00178315,1,1,1,1,0.9898085134774486,1.0,0.9898085134774486,1.0
43,0.00166012,1545559200,0.00178022,0.00166012,0.00178021,4.8431675,0.00815159,0.00168311,1,1,1,1,0.9325364280819225,1.0,0.9325364280819225,0.9999943827167429
44,0.00176499,1545566400,0.00176589,0.00166013,0.00176589,9.01738144,0.01546596,0.00171512,0,0,1,1,0.999490341980531,1.0,0.9401095198455169,1.0
45,0.00176397,1545573600,0.00176499,0.00176397,0.00176499,0.4077915,0.00071944,0.00176423,1,0,1,1,0.9994220930430201,1.0,0.9994220930430201,1.0
46,0.00176299,1545580800,0.00176397,0.00176299,0.00176397,0.20393769,0.00035964,0.00176347,1,1,1,1,0.9994444349960602,1.0,0.9994444349960602,1.0
47,0.00176299,1545588000,0.00176299,0.00167,0.00167633,2.18241325,0.00365656,0.00167546,0,1,1,1,1.0,1.0,0.9472543803424863,0.9508448714967186
48,0.0017,1545595200,0.00176299,0.0017,0.00176299,8.26924896,0.01407056,0.00170155,0,1,1,1,0.9642709260971417,1.0,0.9642709260971417,1.0
49,0.0017,1545602400,0.00176299,0.0017,0.00176299,15.41813738,0.02667446,0.00173007,0,1,1,1,0.9642709260971417,1.0,0.9642709260971417,1.0
50,0.001765,1545609600,0.001765,0.001674,0.00169515,38.50119595,0.06775807,0.00175989,0,0,1,1,1.0,1.0,0.948441926345609,0.9604249291784702
51,0.00174538,1545616800,0.00176585,0.00174537,0.00176585,2.912689,0.00509377,0.00174882,1,0,1,1,0.9884078489112892,1.0,0.988402185916131,1.0
52,0.00169998,1545624000,0.00176352,0.00169998,0.00176352,41.9040413,0.07301402,0.00174241,0,1,1,1,0.9639697876973327,1.0,0.9639697876973327,1.0
53,0.00160986,1545631200,0.0017355,0.00160689,0.00169313,77.58595447,0.13097011,0.00168806,0,1,1,1,0.9276058772687986,1.0,0.9258945548833188,0.9755862863728032
54,0.0016648,1545638400,0.00169999,0.00162174,0.00164389,6.49787486,0.01097211,0.00168857,1,0,1,1,0.9792998782345779,1.0,0.9539703174724558,0.9669998058812111
55,0.00161054,1545645600,0.00169998,0.00160986,0.00166979,10.2694065,0.01666254,0.00162254,1,1,1,1,0.9473876163248979,1.0,0.9469876116189603,0.9822409675407946
56,0.00168957,1545652800,0.00169998,0.0016105,0.00169998,9.42247899,0.01536634,0.00163081,0,0,1,1,0.9938763985458653,1.0,0.9473640866363133,1.0
57,0.00168,1545660000,0.00168951,0.00168,0.00168951,24.39211297,0.04120698,0.00168935,0,0,1,1,0.994371149031376,1.0,0.994371149031376,1.0
58,0.0016105,1545667200,0.00168504,0.0016105,0.00168,31.13093841,0.05085127,0.00163346,0,1,1,1,0.955763661396762,1.0,0.955763661396762,0.9970089730807578
59,0.00164999,1545674400,0.00164999,0.001601,0.00160689,4.82515211,0.00776701,0.00160969,1,0,1,1,1.0,1.0,0.9703089109630967,0.9738786295674519
60,0.00164997,1545681600,0.00164999,0.00154685,0.00164999,6.32335447,0.0101433,0.0016041,1,0,1,1,0.9999878787144164,1.0,0.9374905302456378,1.0
61,0.00164997,1545688800,0.00164997,0.00164997,0.00164997,0.56662849,0.00093492,0.00164997,1,1,1,1,1.0,1.0,1.0,1.0
62,0.00164996,1545696000,0.00164997,0.00152,0.00164997,13.01410394,0.02131037,0.00163748,0,1,1,1,0.9999939392837446,1.0,0.9212288708279546,1.0
63,0.00164995,1545703200,0.00164995,0.00164995,0.00164995,6.46257282,0.01066292,0.00164995,1,1,1,1,1.0,1.0,1.0,1.0
64,0.00165,1545710400,0.00165,0.00164996,0.00164996,7.76324848,0.01280934,0.00164999,1,0,1,1,1.0,1.0,0.9999757575757576,0.9999757575757576
65,0.00165,1545717600,0.00165,0.00165,0.00165,0.12757576,0.0002105,0.00165,1,0,0,1,1.0,1.0,1.0,1.0
66,0.00168943,1545724800,0.00168943,0.00165,0.00165,26.22312609,0.043414,0.00165556,0,0,0,1,1.0,1.0,0.9766607672410221,0.9766607672410221
67,0.00164995,1545732000,0.00168943,0.00164995,0.00168943,0.77403174,0.00130048,0.00168014,1,1,1,1,0.9766311714601966,1.0,0.9766311714601966,1.0
68,0.00164995,1545739200,0.00164995,0.00164995,0.00164995,2.08189657,0.00343502,0.00164995,1,1,1,1,1.0,1.0,1.0,1.0
69,0.00164995,1545746400,0.00164995,0.00164995,0.00164995,0.50126716,0.00082706,0.00164995,1,0,1,1,1.0,1.0,1.0,1.0
70,0.00155099,1545753600,0.00164132,0.00153051,0.00164132,2.22292938,0.00346325,0.00155796,0,1,1,1,0.9449650281480759,1.0,0.9324872663465991,1.0
71,0.0016499,1545760800,0.0016499,0.00155099,0.00155099,2.18624355,0.00341214,0.00156073,0,0,0,1,1.0,1.0,0.9400509121764955,0.9400509121764955
72,0.0016499,1545768000,0.0016499,0.0016499,0.0016499,0.0,0.0,0.0016499,1,0,0,1,1.0,1.0,1.0,1.0
73,0.00153501,1545775200,0.00159859,0.00153501,0.00159859,2.12434535,0.0032769,0.00154254,0,1,1,1,0.9602274504407009,1.0,0.9602274504407009,1.0
74,0.00125605,1545782400,0.00163499,0.00125605,0.00163499,14.58165772,0.02044514,0.00140211,0,1,1,1,0.7682309983547301,1.0,0.7682309983547301,1.0
75,0.0015,1545789600,0.00160473,0.0015,0.00160473,19.85898879,0.02992033,0.00150663,0,0,1,1,0.9347366846759269,1.0,0.9347366846759269,1.0
76,0.0015,1545796800,0.00160383,0.0015,0.00150074,23.26744206,0.0350011,0.00150429,0,0,1,1,0.9352612184583153,1.0,0.9352612184583153,0.9357226139927548
77,0.00156262,1545804000,0.00156618,0.00156262,0.00156618,8.18125389,0.01278521,0.00156274,1,0,1,1,0.997726953479166,1.0,0.997726953479166,1.0
78,0.00150005,1545811200,0.00150005,0.00150005,0.00150005,4.25593403,0.00638411,0.00150005,1,1,1,1,1.0,1.0,1.0,1.0
79,0.00156206,1545818400,0.00156206,0.0015,0.00150017,637.53415429,0.9567031,0.00150063,0,0,0,1,1.0,1.0,0.9602704121480609,0.960379242794771
80,0.00156059,1545825600,0.00156089,0.00150224,0.00152523,2.3696231,0.00357563,0.00150894,1,0,0,1,0.9998078019591385,1.0,0.9624252830116151,0.977154059542953
81,0.0015601,1545832800,0.0015601,0.0015601,0.0015601,14.71962695,0.02296409,0.0015601,1,1,0,1,1.0,1.0,1.0,1.0
82,0.00144026,1545840000,0.00155899,0.0013,0.00149812,3081.75805274,4.00739066,0.00130035,0,1,1,1,0.9238417180353948,1.0,0.8338732127852007,0.9609554904136652
83,0.00136539,1545847200,0.00152227,0.00135299,0.00152227,23.93925126,0.03452746,0.00144229,1,1,1,1,0.8969433806092217,1.0,0.8887976508766513,1.0
84,0.00133239,1545854400,0.00145107,0.00125526,0.00136771,110.56108067,0.14537538,0.00131488,1,1,1,1,0.9182120779838325,1.0,0.8650581984328806,0.94255273694584
85,0.00133496,1545861600,0.001379,0.00133496,0.001379,6.77627627,0.00910083,0.00134304,1,1,1,1,0.9680638143582306,1.0,0.9680638143582306,1.0
