,close,date,high,low,open,quoteVolume,volume,weightedAverage,avg_vol_3,avg_vol_13,avg_vol_34,avg_close_3,avg_close_13,avg_close_34
0,0.00040814,1555758574,0.00040814,0.00040814,0.00040814,0.0,0.0,0.00040814,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
1,0.00040595,1555761600,0.00040797,0.00040595,0.00040797,35.02880076,0.01422073,0.00040597,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
2,0.00040595,1555768800,0.00040595,0.00040595,0.00040595,0.0,0.0,0.00040595,0.004740243333333333,-99999.0,-99999.0,0.00040668,-99999.0,-99999.0
3,0.00040649,1555776000,0.00040649,0.00040371,0.0004056,32.01425898,0.01294291,0.00040428,0.009054546666666666,-99999.0,-99999.0,0.00040613,-99999.0,-99999.0
4,0.00040795,1555783200,0.000408,0.00040648,0.00040648,49.1142634,0.02003454,0.00040791,0.010992483333333332,-99999.0,-99999.0,0.00040679666666666665,-99999.0,-99999.0
5,0.00040396,1555790400,0.00041222,0.00040396,0.00040544,257.09275044,0.10486234,0.00040787,0.045946596666666666,-99999.0,-99999.0,0.00040613333333333336,-99999.0,-99999.0
6,0.00040574,1555797600,0.00040574,0.00040574,0.00040574,0.40395018,0.00016389,0.00040574,0.04168692333333333,-99999.0,-99999.0,0.0004058833333333333,-99999.0,-99999.0
7,0.00041225,1555804800,0.00041994,0.00040297,0.00040649,101.68008666,0.04187842,0.00041186,0.04896821666666667,-99999.0,-99999.0,0.0004073166666666667,-99999.0,-99999.0
8,0.00040897,1555812000,0.00041394,0.00040713,0.00041109,7.87860415,0.00322824,0.00040974,0.015090183333333331,-99999.0,-99999.0,0.00040898666666666666,-99999.0,-99999.0
9,0.00042999,1555819200,0.00044128,0.00040482,0.00041088,1289.01148573,0.54982599,0.00042654,0.19831088333333333,-99999.0,-99999.0,0.00041707,-99999.0,-99999.0
10,0.00044302,1555826400,0.00044528,0.00041449,0.00042999,309.8363244,0.13400908,0.00043251,0.22902110333333334,-99999.0,-99999.0,0.0004273266666666667,-99999.0,-99999.0
11,0.00043759,1555833600,0.00045704,0.00040783,0.00044302,802.00318944,0.35176899,0.00043861,0.3452013533333333,-99999.0,-99999.0,0.0004368666666666667,-99999.0,-99999.0
12,0.00042931,1555840800,0.00044871,0.0004176,0.00043759,1008.80586828,0.43863814,0.0004348,0.30813873666666663,0.12858255923076925,-99999.0,0.00043664,0.0004157930769230769,-99999.0
13,0.00043455,1555848000,0.000453,0.00041823,0.00042934,951.61845697,0.41248961,0.00043346,0.40096558,0.16031252923076925,-99999.0,0.00043381666666666665,0.00041782461538461535,-99999.0
14,0.00043312,1555855200,0.00043929,0.00043252,0.00043252,55.09475021,0.02411337,0.00043767,0.29174703999999996,0.16107350153846156,-99999.0,0.0004323266666666666,0.0004199146153846153,-99999.0
15,0.000428,1555862400,0.00043916,0.000428,0.00043477,44.50458833,0.01937524,0.00043535,0.15199273999999996,0.16256390461538464,-99999.0,0.00043188999999999993,0.0004216107692307691,-99999.0
