date,symbol,type,amnt,price,current_balance 
1525147200000,ADABTC,buy,0.1999999999998494,3.609e-05,0.9988099009900989 
1525147200000,ADXBTC,buy,0.1999999999991076,0.00011077,0.9964297029702986 
1525147200000,AEBTC,buy,0.19999999999455273,0.0004801,0.9940495049505074 
1525147200000,AIONBTC,buy,0.19999999996550086,0.0003907,0.9916693069307703 
1525147200000,AMBBTC,buy,0.19999999977133434,7.713e-05,0.9892891089113787 
1525147200000,BQXBTC,none,0.0,0.00038923,0.9892891089113787 
1525147200000,BRDBTC,none,0.0,8.499e-05,0.9892891089113787 
1525149000000,BQXBTC,none,0.0,0.00038552,0.9944656471120404 
1525149000000,BRDBTC,none,0.0,8.551e-05,0.9944656471120404 
1525150800000,BQXBTC,none,0.0,0.00038449,0.9913806808668918 
1525150800000,BRDBTC,none,0.0,8.59e-05,0.9913806808668918 
1525152600000,BQXBTC,none,0.0,0.00038808,0.9906245978175314 
1525152600000,BRDBTC,none,0.0,8.555e-05,0.9906245978175314 
1525154400000,BQXBTC,none,0.0,0.00039031,0.9941428867256898 
1525154400000,BRDBTC,none,0.0,8.609e-05,0.9941428867256898 
1525156200000,BQXBTC,none,0.0,0.00039283,0.9991863069856877 
1525156200000,BRDBTC,none,0.0,8.634e-05,0.9991863069856877 
1525158000000,BQXBTC,none,0.0,0.00039469,1.0051198067530915 
1525158000000,BRDBTC,none,0.0,8.607e-05,1.0051198067530915 
1525159800000,BQXBTC,none,0.0,0.00039137,1.008828355162231 
1525159800000,BRDBTC,none,0.0,8.622e-05,1.008828355162231 
1525161600000,BQXBTC,none,0.0,0.0003914,1.011556858330415 
1525161600000,BRDBTC,none,0.0,8.622e-05,1.011556858330415 
1525163400000,BQXBTC,none,0.0,0.000391,1.0193680613726572 
1525163400000,BRDBTC,none,0.0,8.667e-05,1.0193680613726572 
1525165200000,BNBBTC,none,0.0,0.00156,1.0163591899911628 
1525165200000,BNTBTC,none,0.0,0.00049977,1.0163591899911628 
1525167000000,BLZBTC,none,0.0,7.383e-05,1.0143654131687623 
1525167000000,BNBBTC,none,0.0,0.0015621,1.0143654131687623 
1525168800000,BCPTBTC,none,0.0,6.743e-05,1.0163723277463803 
1525170600000,BCDBTC,none,0.0,0.003506,1.0178516970289448 
1525170600000,BCPTBTC,none,0.0,6.815e-05,1.0178516970289448 
1525172400000,BCDBTC,none,0.0,0.003496,1.0216134748349222 
1525172400000,BCPTBTC,none,0.0,6.825e-05,1.0216134748349222 
1525174200000,BCDBTC,none,0.0,0.0035,1.015719557882969 
1525174200000,BCPTBTC,none,0.0,6.805e-05,1.015719557882969 
1525176000000,BCDBTC,none,0.0,0.003469,1.0049649527877227 
1525176000000,BCPTBTC,none,0.0,6.751e-05,1.0049649527877227 
1525177800000,BCDBTC,none,0.0,0.003442,1.0067127333410197 
1525177800000,BCPTBTC,none,0.0,6.726e-05,1.0067127333410197 
1525179600000,BCDBTC,none,0.0,0.003434,1.002084227186883 
1525179600000,BCPTBTC,none,0.0,6.682e-05,1.002084227186883 
1525181400000,BCDBTC,none,0.0,0.003439,1.003880516095317 
1525181400000,BCPTBTC,none,0.0,6.66e-05,1.003880516095317 
1525183200000,BCDBTC,none,0.0,0.003458,1.0060077192203316 
1525183200000,BCPTBTC,none,0.0,6.686e-05,1.0060077192203316 
1525185000000,BCDBTC,none,0.0,0.003434,1.0062235369853179 
1525185000000,BCPTBTC,none,0.0,6.653e-05,1.0062235369853179 
1525186800000,BCDBTC,none,0.0,0.003454,1.0066399691008587 
1525186800000,BCPTBTC,none,0.0,6.672e-05,1.0066399691008587 
1525188600000,BCDBTC,none,0.0,0.003468,1.0082707747923743 
1525188600000,BCPTBTC,none,0.0,6.634e-05,1.0082707747923743 
1525190400000,BCDBTC,none,0.0,0.00344,1.010068050137793 
1525190400000,BCPTBTC,none,0.0,6.66e-05,1.010068050137793 
1525192200000,BCPTBTC,none,0.0,6.71e-05,1.008893816879302 
1525194000000,BCPTBTC,none,0.0,6.65e-05,1.018596443442505 
1525195800000,BCPTBTC,none,0.0,6.625e-05,1.0259577870803496 
1525197600000,BCPTBTC,none,0.0,6.621e-05,1.0322799480144131 
1525199400000,BCDBTC,none,0.0,0.003468,1.0303882117809726 
1525199400000,BCPTBTC,none,0.0,6.613e-05,1.0303882117809726 
1525201200000,BQXBTC,none,0.0,0.00038657,1.0260285261567788 
1525201200000,BRDBTC,none,0.0,8.95e-05,1.0260285261567788 
1525203000000,BRDBTC,none,0.0,9e-05,1.030467067071874 
1525203000000,BQXBTC,none,0.0,0.00038433,1.030467067071874 
