,close,date,high,low,open,quoteVolume,volume,weightedAverage,avg_vol_3,avg_close_3,avg_close_13,avg_close_34,std_close,std_high
0,0.00748111,1570138821,0.00748111,0.00748111,0.00748111,0.0,0.0,0.00748111,1,1,1,1,1.0,1.0
1,0.00748111,1570146021,0.00748111,0.00748111,0.00748111,0.0,0.0,0.00748111,1,1,1,1,1.0,1.0
2,0.00748111,1570147200,0.00748111,0.00748111,0.00748111,585.62840958,4.38115055,0.00748111,1,1,1,1,1.0,1.0
3,0.00748111,1570154400,0.00748111,0.00748111,0.00748111,0.0,0.0,0.00748111,1,1,1,1,1.0,1.0
4,0.0073,1570161600,0.00738781,0.0073,0.00738781,8253.72459846,60.80132912,0.00736653,1,1,1,1,1.0120287671232877,1.0120287671232877
5,0.0074811,1570168800,0.0074811,0.0074811,0.0074811,187.13825507,1.4,0.0074811,1,1,1,1,1.0,1.0
6,0.00729451,1570176000,0.00729453,0.00709333,0.00729453,61556.51581888,440.30555649,0.00715286,1,1,1,1,1.0000027417880022,1.0283646749834
7,0.00738781,1570183200,0.00738781,0.00729452,0.00729452,12507.44919144,91.81924824,0.00734116,1,1,1,1,0.9873724419009151,1.0127890526038725
8,0.00738781,1570190400,0.00738781,0.00738781,0.00738781,0.0,0.0,0.00738781,1,1,1,1,1.0,1.0
9,0.00738781,1570197600,0.00738781,0.00738781,0.00738781,0.0,0.0,0.00738781,1,1,1,1,1.0,1.0
10,0.007287,1570204800,0.007287,0.007287,0.007287,9605.51003724,69.99535164,0.007287,1,1,1,1,1.0,1.0
11,0.00738781,1570212000,0.00738781,0.00738781,0.00738781,5.48e-06,4e-08,0.00738781,1,1,1,1,1.0,1.0
12,0.00738781,1570219200,0.00738781,0.00738781,0.00738781,0.0,0.0,0.00738781,1,1,1,1,1.0,1.0
13,0.00738781,1570226400,0.00738781,0.00738781,0.00738781,0.0,0.0,0.00738781,1,1,1,1,1.0,1.0
14,0.00738781,1570233600,0.00738781,0.00738781,0.00738781,0.0,0.0,0.00738781,1,1,1,1,1.0,1.0
15,0.00738781,1570240800,0.00738781,0.00738781,0.00738781,0.0,0.0,0.00738781,1,1,1,1,1.0,1.0
16,0.00738781,1570248000,0.00738781,0.00738781,0.00738781,0.0,0.0,0.00738781,1,1,1,1,1.0,1.0
17,0.00747764,1570255200,0.00747805,0.00737003,0.00747805,5827.42571614,43.0449262,0.00738661,1,1,1,1,1.0000548301335717,1.0146566567571638
18,0.00737,1570262400,0.00737,0.00737,0.00737,8075.57452054,59.51698421,0.00737,1,1,1,1,1.0,1.0
19,0.00737,1570269600,0.00737,0.00737,0.00737,1272.60815803,9.37912212,0.00737,1,1,1,1,1.0,1.0
20,0.00737,1570276800,0.00737,0.00737,0.00737,0.0,0.0,0.00737,1,1,1,1,1.0,1.0
21,0.00737,1570284000,0.00737,0.00737,0.00737,0.0,0.0,0.00737,1,1,1,1,1.0,1.0
22,0.00737,1570291200,0.00737013,0.00737,0.00737013,1882.55830978,13.87447562,0.00737001,1,1,1,1,1.0000176390773405,1.0000176390773405
23,0.00737,1570298400,0.00737,0.00737,0.00737,0.0,0.0,0.00737,1,1,1,1,1.0,1.0
24,0.00737,1570305600,0.00737,0.00737,0.00737,0.0,0.0,0.00737,1,1,1,1,1.0,1.0
25,0.00737,1570312800,0.00737075,0.00737,0.00737075,46734.07593316,344.4302447,0.00737,1,1,1,1,1.000101763907734,1.000101763907734
26,0.00737,1570320000,0.00737,0.00737,0.00737,49031.87564702,361.36492351,0.00737,1,1,1,1,1.0,1.0
27,0.00737,1570327200,0.00737,0.00737,0.00737,9589.05297435,70.67132042,0.00737,1,1,1,1,1.0,1.0
28,0.00737,1570334400,0.00737033,0.00737,0.00737009,13861.46643673,102.15908294,0.00737,1,1,1,1,1.000012211668928,1.000044776119403
29,0.0073511,1570341600,0.00737,0.0073511,0.00737,6285.99234477,46.32504247,0.00736956,1,1,1,1,1.002571043789365,1.002571043789365
30,0.007287,1570348800,0.00731447,0.007287,0.00731447,9879.262958,71.99769142,0.00728775,1,1,1,1,1.0037697269109374,1.0037697269109374
31,0.007287,1570356000,0.007317,0.007287,0.007317,191.29883801,1.39973353,0.00731699,1,1,1,1,1.0041169205434335,1.0041169205434335
32,0.00728554,1570363200,0.00728699,0.00728554,0.00728695,4215.22464864,30.7155927,0.00728682,1,1,1,1,1.0001935340414025,1.0001990243688181
33,0.00732474,1570370400,0.00732474,0.00721184,0.00721184,7527.03786185,54.47307885,0.00723698,1,1,1,1,0.9845864836158007,1.0156548120867905
34,0.00720568,1570377600,0.00720568,0.00720568,0.00720568,631.37350006,4.5494754,0.00720568,1,1,1,1,1.0,1.0
35,0.00720568,1570384800,0.00720568,0.00720568,0.00720568,2697.65900678,19.43846755,0.00720568,1,1,1,1,1.0,1.0
36,0.00720568,1570392000,0.00720568,0.00720568,0.00720568,0.0,0.0,0.00720568,1,1,1,1,1.0,1.0
37,0.00720568,1570399200,0.00720568,0.00720568,0.00720568,0.0,0.0,0.00720568,1,1,1,1,1.0,1.0
38,0.00720226,1570406400,0.00720568,0.00720226,0.00720568,7158.520206,51.58148063,0.0072056,1,1,1,1,1.000474850949563,1.000474850949563
39,0.00730899,1570413600,0.00730904,0.00730899,0.00730904,30400.86568515,222.20043636,0.00730901,1,1,1,1,1.0000068408904652,1.0000068408904652
40,0.00730899,1570420800,0.00730899,0.00730899,0.00730899,0.0,0.0,0.00730899,1,1,1,1,1.0,1.0
41,0.00731112,1570428000,0.00731112,0.00703287,0.00714129,5184.39122242,36.55100395,0.0070502,1,1,1,1,0.9767710008863211,1.0395642177375666
42,0.007319,1570435200,0.007319,0.007319,0.007319,265.74393632,1.94497986,0.007319,1,1,1,1,1.0,1.0
43,0.00709214,1570442400,0.00709214,0.00709214,0.00709214,1237.46537951,8.77627771,0.00709214,1,1,1,1,1.0,1.0
44,0.00734484,1570449600,0.00747808,0.00732382,0.00732382,14383.32421735,106.92028338,0.00743362,1,1,1,1,0.9971381269026963,1.0210627787138407
45,0.00734484,1570456800,0.00734484,0.00734484,0.00734484,0.0,0.0,0.00734484,1,1,1,1,1.0,1.0
46,0.00765,1570464000,0.00765,0.00753944,0.00753944,19651.62692617,148.9270445,0.00757835,1,1,1,1,0.9855477124183006,1.0146642190931952
47,0.00769999,1570471200,0.0077,0.00768012,0.00768012,5264.49034815,40.53394847,0.0076995,1,1,1,1,0.9974194771681522,1.0025885012213351
48,0.00769999,1570478400,0.00769999,0.00769999,0.00769999,0.0,0.0,0.00769999,1,1,1,1,1.0,1.0
49,0.00778988,1570485600,0.00778988,0.0077,0.0077,52232.56953874,402.43270007,0.00770463,1,1,1,1,0.9884619532008195,1.0116727272727273
50,0.00778988,1570492800,0.00778988,0.00778988,0.00778988,273.56246486,2.13101877,0.00778988,1,1,1,1,1.0,1.0
51,0.00776338,1570500000,0.007948,0.00776338,0.00781551,26969.10333626,214.00079373,0.00793503,1,1,1,1,1.006714858734211,1.0237808789470566
52,0.00800995,1570507200,0.00800995,0.00774775,0.008,57276.53489593,444.13530707,0.00775422,1,1,1,1,0.9987577949924781,1.033842083185441
53,0.0077613,1570514400,0.0077613,0.00758477,0.00758477,4906.15669426,37.70589513,0.00768542,1,1,1,1,0.9772550990169173,1.0232742719950638
54,0.0077613,1570521600,0.0077613,0.0077613,0.0077613,197.46531909,1.53258758,0.0077613,1,1,1,1,1.0,1.0
55,0.00762803,1570528800,0.00762803,0.00762803,0.00762803,2343.54416043,17.87662516,0.00762803,1,1,1,1,1.0,1.0
56,0.0077613,1570536000,0.0077613,0.0077613,0.0077613,1326.85563453,10.29812463,0.0077613,1,1,1,1,1.0,1.0
57,0.00774483,1570543200,0.00774483,0.00774483,0.00774483,4987.5,38.62733962,0.00774483,1,1,1,1,1.0,1.0
58,0.00794162,1570550400,0.00794162,0.00794161,0.00794161,12591.88931352,99.99999232,0.00794161,1,1,1,1,0.9999987408110688,1.0000012591905167
59,0.00769948,1570557600,0.00799,0.00769948,0.00793199,413690.06854348,3304.5483018,0.00798798,1,1,1,1,1.0301981432512326,1.0377324182931835
60,0.00769948,1570564800,0.00769948,0.00769948,0.00769948,0.0,0.0,0.00769948,1,1,1,1,1.0,1.0
61,0.00801156,1570572000,0.00801156,0.00799678,0.00799678,150187.3260129,1201.33083579,0.00799888,1,1,1,1,0.9981551657854402,1.0018482439181768
62,0.00801156,1570579200,0.00801156,0.00801156,0.00801156,0.0,0.0,0.00801156,1,1,1,1,1.0,1.0
63,0.00813862,1570586400,0.00813862,0.00803509,0.00803509,4880.69861818,39.51368926,0.0080959,1,1,1,1,0.9872791701787281,1.0128847343340273
64,0.0082,1570593600,0.0082,0.0079983,0.00814092,183571.3014473,1498.67203762,0.00816397,1,1,1,1,0.9927951219512193,1.025217858794994
65,0.00839,1570600800,0.00839,0.0082,0.0082125,281291.19553674,2322.96063375,0.0082582,1,1,1,1,0.9788438617401668,1.0231707317073169
66,0.00839,1570608000,0.00839,0.00816772,0.00828,33717.80725368,278.5234594,0.00826042,1,1,1,1,0.9868891537544695,1.0272144490751398
67,0.00830001,1570615200,0.00830001,0.00813787,0.00813787,28212.419588,233.3526647,0.00827127,1,1,1,1,0.9804650837770075,1.019924132481841
68,0.00830001,1570622400,0.00830001,0.00830001,0.00830001,68453.70501193,568.16643613,0.00830001,1,1,1,1,1.0,1.0
69,0.00854809,1570629600,0.0086,0.00830001,0.00830001,258190.55496238,2194.58497671,0.00849986,1,1,1,1,0.9709783121141683,1.0361433299477953
70,0.00831462,1570636800,0.00864591,0.00831462,0.00864591,10112.16294984,84.12094159,0.00831878,1,1,1,1,1.0398442743023735,1.0398442743023735
71,0.00836548,1570644000,0.00839985,0.00832125,0.00839985,9429.47088172,78.83408127,0.00836039,1,1,1,1,1.004108550854225,1.0094456962595764
72,0.00836548,1570651200,0.00836548,0.00836548,0.00836548,0.0,0.0,0.00836548,1,1,1,1,1.0,1.0
73,0.00836548,1570658400,0.00836548,0.00836548,0.00836548,0.0,0.0,0.00836548,1,1,1,1,1.0,1.0
74,0.00836548,1570665600,0.00836548,0.00836548,0.00836548,3306.72036699,27.66230309,0.00836548,1,1,1,1,1.0,1.0
75,0.0085706,1570672800,0.0085706,0.00855807,0.00855807,78279.42267069,670.2180058,0.00856186,1,1,1,1,0.9985380253424497,1.0014641151568053
76,0.00864591,1570680000,0.00864591,0.00864591,0.00864591,127.22778748,1.1,0.00864591,1,1,1,1,1.0,1.0
77,0.00836884,1570687200,0.00869021,0.00836716,0.00869021,81379.78315563,681.0441784,0.00836871,1,1,1,1,1.0384007819482748,1.0386092772219009
78,0.00836884,1570694400,0.00836884,0.00836884,0.00836884,0.0,0.0,0.00836884,1,1,1,1,1.0,1.0
79,0.00836548,1570701600,0.00836548,0.00836548,0.00836548,2448.17442701,20.4801542,0.00836548,1,1,1,1,1.0,1.0
80,0.00836548,1570708800,0.00836548,0.00836548,0.00836548,0.0,0.0,0.00836548,1,1,1,1,1.0,1.0
81,0.00825621,1570716000,0.00836548,0.00823145,0.00823145,54553.23194967,450.38339667,0.00825585,1,1,1,1,0.9970010452738,1.0162826719472269
82,0.00831457,1570723200,0.00831457,0.00831457,0.00831457,1154.51529018,9.59929819,0.00831457,1,1,1,1,1.0,1.0
83,0.0085,1570730400,0.0085,0.00828747,0.00828747,24654.48413456,208.67751631,0.00846407,1,1,1,1,0.9749964705882352,1.02564473838216
84,0.0085,1570737600,0.0085,0.0085,0.0085,3614.46,30.72291,0.0085,1,1,1,1,1.0,1.0
85,0.00865217,1570744800,0.0087,0.0085,0.00868,112551.47857711,971.7790723,0.00863408,1,1,1,1,1.0032165341180304,1.0235294117647058
86,0.0085,1570752000,0.00861207,0.0085,0.00861207,8190.17283454,69.70376994,0.00851065,1,1,1,1,1.0131847058823529,1.0131847058823529
87,0.0085,1570759200,0.0085,0.0085,0.0085,78891.36408672,670.57659473,0.0085,1,1,1,1,1.0,1.0
88,0.00822603,1570766400,0.00864,0.00822349,0.00864,96322.77475418,811.76775248,0.00842757,1,1,1,1,1.0503243970663856,1.0506488121223472
89,0.00822603,1570773600,0.00822603,0.00822603,0.00822603,0.0,0.0,0.00822603,1,1,1,1,1.0,1.0
90,0.00849999,1570780800,0.00849999,0.00849999,0.00849999,252.0,2.14199748,0.00849999,1,1,1,1,1.0,1.0
91,0.00849999,1570788000,0.00849999,0.00849999,0.00849999,0.0,0.0,0.00849999,1,1,1,1,1.0,1.0
92,0.00811,1570795200,0.00811,0.00811,0.00811,1019.43033415,8.26758,0.00811,1,1,1,1,1.0,1.0
93,0.00811,1570802400,0.00811,0.00811,0.00811,0.0,0.0,0.00811,1,1,1,1,1.0,1.0
94,0.00811,1570809600,0.00811,0.00811,0.00811,0.0,0.0,0.00811,1,1,1,1,1.0,1.0
95,0.00811,1570816800,0.00811,0.00811,0.00811,0.0,0.0,0.00811,1,1,1,1,1.0,1.0
