date,symbol,type,amnt,price,current_balance 
1486152000,ARDR,buy,0.1,1.862e-05,0.9677563122799927 
1486159200,ARDR,buy,0.1,1.895e-05,0.9343292164833418 
1486166400,ARDR,buy,0.1,1.84e-05,0.9028980498884214 
1486173600,ARDR,buy,0.1,1.849e-05,0.871132151275845 
1486180800,ARDR,buy,0.1,1.864e-05,0.8388155490576833 
1486188000,ARDR,buy,0.1,1.837e-05,0.8074966886686503 
1486195200,ARDR,buy,0.1,1.873e-05,0.7748538982070095 
1486202400,ARDR,buy,0.1,1.86e-05,0.7426832817905291 
1486209600,ARDR,buy,0.1,1.842e-05,0.7111774476240504 
1493193600,ARDR,sell,0.0,3.507e-05,1.7601392489435927 
1493200800,ARDR,buy,0.1,3.5100000000000006e-05,1.6959890077656288 
1493208000,ARDR,buy,0.1,3.351e-05,1.6335492743921123 
1493215200,ARDR,buy,0.1,3.351e-05,1.5711095410185958 
1493222400,ARDR,buy,0.1,3.19e-05,1.5105755765876698 
1493229600,ARDR,buy,0.1,3.154e-05,1.4504943633553764 
1493236800,ARDR,buy,0.1,3.273e-05,1.3889545080132886 
1493244000,ARDR,buy,0.1,3.351e-05,1.326514774639772 
1493251200,ARDR,buy,0.1,3.443e-05,1.263066053601534 
1493258400,ARDR,buy,0.1,3.501e-05,1.1990084853254261 
1493265600,ARDR,buy,0.1,3.324e-05,1.1368754689190923 
1493272800,ARDR,buy,0.1,3.464e-05,1.0732039485568943 
1493280000,ARDR,buy,0.1,3.367e-05,1.0105847782169317 
1493287200,ARDR,buy,0.1,3.373e-05,0.9478987578983271 
1493294400,ARDR,buy,0.1,3.295e-05,0.8861007771594338 
1493301600,ARDR,buy,0.1,3.235e-05,0.8250150440729875 
1493308800,ARDR,buy,0.1,3.297e-05,0.7631937682056374 
1493316000,ARDR,buy,0.1,3.261e-05,0.7017961765053451 
1493661600,ARDR,sell,0.0,3.166e-05,1.6356000274046538 
1493668800,ARDR,buy,0.1,3.165e-05,1.5753793807902292 
1493676000,ARDR,buy,0.1,3.246e-05,1.514161097815906 
1493683200,ARDR,buy,0.1,3.294e-05,1.4523747752492229 
1493690400,ARDR,buy,0.1,3.26e-05,1.3909890861281635 
1493697600,ARDR,buy,0.1,3.105e-05,1.3315409874052477 
1493704800,ARDR,buy,0.1,3.202e-05,1.2708583682501404 
1493712000,ARDR,buy,0.1,3.159e-05,1.2107136558301803 
1493719200,ARDR,buy,0.1,2.802e-05,1.1556723472881911 
1493726400,ARDR,buy,0.1,3.015e-05,1.097440723230263 
1493733600,ARDR,buy,0.1,3.101e-05,1.0380451906489494 
1493740800,ARDR,buy,0.1,3.14e-05,0.9781428509882315 
1493748000,ARDR,buy,0.1,3.181e-05,0.9177211136305914 
1493755200,ARDR,buy,0.1,3.151e-05,0.8576780966408568 
1493762400,ARDR,buy,0.1,3.154e-05,0.7975968834085634 
1493769600,ARDR,buy,0.1,3.058e-05,0.7387751219518421 
1493776800,ARDR,buy,0.1,3.065e-05,0.6798588588083989 
1493985600,ARDR,sell,0.0,4.001e-05,2.035098619492853 
1494014400,ARDR,buy,0.1,3.746e-05,1.9686772242620325 
1494021600,ARDR,buy,0.1,3.795e-05,1.9018196889432832 
1494028800,ARDR,buy,0.1,3.8e-05,1.8349182819604797 
1494036000,ARDR,buy,0.1,3.855e-05,1.767541797775096 
1494043200,ARDR,buy,0.1,4.044e-05,1.6986312768713736 
1494050400,ARDR,buy,0.1,3.908e-05,1.630809642650633 
1494057600,ARDR,buy,0.1,4.026e-05,1.5620390150960743 
1494064800,ARDR,buy,0.1,4.1e-05,1.4927011256973781 
1494072000,ARDR,buy,0.1,4.1e-05,1.423363236298682 
1494079200,ARDR,buy,0.1,4.046e-05,1.3544372485244227 
1494086400,ARDR,buy,0.1,4.046e-05,1.2855112607501633 
1494093600,ARDR,buy,0.1,4.265e-05,1.214979409276622 
1494100800,ARDR,sell,0.0,4.171e-05,2.065399046692641 
1494252000,ARDR,buy,0.1,3.947e-05,1.9972574843580442 
1494259200,ARDR,buy,0.1,3.967e-05,1.9289542964239244 
1494266400,ARDR,sell,0.0,4.057e-05,2.0655921923192935 
1494273600,ARDR,buy,0.1,4.026e-05,1.9968215647647347 
1494280800,ARDR,sell,0.0,3.999e-05,2.062559908599118 
1494302400,ARDR,buy,0.1,3.845e-05,1.9952687911648777 
1494309600,ARDR,buy,0.1,3.662e-05,1.929622219200199 
1494316800,ARDR,buy,0.1,3.366e-05,1.867014213693766 
1494324000,ARDR,buy,0.1,3.349e-05,1.8045970304944068 
1494331200,ARDR,buy,0.1,3.572e-05,1.7398210656190838 
1494338400,ARDR,buy,0.1,3.505e-05,1.6757222506305949 
1494345600,ARDR,buy,0.1,3.485e-05,1.6118306160438935 
1494352800,ARDR,buy,0.1,3.456e-05,1.5482436523475238 
1494360000,ARDR,buy,0.1,3.623e-05,1.4829690328237444 
1494367200,ARDR,buy,0.1,3.615e-05,1.4177717032152648 
1494374400,ARDR,buy,0.1,3.66e-05,1.35214401290525 
1494381600,ARDR,buy,0.1,3.615e-05,1.2869466832967704 
1494388800,ARDR,buy,0.1,3.65e-05,1.2214137116434407 
1494396000,ARDR,buy,0.1,3.798e-05,1.1545298394647534 
1494403200,ARDR,buy,0.1,3.796e-05,1.0876635205673209 
1494410400,ARDR,buy,0.1,3.855e-05,1.0202870363819374 
1494417600,ARDR,buy,0.1,3.667e-05,0.954593350389395 
1494424800,ARDR,buy,0.1,3.66e-05,0.8889656600793803 
1494432000,ARDR,buy,0.1,3.631e-05,0.8236140912182806 
1494439200,ARDR,buy,0.1,3.65e-05,0.7580811195649508 
1494698400,ARDR,sell,0.0,4.232e-05,2.347220696631211 
1500098400,ARDR,buy,0.1,3.921e-05,2.279291712562184 
1500105600,ARDR,buy,0.1,3.994e-05,2.210772897706237 
1500112800,ARDR,buy,0.1,3.989e-05,2.1422937935361057 
1500120000,ARDR,buy,0.1,3.801e-05,2.075383626071056 
1500127200,ARDR,buy,0.1,3.826e-05,2.0082559348701534 
1500134400,ARDR,buy,0.1,3.926e-05,1.9402858516978014 
1500141600,ARDR,buy,0.1,3.994e-05,1.871767036841854 
1500148800,ARDR,buy,0.1,3.8799999999999994e-05,1.8041790609308608 
1500156000,ARDR,buy,0.1,3.839e-05,1.7369393770197763 
1500163200,ARDR,buy,0.1,3.802e-05,1.6700204536808352 
1500170400,ARDR,buy,0.1,3.886e-05,1.6023821246703736 
1500177600,ARDR,buy,0.1,3.778e-05,1.5356746216172625 
1500184800,ARDR,buy,0.1,3.791e-05,1.4688522669523578 
1500192000,ARDR,buy,0.1,3.753e-05,1.4023678687283627 
1500199200,ARDR,buy,0.1,3.7e-05,1.3363664237189967 
1500206400,ARDR,buy,0.1,3.739e-05,1.2700082673845081 
1500213600,ARDR,buy,0.1,3.788e-05,1.2032123469688127 
1500220800,ARDR,buy,0.1,3.826e-05,1.13608465576791 
1500228000,ARDR,buy,0.1,3.804e-05,1.069148234491713 
1500235200,ARDR,buy,0.1,3.864e-05,1.0016952980179414 
1500242400,ARDR,buy,0.1,3.807e-05,0.9347326643077618 
1500249600,ARDR,buy,0.1,3.826e-05,0.8676049731068592 
1500256800,ARDR,buy,0.1,3.832e-05,0.8004254985414485 
1500321600,ARDR,sell,0.0,4.358e-05,2.595789098094948 
1501236000,ARDR,buy,0.1,3.782e-05,2.5290461719884823 
1501243200,ARDR,buy,0.1,3.889e-05,2.461382724692351 
1501250400,ARDR,buy,0.1,3.98e-05,2.3929753511911818 
1501257600,ARDR,buy,0.1,3.861e-05,2.3255478592112144 
1501264800,ARDR,buy,0.1,4e-05,2.256981522577551 
1501272000,ARDR,buy,0.1,3.881e-05,2.189385143671431 
1501279200,ARDR,buy,0.1,3.771e-05,2.122739811787407 
1501286400,ARDR,buy,0.1,3.791e-05,2.055917457122502 
1501293600,ARDR,buy,0.1,3.831e-05,1.9887466018537332 
1501300800,ARDR,buy,0.1,3.768e-05,1.922127985469802 
1501308000,ARDR,buy,0.1,3.778e-05,1.8554204824166907 
1501315200,ARDR,buy,0.1,3.741e-05,1.7890442336771415 
1501322400,ARDR,buy,0.1,3.628e-05,1.723721481049067 
1501329600,ARDR,buy,0.1,3.795e-05,1.6568639457303176 
1501336800,ARDR,buy,0.1,3.76e-05,1.590316779098761 
1501344000,ARDR,buy,0.1,3.818e-05,1.52325838555904 
1501351200,ARDR,buy,0.1,3.9899999999999994e-05,1.4547713312897033 
1501358400,ARDR,buy,0.1,3.916e-05,1.386883551275747 
1501365600,ARDR,buy,0.1,3.987e-05,1.3184203592680586 
1501372800,ARDR,buy,0.1,4.035e-05,1.2495796290240302 
1501380000,ARDR,buy,0.1,4.107e-05,1.1801891380246017 
1501387200,ARDR,buy,0.1,4.077e-05,1.1110253542290034 
1501394400,ARDR,buy,0.1,4.033e-05,1.0422001753213284 
1501401600,ARDR,buy,0.1,4.07e-05,0.9730897707673595 
1501408800,ARDR,buy,0.1,4.064e-05,0.9040252662066672 
1501596000,ARDR,sell,0.0,4.532e-05,2.940110686390727 
1502395200,ARDR,buy,0.1,4.079e-05,2.8709316850338618 
1502402400,ARDR,buy,0.1,4.051e-05,2.801967096898919 
1502409600,ARDR,buy,0.1,4.011e-05,2.7333140062645 
1502416800,ARDR,buy,0.1,4.04e-05,2.664434465043051 
1502424000,ARDR,buy,0.1,3.979e-05,2.5960350816465563 
1502431200,ARDR,buy,0.1,4.007e-05,2.527413482810855 
1502438400,ARDR,buy,0.1,3.914e-05,2.459542213895512 
1502445600,ARDR,buy,0.1,3.935e-05,2.391498415538548 
1502452800,ARDR,buy,0.1,4.045e-05,2.3225801592877064 
1502460000,ARDR,buy,0.1,3.913e-05,2.2547171522509943 
1502467200,ARDR,buy,0.1,3.8900000000000004e-05,2.1870453408024972 
1502474400,ARDR,buy,0.1,3.843e-05,2.119771350031055 
1502481600,ARDR,buy,0.1,3.762e-05,2.0532062924726673 
1502488800,ARDR,buy,0.1,3.856e-05,1.9858212959647177 
1502496000,ARDR,buy,0.1,4.057e-05,1.9168105129884658 
1502503200,ARDR,buy,0.1,3.903e-05,1.8490303575862999 
1502510400,ARDR,buy,0.1,3.8299999999999996e-05,1.781868126115111 
1502517600,ARDR,buy,0.1,3.75e-05,1.7154107003725365 
1502524800,ARDR,buy,0.1,3.6e-05,1.6503592152240216 
1502532000,ARDR,buy,0.1,3.783e-05,1.5836074450589004 
