1485360000,ZEC,none,0.0,0.0448,0.989289109020606 
1485367200,ZEC,none,0.0,0.04489253,0.9444349548349331 
1485374400,ZEC,none,0.0,0.04419999,0.9458390511391533 
1485381600,ZEC,none,0.0,0.04439,0.9665123425062035 
1485388800,ZEC,none,0.0,0.04428947,0.9306208897441135 
1485396000,ZEC,none,0.0,0.04388001,0.9644165116212903 
1485403200,ZEC,none,0.0,0.04380002,0.936605164618731 
1485410400,ZEC,none,0.0,0.04420887,0.9788487819877488 
1485417600,ZEC,none,0.0,0.04394201,0.9852190255921215 
1485424800,ZEC,none,0.0,0.04384,0.9477587027142236 
1485432000,ZEC,none,0.0,0.04573031,0.9343631242637289 
1485439200,ZEC,none,0.0,0.04484502,0.9384589308066965 
1485446400,ZEC,none,0.0,0.043726999999999995,0.9305460256142778 
1485453600,ZEC,none,0.0,0.043476,0.925474680334067 
1485460800,ZEC,none,0.0,0.04317602,0.9624859399220118 
1485468000,ZEC,none,0.0,0.04195992,0.9304255393089489 
1485475200,ZEC,none,0.0,0.04212019,0.9275398132584212 
1485482400,ZEC,none,0.0,0.04305798,0.9293682203410514 
1485489600,ZEC,none,0.0,0.04278645,0.9231532864120106 
1485496800,ZEC,none,0.0,0.04290201,0.9196586980517988 
1485504000,ZEC,none,0.0,0.04247501,0.9252819992736399 
1485511200,ZEC,none,0.0,0.04236311,0.9552252139139756 
1485518400,ZEC,none,0.0,0.0422,0.9279529611751124 
1485525600,ZEC,none,0.0,0.04216005,1.0016994416238396 
1485532800,ZEC,none,0.0,0.04143597,0.9953029895525249 
1485540000,ZEC,none,0.0,0.04138213,1.009449878299786 
1485547200,ZEC,none,0.0,0.041593599999999994,1.0484606282693325 
1485554400,ZEC,none,0.0,0.041678,1.0039958403070819 
1485561600,ZEC,none,0.0,0.04188301,1.006173451435588 
1485568800,ZEC,none,0.0,0.042241,0.9961627739943537 
1485576000,ZEC,none,0.0,0.042087,1.037971767015373 
1485583200,ZEC,none,0.0,0.04191,1.0367248004190837 
1485590400,ZEC,none,0.0,0.04177501,1.0161160595586336 
1485597600,ZEC,none,0.0,0.041991,0.9727656183190205 
1485604800,ZEC,none,0.0,0.04150001,0.9991743251314331 
1485612000,ZEC,none,0.0,0.041595,0.9977739902584748 
1485619200,ZEC,none,0.0,0.041492,0.999243850468289 
1485626400,ZEC,none,0.0,0.04149461,1.0089177001639225 
1485633600,ZEC,none,0.0,0.04126483,1.0055887349050827 
1485640800,ZEC,none,0.0,0.04144999,1.0347780910781081 
1485648000,ZEC,none,0.0,0.0416583,1.0214875893080764 
1485655200,ZEC,none,0.0,0.04455001,1.022020980892369 
1485662400,ZEC,none,0.0,0.04203577,1.0526379724769277 
1485669600,ZEC,none,0.0,0.04182061,1.027949562694965 
1485676800,ZEC,none,0.0,0.04176306,1.0696977665056946 
1485684000,ZEC,none,0.0,0.04230501,1.0480258825892697 
1485691200,ZEC,none,0.0,0.04193038,1.0518654283673639 
1485698400,ZEC,none,0.0,0.04173003,1.050865379831912 
1485705600,ZEC,none,0.0,0.04189001,1.0623297798369398 
1485712800,ZEC,none,0.0,0.04189,1.0298621767754101 
1485720000,ZEC,none,0.0,0.04245501,1.0377688938653855 
1485727200,ZEC,none,0.0,0.04196001,1.0783419618018018 
1485734400,ZEC,none,0.0,0.04202005,1.0381180978769442 
1485741600,ZEC,none,0.0,0.04181,1.0741578228146618 
1485748800,ZEC,none,0.0,0.04181,1.0381527998628572 
1485756000,ZEC,none,0.0,0.042105000000000004,1.032698155158152 
1485763200,ZEC,none,0.0,0.04252514,1.0400267078100227 
1485770400,ZEC,none,0.0,0.0422,1.02966476365217 
1485777600,ZEC,none,0.0,0.04237701,1.0600156661164346 
1485784800,ZEC,none,0.0,0.04239234,1.0657589683071051 
1485792000,ZEC,none,0.0,0.042426,1.0382626086160738 
1485799200,ZEC,none,0.0,0.04269916,1.0418647004351071 
1485806400,ZEC,none,0.0,0.04312101,1.0724428645840431 
1485813600,ZEC,none,0.0,0.04310632,1.0656250137408356 
1485820800,ZEC,none,0.0,0.04380101,1.0269586143800045 
1485828000,ZEC,none,0.0,0.04374969,1.0266217865622598 
1485835200,ZEC,none,0.0,0.04329403,1.063498242241918 
1485842400,ZEC,none,0.0,0.04290001,1.0190674282833654 
1485849600,ZEC,none,0.0,0.04175388,1.0345833473898256 
1485856800,ZEC,none,0.0,0.04173502,1.0059602647464096 
1485864000,ZEC,none,0.0,0.04106821,0.9876992476371096 
1485871200,ZEC,none,0.0,0.041261,0.947793768534216 
1485878400,ZEC,none,0.0,0.040894,0.9792279557675718 
1485885600,ZEC,none,0.0,0.04082801,0.952452329914447 
1485892800,ZEC,none,0.0,0.04076764,0.9922355026906148 
1485900000,ZEC,none,0.0,0.0407,0.9870792224261625 
1485907200,ZEC,none,0.0,0.0405,0.9839482769932825 
1485914400,ZEC,none,0.0,0.04050001,0.9853651135144279 
1485921600,ZEC,none,0.0,0.04043567,0.9827849106631651 
1485928800,ZEC,none,0.0,0.04060001,0.9810837847008806 
1485936000,ZEC,none,0.0,0.04044004,0.9509276259561588 
1485943200,ZEC,none,0.0,0.04055301,0.983099048699444 
