,index,date,open,high,low,close,volume,std_close,std_high,std_low,std_open,avg_vol_3
201,201,1580104800000,0.0448,0.0448,0.0445,0.0445,23092.2,0.9933035714285714,1.0,0.9933035714285714,1.0,1
202,202,1580108400000,0.0445,0.0445,0.0444,0.0444,1820.0,0.9977528089887642,1.0,0.9977528089887642,1.0,1
203,203,1580112000000,0.0444,0.0445,0.044,0.044,22928.6,0.9887640449438202,1.0,0.9887640449438202,0.9977528089887642,0
204,204,1580115600000,0.044,0.0443,0.044,0.0443,2280.3,1.0,1.0,0.9932279909706546,0.9932279909706546,1
205,205,1580119200000,0.0443,0.0443,0.0443,0.0443,0.0,1.0,1.0,1.0,1.0,1
206,206,1580122800000,0.0444,0.0445,0.0444,0.0445,583.2,1.0,1.0,0.9977528089887642,0.9977528089887642,1
207,207,1580126400000,0.0448,0.0452,0.0448,0.0452,6057.3,1.0,1.0,0.9911504424778762,0.9911504424778762,0
208,208,1580130000000,0.045,0.0452,0.045,0.0452,33276.7,1.0,1.0,0.995575221238938,0.995575221238938,0
209,209,1580133600000,0.0452,0.0454,0.0451,0.0454,31469.8,1.0,1.0,0.9933920704845814,0.9955947136563875,0
210,210,1580137200000,0.0455,0.0458,0.0454,0.0458,13880.8,1.0,1.0,0.9912663755458516,0.9934497816593886,1
211,211,1580140800000,0.0459,0.0465,0.0458,0.0462,177201.3,0.9935483870967742,1.0,0.9849462365591398,0.9870967741935485,0
212,212,1580144400000,0.0462,0.0464,0.0459,0.0459,148470.3,0.9892241379310346,1.0,0.9892241379310346,0.9956896551724138,0
213,213,1580148000000,0.0459,0.0477,0.0457,0.0476,239244.0,0.9979035639412999,1.0,0.9580712788259957,0.9622641509433963,0
214,214,1580151600000,0.0476,0.0487,0.0474,0.0478,311763.1,0.9815195071868583,1.0,0.973305954825462,0.9774127310061602,0
215,215,1580155200000,0.0482,0.0483,0.0478,0.0481,71295.6,0.9958592132505175,1.0,0.989648033126294,0.9979296066252588,1
216,216,1580158800000,0.0481,0.0482,0.0476,0.0476,33255.6,0.9875518672199171,1.0,0.9875518672199171,0.9979253112033194,1
217,217,1580162400000,0.0476,0.0478,0.0474,0.0478,25926.5,1.0,1.0,0.9916317991631798,0.99581589958159,1
