,index,date,open,high,low,close,volume,hl_spread,oc_spread,roc_close,roc_volume,volume_feature
0,99,1584273600000,0.1551,0.1551,0.1551,0.1551,0.0,1.0,1.0,-0.0384376937383758,-1.0,1
1,98,1584259200000,0.1545,0.1551,0.1545,0.1551,762.75,0.9961315280464217,1.003883495145631,0.0019379844961240345,-0.9901943416562622,1
2,97,1584244800000,0.1474,0.1474,0.1474,0.1474,0.0,1.0,1.0,-0.04533678756476689,-1.0,1
3,96,1584230400000,0.1479,0.1479,0.1474,0.1474,4767.68,0.9966193373901284,0.9966193373901284,0.11329305135951673,-0.8498302760341319,-1
4,95,1584216000000,0.1598,0.1598,0.1456,0.1461,2367.18,0.9111389236545683,0.9142678347934919,0.008977900552486151,-0.1811927319518093,-1
5,94,1584201600000,0.1624,0.1624,0.1624,0.1624,184.72,1.0,1.0,0.09139784946236551,-0.9752261525565801,-1
6,93,1584187200000,0.1613,0.1613,0.1613,0.1613,0.0,1.0,1.0,0.16884057971014488,-1.0,1
7,92,1584172800000,0.1613,0.1613,0.1613,0.1613,0.0,1.0,1.0,0.23129770992366416,-1.0,1
8,91,1584158400000,0.1613,0.1613,0.1613,0.1613,211.53,1.0,1.0,0.19481481481481477,-0.966429617732805,1
9,90,1584144000000,0.1525,0.1566,0.152,0.1548,22696.86,0.9706257982120051,1.0150819672131148,-0.1480462300495322,46.27232207943682,-1
10,89,1584129600000,0.1485,0.1584,0.1485,0.1544,4155.07,0.9374999999999999,1.0397306397306398,-0.15858310626702987,16.646606642317163,1
11,88,1584115200000,0.1438,0.1438,0.1278,0.1324,10706.86,0.8887343532684283,0.9207232267037551,-0.21933962264150952,inf,-1
12,87,1584100800000,0.1473,0.1473,0.1448,0.1448,523.79,0.9830278343516634,0.9830278343516634,-0.3529937444146559,-0.9441128519421101,1
13,86,1584086400000,0.1515,0.1519,0.1488,0.1488,3055.85,0.9795918367346937,0.9821782178217822,-0.41463414634146345,-0.6472860701168768,1
14,85,1584072000000,0.1379,0.1392,0.1379,0.138,3030.86,0.99066091954023,1.0007251631617116,-0.4898336414048059,-0.7370131785824607,1
15,84,1584057600000,0.1396,0.1396,0.0966,0.131,30263.07,0.6919770773638969,0.9383954154727794,-0.5084427767354597,19.717913083958596,1
16,83,1584043200000,0.1735,0.1737,0.135,0.135,29307.47,0.7772020725388602,0.7780979827089338,-0.4934333958724203,139.093068833652,1
17,82,1584028800000,0.1838,0.1874,0.1731,0.1817,77786.72,0.923692636072572,0.9885745375408053,-0.33124769966875234,11.174796060828028,-1
18,81,1584014400000,0.1766,0.1864,0.1678,0.1835,16622.24,0.900214592274678,1.039071347678369,-0.33272727272727276,15.362727147441579,1
19,80,1584000000000,0.2303,0.2303,0.1604,0.1696,31748.61,0.6964828484585323,0.7364307425097698,-0.396011396011396,5.684523019978651,-1
20,79,1583985600000,0.2434,0.2434,0.221,0.2238,2891.01,0.9079704190632704,0.9194741166803615,-0.20299145299145294,-0.3577246067715275,1
21,78,1583971200000,0.2702,0.2702,0.2524,0.2542,7456.25,0.9341228719467062,0.9407846039970392,-0.13360599863667355,2.511748609429972,1
22,77,1583956800000,0.2714,0.2714,0.2651,0.2705,13547.68,0.9767870302137068,0.9966838614591012,-0.0036832412523020164,0.49706888911726343,-1
23,76,1583942400000,0.2684,0.2684,0.2505,0.2665,6999.08,0.9333084947839045,0.9929210134128167,-0.08419243986254288,0.20261172872386135,-1
24,75,1583928000000,0.2767,0.2767,0.2665,0.2665,6301.09,0.9631369714492231,0.9631369714492231,-0.05193881181074356,-0.3121711546102759,-1
25,74,1583913600000,0.2723,0.2723,0.2717,0.2717,480.13,0.9977965479250827,0.9977965479250827,0.0033234859675037587,-0.9849402257476251,-1
26,73,1583899200000,0.2805,0.2805,0.275,0.275,235.46,0.9803921568627451,0.9803921568627451,0.03695324283559587,-0.9766248721843326,1
27,72,1583884800000,0.2808,0.2808,0.2808,0.2808,0.0,1.0,1.0,0.05842442517904267,-1.0,1
28,71,1583870400000,0.2925,0.2928,0.2806,0.2808,9372.28,0.9583333333333334,0.9600000000000001,0.09773260359655978,4.713446192673693,1
29,70,1583856000000,0.2768,0.2934,0.2768,0.2934,8663.82,0.9434219495569188,1.0599710982658959,0.0731528895391369,0.40125734082281905,-1
30,69,1583841600000,0.2942,0.2972,0.2715,0.2715,11524.76,0.9135262449528937,0.9228416043507818,-0.03859773371104802,3.5960240074973573,-1
31,68,1583827200000,0.2811,0.2955,0.2804,0.291,1460.72,0.9489001692047377,1.0352187833511204,0.009365244536940542,-0.4313565194372426,1
32,67,1583812800000,0.279,0.2811,0.279,0.2811,209.2,0.992529348986126,1.0075268817204301,-0.02598752598752596,-0.3516997737766897,1
33,66,1583798400000,0.2794,0.2874,0.2708,0.2708,6389.16,0.942240779401531,0.9692197566213314,-0.13565272901372494,30.137774745357962,-1
34,65,1583784000000,0.2703,0.2703,0.2652,0.2652,1015.86,0.9811320754716981,0.9811320754716981,-0.14258001939864218,-0.6461922109765187,1
35,64,1583769600000,0.2612,0.2722,0.2591,0.2653,4749.57,0.9518736223365173,1.015696784073507,-0.18918092909535456,0.9010446685878961,-1
36,63,1583755200000,0.2782,0.2814,0.2498,0.2558,4501.2,0.8877043354655295,0.9194823867721065,-0.23755588673621453,2.677841600823617,1
37,62,1583740800000,0.2833,0.2884,0.2734,0.2734,2123.23,0.9479889042995838,0.9650547123190963,-0.17576123002713306,3.287448002907798,1
38,61,1583726400000,0.2875,0.2875,0.2683,0.2824,9049.47,0.9332173913043479,0.9822608695652174,-0.16325925925925933,1.0901399667405762,-1
39,60,1583712000000,0.2924,0.2997,0.2854,0.2883,5819.9,0.9522856189522855,0.9859781121751027,-0.17769537934968627,7.058682618147579,1
40,59,1583697600000,0.3139,0.3139,0.2886,0.2886,9160.84,0.9194010831474992,0.9194010831474992,-0.19766472060050044,28.204412139760265,1
41,58,1583683200000,0.3106,0.323,0.2951,0.3133,31881.62,0.9136222910216717,1.0086928525434644,-0.13857574924388227,86.5243507384835,-1
42,57,1583668800000,0.3276,0.3279,0.3063,0.3093,10073.1,0.9341262580054894,0.9441391941391942,-0.1592824136993748,13.538015240734326,-1
43,56,1583654400000,0.3339,0.3339,0.3272,0.3272,1541.51,0.9799341120095838,0.9799341120095838,-0.11375947995666302,0.38387302385291444,1
44,55,1583640000000,0.33,0.3355,0.3271,0.3355,1640.39,0.9749627421758569,1.0166666666666666,-0.10222103291410212,-0.6589278325650638,1
45,54,1583625600000,0.3369,0.3399,0.3302,0.3317,6182.89,0.9714621947631656,0.9845651528643515,-0.10010851871947912,0.8613071226443494,-1
46,53,1583611200000,0.3442,0.3457,0.3375,0.3375,2507.55,0.9762800115707261,0.9805345729227194,-0.07381997804610307,-0.5520016150846043,-1
47,52,1583596800000,0.3638,0.3652,0.3506,0.3506,2568.78,0.9600219058050383,0.9637163276525563,-0.08171817705605011,-0.4524328218858047,-1
48,51,1583582400000,0.3634,0.3634,0.3597,0.3597,322.69,0.9898183819482664,0.9898183819482664,-0.04487519915029203,-0.917790804615271,1
49,50,1583568000000,0.3637,0.3637,0.3637,0.3637,205.19,1.0,1.0,-0.037066454858353026,-0.9106649948190138,1
50,49,1583553600000,0.3662,0.3705,0.365,0.3679,2871.22,0.9851551956815114,1.0046422719825232,-0.031077166183829275,-0.7142859985989046,-1
51,48,1583539200000,0.3754,0.3818,0.3645,0.3692,2498.4,0.9546883184913568,0.9834842834310068,-0.06436898124683232,0.23565719711956956,-1
52,47,1583524800000,0.3708,0.3745,0.3707,0.3737,1223.87,0.9898531375166888,1.0078209277238401,-0.04400102327961131,-0.7208128311992865,1
53,46,1583510400000,0.3669,0.3698,0.3669,0.3686,495.22,0.9921579232017306,1.004633415099482,-0.08920187793427237,-0.9860145429323766,1
54,45,1583496000000,0.3748,0.3748,0.3644,0.3644,4329.6,0.9722518676627534,0.9722518676627534,-0.08165322580645162,0.1257234676526109,-1
55,44,1583481600000,0.3833,0.3833,0.3818,0.3818,722.19,0.9960866162274981,0.9960866162274981,-0.05401387512388511,-0.5148431044559543,-1
56,43,1583467200000,0.3767,0.3798,0.3766,0.3766,313.68,0.991574512901527,0.9997345367666578,-0.04173027989821887,-0.9091898652091343,1
57,42,1583452800000,0.3715,0.3777,0.3715,0.3777,364.26,0.9835848557055865,1.0166890982503365,-0.0384419551934827,0.4225572131531672,1
58,41,1583438400000,0.3867,0.3867,0.3797,0.3797,692.88,0.9818981122317042,0.9818981122317042,-0.031130390405715858,-0.5377841818764009,1
59,40,1583424000000,0.3925,0.3947,0.3896,0.3946,1113.91,0.9870787940207753,1.0053503184713375,0.03136434918975439,-0.8176467988206655,1
60,39,1583409600000,0.3986,0.3986,0.3873,0.3909,4809.51,0.971650777722027,0.9806823883592575,0.001537279016141646,-0.19306231334518975,-1
61,38,1583395200000,0.3976,0.4052,0.3976,0.4047,3321.8,0.981243830207305,1.0178571428571428,0.023520485584218598,-0.7780374846564686,1
62,37,1583380800000,0.4026,0.4042,0.3911,0.3968,5597.23,0.9675903018307769,0.9855936413313462,0.07243243243243236,-0.014261536646231865,-1
63,36,1583366400000,0.3925,0.4105,0.3925,0.4036,4691.26,0.9561510353227772,1.02828025477707,0.10575342465753423,-0.8154727604350841,-1
64,35,1583352000000,0.3866,0.3976,0.3852,0.393,3925.23,0.9688128772635815,1.016554578375582,0.07377049180327866,4.3351501230070815,1
65,34,1583337600000,0.3895,0.3959,0.388,0.3928,2296.86,0.9800454660267746,1.0084724005134786,0.05477980665950577,0.2635313921696989,1
66,33,1583323200000,0.3784,0.4105,0.3773,0.3919,10049.28,0.9191230207064557,1.035676532769556,0.08951904364748398,2.2536051232573353,-1
67,32,1583308800000,0.3892,0.3897,0.3826,0.3826,2021.92,0.9817808570695407,0.9830421377183968,0.05167674546454082,2.5668771830787143,1
68,31,1583294400000,0.3972,0.3996,0.3898,0.3903,4383.69,0.9754754754754754,0.9826283987915407,0.04638069705093839,7.967168514503129,1
69,30,1583280000000,0.3796,0.3954,0.3796,0.3954,35409.64,0.9600404653515427,1.041622760800843,0.06404736275565126,992.5364758698091,-1
70,29,1583265600000,0.3627,0.3774,0.3627,0.37,3846.06,0.9610492845786963,1.0201268265784393,0.012311901504787892,16.319133606520467,-1
71,28,1583251200000,0.3638,0.365,0.3588,0.365,1488.57,0.983013698630137,1.0032985156679495,0.0635198135198134,0.8409908851429064,1
72,27,1583236800000,0.385,0.3859,0.3636,0.366,3454.24,0.9422130085514381,0.9506493506493506,0.13699906803355066,1.083076032419915,-1
73,26,1583222400000,0.3729,0.3729,0.3724,0.3724,256.06,0.9986591579511933,0.9986591579511933,0.1673981191222571,-0.7221058572002214,1
74,25,1583208000000,0.3644,0.3691,0.3575,0.3597,1499.04,0.968572202655107,0.9871020856201976,0.13006597549481613,-0.8861327175498298,1
75,24,1583193600000,0.3682,0.3689,0.3574,0.3638,6108.53,0.9688262401734887,0.9880499728408473,0.17203608247422686,-0.878431988320294,1
76,23,1583179200000,0.3745,0.3892,0.3695,0.373,5960.2,0.9493833504624871,0.9959946595460614,0.11210494931425163,3.417548046634697,1
77,22,1583164800000,0.3744,0.3841,0.3708,0.3716,14965.59,0.9653736006248373,0.9925213675213674,0.10005920663114276,0.72813216658699,1
78,21,1583150400000,0.3425,0.3655,0.3425,0.3655,5678.21,0.9370725034199727,1.0671532846715328,0.10791148832979669,13.366486185608744,1
79,20,1583136000000,0.3266,0.3455,0.3238,0.3432,25423.13,0.9371924746743849,1.050826699326393,0.03094022228897586,100.36005900645883,-1
80,19,1583121600000,0.3254,0.3295,0.3219,0.3219,735.73,0.9769347496206373,0.9892440073755377,-0.016799022602321356,-0.7244601406667814,1
81,18,1583107200000,0.3167,0.319,0.3145,0.319,1817.81,0.9858934169278997,1.0072623934322704,-0.07803468208092479,0.046113208415818674,1
82,17,1583092800000,0.3169,0.3183,0.3103,0.3183,3088.66,0.9748664781652528,1.004417797412433,-0.08613264427217904,1.3840531048589404,-1
83,16,1583078400000,0.3174,0.3174,0.3103,0.3104,566.86,0.9776307498424701,0.9779458097038437,-0.10185185185185186,1.9596407873440191,-1
