,ADAUSD,last
57,"[1562011200, '0.081270', '0.083724', '0.081212', '0.083110', '0.082446', '628240.58075820', 141]",1571529600
58,"[1562025600, '0.083110', '0.083800', '0.081654', '0.082049', '0.082679', '1280597.92971444', 97]",1571529600
59,"[1562040000, '0.081584', '0.081876', '0.078200', '0.078990', '0.079093', '2426848.07973091', 268]",1571529600
60,"[1562054400, '0.079023', '0.080160', '0.076223', '0.077614', '0.078561', '5287283.50930522', 360]",1571529600
61,"[1562068800, '0.077614', '0.081387', '0.076900', '0.081387', '0.078999', '2909731.99601123', 317]",1571529600
62,"[1562083200, '0.080890', '0.080890', '0.078660', '0.079879', '0.079743', '1294791.35962470', 181]",1571529600
63,"[1562097600, '0.080231', '0.081039', '0.078697', '0.080532', '0.079569', '608009.63349586', 78]",1571529600
64,"[1562112000, '0.081134', '0.083267', '0.080899', '0.082403', '0.082535', '1320149.45872901', 155]",1571529600
65,"[1562126400, '0.082403', '0.083500', '0.081260', '0.081527', '0.082599', '1947290.88237283', 253]",1571529600
66,"[1562140800, '0.081870', '0.082093', '0.079695', '0.080813', '0.080750', '537769.19220355', 223]",1571529600
67,"[1562155200, '0.080686', '0.082481', '0.080685', '0.081860', '0.081930', '1428789.20194634', 107]",1571529600
68,"[1562169600, '0.081861', '0.081861', '0.080117', '0.080331', '0.080800', '1099650.55867691', 195]",1571529600
69,"[1562184000, '0.080379', '0.082791', '0.080000', '0.082733', '0.081096', '1607750.05853878', 219]",1571529600
70,"[1562198400, '0.082585', '0.082802', '0.080510', '0.080688', '0.081414', '351128.75532731', 87]",1571529600
71,"[1562212800, '0.080712', '0.080851', '0.080000', '0.080001', '0.080029', '2062239.36855953', 195]",1571529600
72,"[1562227200, '0.080001', '0.080230', '0.079300', '0.080152', '0.079867', '445913.53459291', 108]",1571529600
73,"[1562241600, '0.080192', '0.080527', '0.078952', '0.079490', '0.079498', '195711.86071864', 106]",1571529600
74,"[1562256000, '0.079513', '0.080058', '0.079238', '0.079537', '0.079485', '354688.31846244', 103]",1571529600
75,"[1562270400, '0.079537', '0.080000', '0.077260', '0.077477', '0.079181', '2680678.38522818', 393]",1571529600
76,"[1562284800, '0.077176', '0.077950', '0.076502', '0.077300', '0.076984', '1832189.08003983', 108]",1571529600
77,"[1562299200, '0.077424', '0.077701', '0.075827', '0.076143', '0.076669', '1161317.40824031', 147]",1571529600
78,"[1562313600, '0.076503', '0.077687', '0.076001', '0.077259', '0.076863', '246921.08164874', 81]",1571529600
79,"[1562328000, '0.077120', '0.077936', '0.076869', '0.077252', '0.077278', '502647.37869360', 91]",1571529600
80,"[1562342400, '0.077361', '0.077620', '0.076602', '0.076714', '0.077130', '314858.63222901', 61]",1571529600
81,"[1562356800, '0.076795', '0.077238', '0.075542', '0.076500', '0.076213', '501697.06713397', 121]",1571529600
82,"[1562371200, '0.076615', '0.077790', '0.076615', '0.077500', '0.077143', '767148.70396798', 117]",1571529600
83,"[1562385600, '0.077950', '0.078096', '0.076584', '0.077345', '0.077091', '509548.70409795', 66]",1571529600
84,"[1562400000, '0.077440', '0.077685', '0.076682', '0.077296', '0.077292', '132671.14381658', 39]",1571529600
85,"[1562414400, '0.076851', '0.080834', '0.076851', '0.079531', '0.079382', '518097.39299300', 125]",1571529600
86,"[1562428800, '0.079979', '0.080159', '0.078696', '0.078947', '0.079275', '234668.66156316', 87]",1571529600
87,"[1562443200, '0.078774', '0.078944', '0.076925', '0.077260', '0.077714', '395958.75695978', 85]",1571529600
88,"[1562457600, '0.077234', '0.077572', '0.076736', '0.077328', '0.077136', '122082.45739287', 41]",1571529600
89,"[1562472000, '0.077400', '0.078139', '0.077400', '0.077813', '0.078003', '512434.77776837', 72]",1571529600
90,"[1562486400, '0.077813', '0.078960', '0.077802', '0.078622', '0.078711', '631455.94540012', 36]",1571529600
91,"[1562500800, '0.078622', '0.079240', '0.077400', '0.077549', '0.078355', '341762.36518536', 78]",1571529600
92,"[1562515200, '0.077549', '0.080190', '0.077255', '0.079767', '0.079283', '1406488.40161221', 179]",1571529600
93,"[1562529600, '0.079715', '0.080589', '0.078985', '0.080156', '0.079790', '1169415.55363480', 119]",1571529600
94,"[1562544000, '0.080182', '0.080998', '0.079211', '0.080568', '0.080106', '762438.46819434', 124]",1571529600
95,"[1562558400, '0.080624', '0.082004', '0.080624', '0.081862', '0.081561', '710297.23536226', 147]",1571529600
96,"[1562572800, '0.081862', '0.082424', '0.080083', '0.080083', '0.081803', '1866668.35847375', 258]",1571529600
97,"[1562587200, '0.080176', '0.081063', '0.080094', '0.080094', '0.080548', '205334.62043610', 42]",1571529600
98,"[1562601600, '0.080095', '0.080408', '0.079329', '0.079381', '0.079835', '1177516.79004092', 140]",1571529600
99,"[1562616000, '0.079320', '0.080900', '0.079293', '0.080242', '0.080287', '3895777.67949407', 288]",1571529600
100,"[1562630400, '0.080500', '0.080900', '0.079517', '0.080199', '0.080313', '1782793.46214146', 177]",1571529600
101,"[1562644800, '0.079929', '0.080217', '0.079030', '0.079268', '0.079649', '1453905.50021737', 172]",1571529600
102,"[1562659200, '0.079268', '0.079689', '0.078227', '0.078627', '0.078829', '4272864.63358617', 309]",1571529600
103,"[1562673600, '0.078542', '0.078884', '0.077674', '0.078162', '0.078191', '1665847.51487739', 155]",1571529600
104,"[1562688000, '0.078226', '0.078380', '0.077332', '0.077423', '0.077693', '781614.09901612', 220]",1571529600
105,"[1562702400, '0.077410', '0.078248', '0.077080', '0.078143', '0.077776', '300717.41777051', 62]",1571529600
106,"[1562716800, '0.077917', '0.078400', '0.076530', '0.076676', '0.077365', '665323.13473826', 128]",1571529600
107,"[1562731200, '0.076426', '0.076739', '0.075700', '0.076613', '0.076156', '513968.21745965', 94]",1571529600
108,"[1562745600, '0.076613', '0.077116', '0.076209', '0.076317', '0.076783', '204449.07135284', 72]",1571529600
109,"[1562760000, '0.076465', '0.076465', '0.069313', '0.070710', '0.072100', '10301013.62144679', 1034]",1571529600
110,"[1562774400, '0.070678', '0.073650', '0.069834', '0.072926', '0.072098', '2571299.36880896', 407]",1571529600
111,"[1562788800, '0.072783', '0.072965', '0.070970', '0.071533', '0.071697', '1559735.01515608', 319]",1571529600
112,"[1562803200, '0.071533', '0.071618', '0.069332', '0.069545', '0.070330', '1060316.40301231', 154]",1571529600
113,"[1562817600, '0.069543', '0.069543', '0.062700', '0.065117', '0.064476', '6980117.24401701', 689]",1571529600
114,"[1562832000, '0.065043', '0.066019', '0.064179', '0.065767', '0.065410', '1232851.77095982', 195]",1571529600
115,"[1562846400, '0.065944', '0.066530', '0.063939', '0.063939', '0.065764', '1563630.35662519', 328]",1571529600
116,"[1562860800, '0.063940', '0.066874', '0.063220', '0.066851', '0.065265', '2030933.26176547', 215]",1571529600
117,"[1562875200, '0.066715', '0.066820', '0.062600', '0.064872', '0.063927', '2473509.27299311', 372]",1571529600
118,"[1562889600, '0.065011', '0.066511', '0.063836', '0.063876', '0.065206', '284781.70169684', 99]",1571529600
119,"[1562904000, '0.063941', '0.068179', '0.063377', '0.067540', '0.066472', '1024910.92733410', 159]",1571529600
120,"[1562918400, '0.067540', '0.069578', '0.067383', '0.069038', '0.068576', '708146.12969946', 196]",1571529600
121,"[1562932800, '0.069261', '0.069440', '0.066961', '0.067276', '0.068108', '982968.61398583', 212]",1571529600
122,"[1562947200, '0.067220', '0.070700', '0.066997', '0.070328', '0.069750', '1784101.83495124', 205]",1571529600
123,"[1562961600, '0.070425', '0.070425', '0.069100', '0.069532', '0.069691', '495681.52625602', 90]",1571529600
124,"[1562976000, '0.069746', '0.069897', '0.068191', '0.068191', '0.068933', '399360.04137442', 100]",1571529600
125,"[1562990400, '0.068000', '0.068200', '0.067442', '0.068060', '0.067923', '153935.00882517', 110]",1571529600
126,"[1563004800, '0.068098', '0.071199', '0.066487', '0.066766', '0.067841', '1395923.36930281', 246]",1571529600
127,"[1563019200, '0.066838', '0.068616', '0.066838', '0.068154', '0.067585', '507897.33570382', 151]",1571529600
128,"[1563033600, '0.068154', '0.068531', '0.065964', '0.066835', '0.066596', '357485.62200352', 89]",1571529600
129,"[1563048000, '0.066642', '0.066900', '0.063421', '0.066640', '0.065150', '2037831.66620241', 270]",1571529600
130,"[1563062400, '0.066994', '0.067228', '0.066451', '0.066451', '0.066886', '462680.32021935', 38]",1571529600
131,"[1563076800, '0.066968', '0.066968', '0.065832', '0.065860', '0.066134', '834666.14122724', 77]",1571529600
132,"[1563091200, '0.065266', '0.065593', '0.061300', '0.061818', '0.063540', '1441811.43603225', 311]",1571529600
133,"[1563105600, '0.061946', '0.062637', '0.060038', '0.060563', '0.060756', '1314971.16704931', 224]",1571529600
134,"[1563120000, '0.060591', '0.062360', '0.059958', '0.061128', '0.060821', '2127828.00244935', 221]",1571529600
135,"[1563134400, '0.061287', '0.062183', '0.060799', '0.061989', '0.061459', '71960.23350624', 44]",1571529600
136,"[1563148800, '0.061989', '0.061989', '0.055516', '0.057951', '0.056897', '1360370.47492943', 268]",1571529600
137,"[1563163200, '0.058475', '0.058475', '0.056293', '0.058168', '0.057696', '1698474.27573539', 169]",1571529600
138,"[1563177600, '0.058101', '0.058600', '0.056742', '0.058136', '0.057760', '632823.06732950', 178]",1571529600
139,"[1563192000, '0.057972', '0.059865', '0.056776', '0.059781', '0.058771', '953787.31594759', 175]",1571529600
140,"[1563206400, '0.059800', '0.060300', '0.057900', '0.059532', '0.059449', '878607.49048986', 255]",1571529600
141,"[1563220800, '0.059568', '0.060057', '0.058660', '0.059247', '0.059312', '2948080.70865408', 203]",1571529600
142,"[1563235200, '0.059543', '0.060743', '0.058952', '0.059039', '0.059724', '1719691.15928746', 170]",1571529600
143,"[1563249600, '0.059039', '0.059601', '0.057810', '0.058641', '0.058541', '513672.53459589', 184]",1571529600
144,"[1563264000, '0.058649', '0.058654', '0.056958', '0.057793', '0.057770', '377890.35453368', 113]",1571529600
145,"[1563278400, '0.057793', '0.058076', '0.055603', '0.057737', '0.056814', '733932.17415576', 176]",1571529600
146,"[1563292800, '0.057581', '0.057581', '0.050000', '0.053135', '0.052941', '4515223.96924075', 708]",1571529600
147,"[1563307200, '0.053069', '0.054582', '0.051216', '0.051754', '0.052964', '1824767.76427367', 255]",1571529600
148,"[1563321600, '0.052888', '0.053119', '0.049880', '0.051389', '0.050763', '1449333.97620226', 143]",1571529600
149,"[1563336000, '0.051390', '0.053219', '0.050880', '0.053154', '0.051879', '617012.86380197', 127]",1571529600
150,"[1563350400, '0.053101', '0.054018', '0.050208', '0.051265', '0.051944', '2494413.55221297', 312]",1571529600
151,"[1563364800, '0.051241', '0.057636', '0.051050', '0.056492', '0.054030', '3143208.64480412', 315]",1571529600
152,"[1563379200, '0.056492', '0.057880', '0.056110', '0.056110', '0.057176', '1516988.25371721', 194]",1571529600
153,"[1563393600, '0.055937', '0.057233', '0.054721', '0.055107', '0.055778', '1711146.80289753', 225]",1571529600
154,"[1563408000, '0.055123', '0.056500', '0.054715', '0.055730', '0.055791', '1307290.78150985', 137]",1571529600
155,"[1563422400, '0.055807', '0.057581', '0.055807', '0.056533', '0.056773', '454542.04669490', 122]",1571529600
156,"[1563436800, '0.056331', '0.057513', '0.055355', '0.056841', '0.056629', '631222.91576457', 129]",1571529600
157,"[1563451200, '0.056841', '0.058505', '0.053300', '0.058505', '0.056488', '2073035.84006723', 478]",1571529600
158,"[1563465600, '0.058505', '0.059859', '0.057924', '0.057992', '0.058749', '1175770.19541570', 288]",1571529600
159,"[1563480000, '0.058008', '0.059378', '0.058008', '0.058694', '0.058737', '721398.24286292', 109]",1571529600
160,"[1563494400, '0.058538', '0.059131', '0.057800', '0.057924', '0.058349', '363315.67955475', 71]",1571529600
161,"[1563508800, '0.057924', '0.058245', '0.057600', '0.058220', '0.057889', '63656.93613074', 44]",1571529600
162,"[1563523200, '0.058250', '0.059025', '0.056681', '0.057000', '0.057759', '894916.47953536', 158]",1571529600
163,"[1563537600, '0.056810', '0.058220', '0.055840', '0.057300', '0.056827', '810376.44101091', 200]",1571529600
164,"[1563552000, '0.057173', '0.058273', '0.056951', '0.058084', '0.057442', '222511.25445999', 55]",1571529600
165,"[1563566400, '0.058251', '0.060742', '0.058251', '0.059908', '0.059194', '1424210.70393925', 222]",1571529600
166,"[1563580800, '0.060300', '0.062470', '0.059517', '0.061799', '0.061181', '1227175.92183191', 248]",1571529600
167,"[1563595200, '0.061803', '0.062423', '0.061169', '0.061260', '0.061889', '398063.46232768', 94]",1571529600
168,"[1563609600, '0.061251', '0.061673', '0.060603', '0.061170', '0.061084', '1245199.26033253', 148]",1571529600
169,"[1563624000, '0.061170', '0.062249', '0.060701', '0.062158', '0.061522', '700599.77460672', 150]",1571529600
170,"[1563638400, '0.062402', '0.065218', '0.062402', '0.065001', '0.064529', '1132133.02914979', 380]",1571529600
171,"[1563652800, '0.065001', '0.065107', '0.062319', '0.062769', '0.063269', '1445410.70490315', 211]",1571529600
172,"[1563667200, '0.062747', '0.063999', '0.061390', '0.061752', '0.062018', '953518.42854874', 158]",1571529600
173,"[1563681600, '0.061752', '0.062423', '0.061752', '0.062423', '0.062172', '128043.67531440', 48]",1571529600
174,"[1563696000, '0.062423', '0.063114', '0.061494', '0.061808', '0.062387', '1203966.93926064', 166]",1571529600
175,"[1563710400, '0.061808', '0.061808', '0.059518', '0.060352', '0.059945', '1074277.53118132', 186]",1571529600
176,"[1563724800, '0.060352', '0.060605', '0.059381', '0.060171', '0.060165', '186944.99460138', 102]",1571529600
177,"[1563739200, '0.060280', '0.061189', '0.060280', '0.061185', '0.060826', '254666.55217522', 52]",1571529600
178,"[1563753600, '0.061424', '0.061870', '0.060884', '0.061520', '0.061664', '136277.67075855', 48]",1571529600
179,"[1563768000, '0.061707', '0.062201', '0.061386', '0.061803', '0.061735', '101725.19479735', 73]",1571529600
180,"[1563782400, '0.061803', '0.061803', '0.059831', '0.060503', '0.060630', '1401553.91332673', 128]",1571529600
181,"[1563796800, '0.060503', '0.061020', '0.058551', '0.058742', '0.059435', '1216173.96605170', 185]",1571529600
182,"[1563811200, '0.058742', '0.059456', '0.058145', '0.058145', '0.058721', '325757.76770999', 95]",1571529600
183,"[1563825600, '0.058131', '0.059490', '0.058052', '0.059380', '0.058646', '759993.48890857', 93]",1571529600
184,"[1563840000, '0.059296', '0.059316', '0.058720', '0.059316', '0.059024', '35286.14652883', 22]",1571529600
185,"[1563854400, '0.059021', '0.059041', '0.056500', '0.056605', '0.057485', '1474074.59344036', 186]",1571529600
186,"[1563868800, '0.056605', '0.057000', '0.055482', '0.056885', '0.056222', '466713.78599799', 114]",1571529600
187,"[1563883200, '0.057027', '0.057067', '0.055500', '0.055507', '0.056028', '508640.07054151', 95]",1571529600
188,"[1563897600, '0.055377', '0.057623', '0.055061', '0.057623', '0.055735', '1487331.40656574', 166]",1571529600
189,"[1563912000, '0.057666', '0.057944', '0.055357', '0.055618', '0.056692', '908603.43003681', 126]",1571529600
190,"[1563926400, '0.055618', '0.055618', '0.053744', '0.054152', '0.054346', '922135.23648702', 190]",1571529600
191,"[1563940800, '0.054152', '0.055447', '0.053960', '0.054925', '0.054815', '657847.02648438', 117]",1571529600
192,"[1563955200, '0.054925', '0.055993', '0.054925', '0.055860', '0.055774', '194403.70064576', 58]",1571529600
193,"[1563969600, '0.055886', '0.058771', '0.055780', '0.058569', '0.057614', '1016775.54101186', 164]",1571529600
194,"[1563984000, '0.058569', '0.058693', '0.055886', '0.056749', '0.056704', '622453.35082127', 186]",1571529600
195,"[1563998400, '0.056749', '0.058963', '0.056528', '0.058730', '0.058205', '1111856.45740396', 194]",1571529600
196,"[1564012800, '0.058730', '0.060550', '0.058730', '0.059848', '0.059842', '1186822.89160447', 309]",1571529600
197,"[1564027200, '0.059848', '0.059848', '0.058978', '0.059290', '0.059279', '203594.12263276', 66]",1571529600
198,"[1564041600, '0.059072', '0.059445', '0.059072', '0.059228', '0.059217', '54679.56934281', 25]",1571529600
199,"[1564056000, '0.059228', '0.060655', '0.058773', '0.059152', '0.059732', '1023143.73746116', 212]",1571529600
200,"[1564070400, '0.059290', '0.059739', '0.058996', '0.059157', '0.059235', '208686.40645384', 81]",1571529600
201,"[1564084800, '0.059059', '0.059059', '0.058233', '0.058702', '0.058754', '252689.72439173', 61]",1571529600
202,"[1564099200, '0.058471', '0.058471', '0.056763', '0.057327', '0.057302', '848855.22360099', 97]",1571529600
203,"[1564113600, '0.057327', '0.059579', '0.057263', '0.059294', '0.057850', '222722.56487388', 71]",1571529600
204,"[1564128000, '0.059283', '0.062625', '0.058904', '0.061629', '0.061561', '1840941.08812865', 251]",1571529600
205,"[1564142400, '0.061629', '0.061692', '0.060465', '0.061451', '0.061021', '1366325.62624204', 135]",1571529600
206,"[1564156800, '0.061451', '0.062720', '0.061433', '0.062529', '0.061881', '1008310.11242160', 141]",1571529600
207,"[1564171200, '0.062529', '0.062900', '0.061657', '0.062900', '0.062310', '333818.59923498', 92]",1571529600
208,"[1564185600, '0.062563', '0.063805', '0.062266', '0.062266', '0.062992', '1126337.05596792', 226]",1571529600
209,"[1564200000, '0.062266', '0.063014', '0.061695', '0.061922', '0.061994', '406986.46642689', 84]",1571529600
210,"[1564214400, '0.061922', '0.062003', '0.058025', '0.058785', '0.059410', '2213325.19117432', 330]",1571529600
211,"[1564228800, '0.058785', '0.058785', '0.057083', '0.057700', '0.057909', '1027918.89959521', 182]",1571529600
212,"[1564243200, '0.057537', '0.058836', '0.057537', '0.058384', '0.058251', '800708.02330758', 102]",1571529600
213,"[1564257600, '0.058522', '0.060435', '0.058522', '0.059780', '0.059573', '1063906.44081640', 242]",1571529600
214,"[1564272000, '0.059843', '0.059843', '0.058717', '0.058765', '0.059227', '108856.88428885', 40]",1571529600
215,"[1564286400, '0.058765', '0.059801', '0.058765', '0.059116', '0.059336', '49924.84289451', 31]",1571529600
216,"[1564300800, '0.059116', '0.059646', '0.058847', '0.059369', '0.059205', '78623.84281834', 38]",1571529600
217,"[1564315200, '0.059369', '0.059369', '0.058281', '0.058697', '0.058793', '290977.47640211', 69]",1571529600
218,"[1564329600, '0.058697', '0.059075', '0.058565', '0.059030', '0.058816', '130035.37818264', 27]",1571529600
219,"[1564344000, '0.059030', '0.059686', '0.056565', '0.059350', '0.058036', '2004148.19603440', 350]",1571529600
220,"[1564358400, '0.059332', '0.060690', '0.058796', '0.059460', '0.060052', '173279.65555420', 85]",1571529600
221,"[1564372800, '0.059460', '0.059684', '0.058830', '0.058924', '0.059051', '128787.24680722', 42]",1571529600
222,"[1564387200, '0.058924', '0.059945', '0.057760', '0.059945', '0.058686', '319015.48543090', 143]",1571529600
223,"[1564401600, '0.059945', '0.061900', '0.059373', '0.061458', '0.060678', '1203755.42583698', 190]",1571529600
224,"[1564416000, '0.061336', '0.062279', '0.060300', '0.060762', '0.060983', '1113409.33464415', 198]",1571529600
225,"[1564430400, '0.060762', '0.061440', '0.060067', '0.060293', '0.060923', '50498.41838538', 69]",1571529600
226,"[1564444800, '0.060319', '0.060383', '0.058877', '0.059315', '0.059755', '103998.22350092', 58]",1571529600
227,"[1564459200, '0.059315', '0.060200', '0.058717', '0.059864', '0.059211', '621329.51021427', 73]",1571529600
228,"[1564473600, '0.060200', '0.060848', '0.059859', '0.060848', '0.060095', '89956.02878544', 60]",1571529600
229,"[1564488000, '0.061066', '0.061940', '0.060373', '0.060432', '0.061088', '959992.81064467', 182]",1571529600
230,"[1564502400, '0.060658', '0.060686', '0.059802', '0.060244', '0.060271', '517580.88073241', 176]",1571529600
231,"[1564516800, '0.060244', '0.060244', '0.059664', '0.059986', '0.060055', '438163.87994473', 86]",1571529600
232,"[1564531200, '0.059986', '0.060778', '0.059986', '0.060573', '0.060527', '88836.54073590', 54]",1571529600
233,"[1564545600, '0.060573', '0.061005', '0.059750', '0.060245', '0.060405', '587850.08523480', 130]",1571529600
234,"[1564560000, '0.060245', '0.060269', '0.059210', '0.060269', '0.059941', '294737.42173665', 93]",1571529600
235,"[1564574400, '0.060269', '0.061065', '0.060025', '0.060106', '0.060514', '162915.53654549', 85]",1571529600
236,"[1564588800, '0.060106', '0.060322', '0.059200', '0.059357', '0.059375', '4380242.06697372', 214]",1571529600
237,"[1564603200, '0.059357', '0.060128', '0.059182', '0.060128', '0.059615', '381879.18786957', 87]",1571529600
238,"[1564617600, '0.060128', '0.060243', '0.059285', '0.059285', '0.059622', '184567.58739988', 37]",1571529600
239,"[1564632000, '0.059285', '0.059360', '0.058930', '0.058944', '0.059203', '317171.05334207', 42]",1571529600
240,"[1564646400, '0.058944', '0.059012', '0.058033', '0.058369', '0.058415', '318606.75010796', 66]",1571529600
241,"[1564660800, '0.058539', '0.058708', '0.057911', '0.058250', '0.058172', '488506.55706784', 74]",1571529600
242,"[1564675200, '0.058250', '0.058724', '0.058044', '0.058169', '0.058273', '207928.40981400', 87]",1571529600
243,"[1564689600, '0.058262', '0.059001', '0.058086', '0.058720', '0.058760', '289191.19695983', 73]",1571529600
244,"[1564704000, '0.058807', '0.058820', '0.058150', '0.058150', '0.058765', '240883.01402335', 44]",1571529600
245,"[1564718400, '0.058150', '0.058874', '0.057671', '0.058553', '0.058080', '256579.71682746', 73]",1571529600
246,"[1564732800, '0.058553', '0.058718', '0.057970', '0.058000', '0.058379', '691160.65826429', 65]",1571529600
