,ADAUSD,last
247,"[1564747200, '0.058000', '0.058180', '0.057091', '0.057466', '0.057724', '1292720.48514442', 169]",1571529600
248,"[1564761600, '0.057466', '0.057589', '0.056010', '0.057453', '0.056715', '859303.07113825', 211]",1571529600
249,"[1564776000, '0.057453', '0.057795', '0.057206', '0.057556', '0.057396', '377386.62257511', 56]",1571529600
250,"[1564790400, '0.057398', '0.058320', '0.056972', '0.057604', '0.057424', '732348.05602263', 111]",1571529600
251,"[1564804800, '0.057604', '0.057795', '0.057230', '0.057589', '0.057528', '253885.41182232', 65]",1571529600
252,"[1564819200, '0.057589', '0.057889', '0.057057', '0.057536', '0.057781', '779427.58679562', 55]",1571529600
253,"[1564833600, '0.057536', '0.058053', '0.057507', '0.057936', '0.057981', '36324.18460298', 27]",1571529600
254,"[1564848000, '0.058084', '0.058288', '0.057592', '0.057593', '0.057933', '57205.31422804', 49]",1571529600
255,"[1564862400, '0.057767', '0.057831', '0.057343', '0.057640', '0.057634', '47474.62238661', 29]",1571529600
256,"[1564876800, '0.057746', '0.057987', '0.056832', '0.056832', '0.057401', '147030.00178855', 61]",1571529600
257,"[1564891200, '0.056832', '0.056909', '0.056365', '0.056500', '0.056624', '97973.24539176', 52]",1571529600
258,"[1564905600, '0.056500', '0.057106', '0.056266', '0.056648', '0.056844', '257764.41879190', 53]",1571529600
259,"[1564920000, '0.056648', '0.058180', '0.056350', '0.056476', '0.057242', '205324.36683251', 128]",1571529600
260,"[1564934400, '0.056536', '0.057041', '0.056403', '0.056491', '0.056601', '124543.36770031', 66]",1571529600
261,"[1564948800, '0.056685', '0.056857', '0.056150', '0.056348', '0.056476', '698451.59750479', 86]",1571529600
262,"[1564963200, '0.056348', '0.057012', '0.056200', '0.056600', '0.056563', '456573.23061537', 167]",1571529600
263,"[1564977600, '0.056601', '0.056820', '0.056200', '0.056617', '0.056628', '404057.41723648', 114]",1571529600
264,"[1564992000, '0.056685', '0.058180', '0.056637', '0.057400', '0.057747', '493458.08727603', 206]",1571529600
265,"[1565006400, '0.057478', '0.057549', '0.056639', '0.057205', '0.057111', '380810.52578619', 115]",1571529600
266,"[1565020800, '0.057022', '0.057827', '0.056900', '0.057000', '0.057198', '344266.37457257', 139]",1571529600
267,"[1565035200, '0.057000', '0.057017', '0.056365', '0.056418', '0.056807', '365441.70425418', 80]",1571529600
268,"[1565049600, '0.056418', '0.056418', '0.055217', '0.055744', '0.055876', '718989.98354744', 170]",1571529600
269,"[1565064000, '0.055707', '0.056082', '0.055232', '0.055941', '0.055699', '332252.42214057', 101]",1571529600
270,"[1565078400, '0.056083', '0.056363', '0.054612', '0.054689', '0.055273', '1903859.07325535', 265]",1571529600
271,"[1565092800, '0.054783', '0.054840', '0.053896', '0.054320', '0.054246', '669608.91511088', 121]",1571529600
272,"[1565107200, '0.054455', '0.054993', '0.054455', '0.054482', '0.054788', '288844.93634677', 86]",1571529600
273,"[1565121600, '0.054458', '0.054458', '0.052740', '0.053462', '0.053218', '1838531.34733822', 192]",1571529600
274,"[1565136000, '0.053320', '0.053952', '0.053183', '0.053836', '0.053460', '134357.84749582', 45]",1571529600
275,"[1565150400, '0.053836', '0.054072', '0.053183', '0.053285', '0.053599', '15417.09308263', 38]",1571529600
276,"[1565164800, '0.053272', '0.053684', '0.053011', '0.053684', '0.053322', '261187.23652403', 111]",1571529600
277,"[1565179200, '0.053684', '0.053863', '0.051410', '0.051884', '0.052234', '1134250.95050222', 277]",1571529600
278,"[1565193600, '0.052020', '0.052183', '0.051390', '0.051760', '0.051836', '411636.32011779', 117]",1571529600
279,"[1565208000, '0.051809', '0.052300', '0.051500', '0.052031', '0.052063', '1262557.69273860', 154]",1571529600
280,"[1565222400, '0.052076', '0.052100', '0.050722', '0.050861', '0.051309', '612587.73102505', 125]",1571529600
281,"[1565236800, '0.050907', '0.051132', '0.050670', '0.050983', '0.050822', '491570.65632515', 32]",1571529600
282,"[1565251200, '0.050983', '0.051201', '0.050500', '0.050772', '0.050817', '319598.53309516', 59]",1571529600
283,"[1565265600, '0.050569', '0.053101', '0.050568', '0.052530', '0.052310', '819502.16876383', 171]",1571529600
284,"[1565280000, '0.052375', '0.052837', '0.051501', '0.051501', '0.052458', '694220.23098214', 163]",1571529600
285,"[1565294400, '0.051516', '0.052453', '0.051516', '0.052091', '0.052091', '842564.47938833', 139]",1571529600
286,"[1565308800, '0.052091', '0.052143', '0.050948', '0.050948', '0.051608', '122432.16972267', 68]",1571529600
287,"[1565323200, '0.050862', '0.051445', '0.050623', '0.050646', '0.050810', '323350.71973813', 52]",1571529600
288,"[1565337600, '0.050637', '0.051045', '0.048011', '0.048851', '0.048953', '1383261.21873551', 212]",1571529600
289,"[1565352000, '0.048851', '0.049165', '0.048610', '0.048847', '0.048880', '951455.11945192', 122]",1571529600
290,"[1565366400, '0.048817', '0.049372', '0.048355', '0.048631', '0.048907', '923392.33907305', 130]",1571529600
291,"[1565380800, '0.048390', '0.048390', '0.047318', '0.047600', '0.047630', '1018902.90947713', 196]",1571529600
292,"[1565395200, '0.047591', '0.049193', '0.047591', '0.049186', '0.048644', '345626.33911546', 123]",1571529600
293,"[1565409600, '0.049430', '0.050535', '0.049422', '0.049894', '0.049923', '217485.87846245', 80]",1571529600
294,"[1565424000, '0.050087', '0.050541', '0.048160', '0.048572', '0.049100', '993974.73516428', 204]",1571529600
295,"[1565438400, '0.048544', '0.051132', '0.048544', '0.050204', '0.050258', '1583034.38187598', 307]",1571529600
296,"[1565452800, '0.050401', '0.053328', '0.050251', '0.051443', '0.051804', '1732901.20247722', 401]",1571529600
297,"[1565467200, '0.051489', '0.053890', '0.051470', '0.051830', '0.053344', '3269731.07792888', 359]",1571529600
298,"[1565481600, '0.051976', '0.054304', '0.051976', '0.053631', '0.053927', '736078.38774541', 222]",1571529600
299,"[1565496000, '0.053668', '0.053887', '0.052471', '0.052477', '0.052963', '606223.35835112', 170]",1571529600
300,"[1565510400, '0.052477', '0.053427', '0.051600', '0.053001', '0.052433', '1416012.85398773', 230]",1571529600
301,"[1565524800, '0.052820', '0.052820', '0.052213', '0.052600', '0.052528', '132434.36349074', 77]",1571529600
302,"[1565539200, '0.052770', '0.055950', '0.052770', '0.055322', '0.054974', '960141.67473382', 339]",1571529600
303,"[1565553600, '0.055499', '0.055793', '0.054270', '0.054842', '0.054972', '1401643.26335843', 211]",1571529600
304,"[1565568000, '0.054765', '0.054765', '0.053124', '0.053289', '0.053768', '412358.19531137', 149]",1571529600
305,"[1565582400, '0.053289', '0.054081', '0.052840', '0.052840', '0.053020', '228618.66661869', 70]",1571529600
306,"[1565596800, '0.052802', '0.053602', '0.052580', '0.052720', '0.052791', '496097.23095493', 118]",1571529600
307,"[1565611200, '0.052742', '0.053253', '0.052722', '0.053217', '0.053039', '369558.17715130', 49]",1571529600
308,"[1565625600, '0.053217', '0.054720', '0.053077', '0.053077', '0.054229', '769778.06886262', 171]",1571529600
309,"[1565640000, '0.053100', '0.053334', '0.052952', '0.053000', '0.053151', '459377.48919099', 68]",1571529600
310,"[1565654400, '0.053000', '0.053000', '0.051400', '0.051720', '0.052109', '1054638.62188949', 143]",1571529600
311,"[1565668800, '0.051636', '0.052002', '0.050338', '0.052002', '0.051220', '1266544.40625548', 178]",1571529600
312,"[1565683200, '0.051810', '0.051887', '0.050809', '0.051544', '0.051229', '260678.70413966', 94]",1571529600
313,"[1565697600, '0.051544', '0.051544', '0.049822', '0.050939', '0.050715', '982063.96731478', 242]",1571529600
314,"[1565712000, '0.050979', '0.052235', '0.050979', '0.052235', '0.051577', '319994.22371126', 173]",1571529600
315,"[1565726400, '0.052235', '0.053013', '0.051237', '0.052577', '0.052098', '241555.02681578', 96]",1571529600
316,"[1565740800, '0.052576', '0.053449', '0.051499', '0.052908', '0.052174', '1935353.56100423', 286]",1571529600
317,"[1565755200, '0.053006', '0.053400', '0.052150', '0.052150', '0.053119', '651933.65640432', 111]",1571529600
318,"[1565769600, '0.052361', '0.053022', '0.051528', '0.051663', '0.052096', '433584.75662079', 68]",1571529600
319,"[1565784000, '0.051898', '0.052126', '0.051155', '0.052007', '0.051287', '440546.72710457', 150]",1571529600
320,"[1565798400, '0.052100', '0.052100', '0.046569', '0.047642', '0.048381', '3104066.72694342', 624]",1571529600
321,"[1565812800, '0.047443', '0.048838', '0.046572', '0.047036', '0.047700', '386254.42323205', 143]",1571529600
322,"[1565827200, '0.047073', '0.047958', '0.046886', '0.046886', '0.047420', '763843.81218383', 159]",1571529600
323,"[1565841600, '0.046562', '0.046788', '0.044480', '0.045996', '0.045182', '2851398.85023101', 455]",1571529600
324,"[1565856000, '0.046022', '0.047213', '0.045334', '0.047091', '0.046284', '1273313.62067198', 219]",1571529600
325,"[1565870400, '0.047075', '0.047860', '0.045943', '0.047844', '0.046956', '487336.07460346', 141]",1571529600
326,"[1565884800, '0.047926', '0.048165', '0.046959', '0.046959', '0.047532', '551714.42341591', 113]",1571529600
327,"[1565899200, '0.047179', '0.047958', '0.047000', '0.047422', '0.047485', '1325240.49874711', 217]",1571529600
328,"[1565913600, '0.047333', '0.047333', '0.045714', '0.046045', '0.046418', '853469.36757970', 82]",1571529600
329,"[1565928000, '0.045933', '0.046038', '0.044552', '0.044900', '0.045119', '2016780.08753553', 250]",1571529600
330,"[1565942400, '0.044900', '0.045984', '0.044884', '0.045657', '0.045504', '408010.22431425', 250]",1571529600
331,"[1565956800, '0.045427', '0.047506', '0.045287', '0.046824', '0.046037', '949216.43001974', 331]",1571529600
332,"[1565971200, '0.046967', '0.047001', '0.046400', '0.046424', '0.046465', '374682.44334668', 104]",1571529600
333,"[1565985600, '0.046581', '0.046820', '0.045947', '0.046711', '0.046263', '811258.03280346', 121]",1571529600
334,"[1566000000, '0.046807', '0.047409', '0.046660', '0.046734', '0.047077', '736655.72219477', 111]",1571529600
335,"[1566014400, '0.046780', '0.047684', '0.046500', '0.046911', '0.046865', '266403.67799203', 111]",1571529600
336,"[1566028800, '0.047099', '0.047996', '0.047067', '0.047652', '0.047653', '180098.24276368', 96]",1571529600
337,"[1566043200, '0.047468', '0.047647', '0.046962', '0.046962', '0.047364', '89744.43800555', 70]",1571529600
338,"[1566057600, '0.047075', '0.047370', '0.046293', '0.047176', '0.046583', '798723.37854193', 199]",1571529600
339,"[1566072000, '0.047208', '0.047529', '0.046810', '0.047345', '0.047010', '941873.83097044', 118]",1571529600
340,"[1566086400, '0.047467', '0.047502', '0.046931', '0.047244', '0.047149', '176483.70344711', 62]",1571529600
341,"[1566100800, '0.047244', '0.047335', '0.046980', '0.047100', '0.047028', '175912.99799352', 25]",1571529600
342,"[1566115200, '0.047100', '0.049123', '0.047100', '0.049123', '0.048120', '423398.78791518', 201]",1571529600
343,"[1566129600, '0.049154', '0.049780', '0.048900', '0.049466', '0.049535', '395664.20501568', 167]",1571529600
344,"[1566144000, '0.049466', '0.051000', '0.049466', '0.050000', '0.050237', '1089486.15994625', 236]",1571529600
345,"[1566158400, '0.050157', '0.051155', '0.049829', '0.050574', '0.050596', '477778.64714854', 205]",1571529600
346,"[1566172800, '0.050574', '0.050614', '0.049936', '0.050001', '0.050329', '68958.20806902', 77]",1571529600
347,"[1566187200, '0.050255', '0.050723', '0.049552', '0.050689', '0.050462', '520939.11396658', 142]",1571529600
348,"[1566201600, '0.050757', '0.050757', '0.050149', '0.050522', '0.050456', '273243.40494066', 75]",1571529600
349,"[1566216000, '0.050437', '0.050437', '0.049754', '0.049754', '0.050221', '133698.11725242', 88]",1571529600
350,"[1566230400, '0.050003', '0.050360', '0.049682', '0.049754', '0.049975', '637664.77211881', 178]",1571529600
351,"[1566244800, '0.049845', '0.050615', '0.049845', '0.050144', '0.050511', '260310.51454200', 78]",1571529600
352,"[1566259200, '0.050110', '0.050161', '0.049190', '0.049190', '0.049757', '598009.09265941', 133]",1571529600
353,"[1566273600, '0.049190', '0.049493', '0.048944', '0.049397', '0.049057', '152591.76311529', 52]",1571529600
354,"[1566288000, '0.049338', '0.049791', '0.048680', '0.049000', '0.048980', '549645.42422081', 161]",1571529600
355,"[1566302400, '0.049229', '0.050253', '0.048944', '0.049686', '0.049395', '332309.13748264', 324]",1571529600
356,"[1566316800, '0.049685', '0.050048', '0.049075', '0.049075', '0.049805', '174379.85655674', 94]",1571529600
357,"[1566331200, '0.049021', '0.049457', '0.048905', '0.049190', '0.049168', '245996.65354114', 51]",1571529600
358,"[1566345600, '0.049170', '0.049170', '0.047420', '0.047475', '0.048307', '730748.47659883', 256]",1571529600
359,"[1566360000, '0.047577', '0.047650', '0.046843', '0.047064', '0.047182', '747620.06581975', 201]",1571529600
360,"[1566374400, '0.047064', '0.047322', '0.046477', '0.046763', '0.046864', '792317.72375702', 165]",1571529600
361,"[1566388800, '0.046783', '0.047000', '0.045920', '0.046479', '0.046463', '1004148.00656405', 271]",1571529600
362,"[1566403200, '0.046393', '0.047157', '0.046151', '0.047138', '0.046591', '169519.75477466', 136]",1571529600
363,"[1566417600, '0.047047', '0.060483', '0.046747', '0.047186', '0.047204', '533347.46783168', 56]",1571529600
364,"[1566432000, '0.047262', '0.048254', '0.046537', '0.047312', '0.047111', '1056364.56745690', 207]",1571529600
365,"[1566446400, '0.047320', '0.047980', '0.047300', '0.047300', '0.047459', '110209.18855290', 17]",1571529600
366,"[1566460800, '0.047142', '0.047980', '0.047089', '0.047760', '0.047557', '145010.37283389', 37]",1571529600
367,"[1566475200, '0.047834', '0.050094', '0.047834', '0.049877', '0.049577', '1567666.95540229', 189]",1571529600
368,"[1566489600, '0.049757', '0.051436', '0.049757', '0.049879', '0.050368', '437823.50785713', 125]",1571529600
369,"[1566504000, '0.049558', '0.050400', '0.049000', '0.049299', '0.049961', '269375.12162256', 140]",1571529600
370,"[1566518400, '0.049299', '0.050169', '0.049130', '0.049623', '0.049853', '333406.01531131', 73]",1571529600
371,"[1566532800, '0.049749', '0.050229', '0.049500', '0.049500', '0.049894', '209539.99813881', 65]",1571529600
372,"[1566547200, '0.049500', '0.049740', '0.049000', '0.049260', '0.049354', '55980.97489740', 40]",1571529600
373,"[1566561600, '0.049332', '0.050019', '0.049063', '0.049649', '0.049707', '754773.90742652', 102]",1571529600
374,"[1566576000, '0.049593', '0.049874', '0.049210', '0.049640', '0.049417', '369477.21511549', 83]",1571529600
375,"[1566590400, '0.049621', '0.050007', '0.049467', '0.049900', '0.049757', '1091129.90252101', 96]",1571529600
376,"[1566604800, '0.049829', '0.050069', '0.049534', '0.049534', '0.049884', '733253.85858578', 77]",1571529600
377,"[1566619200, '0.049656', '0.049686', '0.049138', '0.049546', '0.049367', '229857.97423930', 46]",1571529600
378,"[1566633600, '0.049631', '0.049934', '0.048158', '0.048828', '0.048603', '1808536.79420647', 231]",1571529600
379,"[1566648000, '0.048717', '0.049331', '0.048588', '0.049288', '0.048777', '205817.02406727', 65]",1571529600
380,"[1566662400, '0.049138', '0.051426', '0.049138', '0.050247', '0.050417', '1082085.21929767', 199]",1571529600
381,"[1566676800, '0.050395', '0.050720', '0.049918', '0.050102', '0.050345', '51873.67514185', 70]",1571529600
382,"[1566691200, '0.050226', '0.052676', '0.050200', '0.052567', '0.051483', '572217.56830845', 109]",1571529600
383,"[1566705600, '0.052436', '0.052436', '0.051197', '0.051651', '0.051765', '148536.12744877', 87]",1571529600
384,"[1566720000, '0.051400', '0.052304', '0.051097', '0.052192', '0.051449', '255706.38678289', 105]",1571529600
385,"[1566734400, '0.052272', '0.052500', '0.050616', '0.050675', '0.051273', '549758.47419099', 174]",1571529600
386,"[1566748800, '0.050564', '0.051000', '0.049500', '0.049919', '0.050110', '1567545.29776649', 157]",1571529600
387,"[1566763200, '0.049865', '0.049865', '0.048507', '0.049420', '0.049091', '662569.76902600', 167]",1571529600
388,"[1566777600, '0.049504', '0.051018', '0.049504', '0.049586', '0.050319', '1970035.44873774', 207]",1571529600
389,"[1566792000, '0.049638', '0.049705', '0.049437', '0.049693', '0.049570', '22474.62836875', 37]",1571529600
390,"[1566806400, '0.049697', '0.049697', '0.049118', '0.049350', '0.049301', '54107.11502706', 36]",1571529600
391,"[1566820800, '0.049053', '0.050101', '0.048760', '0.049917', '0.049178', '383952.16891460', 72]",1571529600
392,"[1566835200, '0.049613', '0.050738', '0.049569', '0.049800', '0.050042', '538898.18832653', 76]",1571529600
393,"[1566849600, '0.049801', '0.050253', '0.049337', '0.049663', '0.049728', '317565.71048876', 72]",1571529600
394,"[1566864000, '0.049508', '0.049607', '0.048555', '0.048624', '0.048805', '159298.98152262', 72]",1571529600
395,"[1566878400, '0.048770', '0.049213', '0.048770', '0.049100', '0.049097', '475254.86590767', 40]",1571529600
396,"[1566892800, '0.049177', '0.049257', '0.048452', '0.048452', '0.048773', '112288.04290017', 25]",1571529600
397,"[1566907200, '0.048385', '0.049073', '0.048002', '0.048563', '0.048340', '172536.60320167', 51]",1571529600
398,"[1566921600, '0.048785', '0.049103', '0.048785', '0.048980', '0.048898', '169478.80303808', 33]",1571529600
399,"[1566936000, '0.048931', '0.049816', '0.048767', '0.049798', '0.049040', '329044.21596213', 110]",1571529600
400,"[1566950400, '0.049804', '0.050160', '0.049237', '0.049310', '0.049591', '554163.51099509', 63]",1571529600
401,"[1566964800, '0.049201', '0.049697', '0.048690', '0.049443', '0.049424', '217544.57176262', 47]",1571529600
402,"[1566979200, '0.049222', '0.049222', '0.048755', '0.048964', '0.048943', '241179.07704834', 51]",1571529600
403,"[1566993600, '0.048742', '0.049484', '0.048510', '0.048641', '0.049082', '591835.27268347', 71]",1571529600
404,"[1567008000, '0.048609', '0.048677', '0.045040', '0.045761', '0.046243', '2552992.67249561', 424]",1571529600
405,"[1567022400, '0.045635', '0.046250', '0.045577', '0.045880', '0.045941', '756083.30997839', 167]",1571529600
406,"[1567036800, '0.045880', '0.045880', '0.044075', '0.044296', '0.044673', '1498069.01182385', 281]",1571529600
407,"[1567051200, '0.044211', '0.044899', '0.043279', '0.043611', '0.043959', '611214.69134611', 174]",1571529600
408,"[1567065600, '0.043712', '0.044532', '0.043712', '0.044142', '0.044109', '186553.08300049', 106]",1571529600
409,"[1567080000, '0.044108', '0.044246', '0.043485', '0.044077', '0.043907', '5148124.18201762', 342]",1571529600
410,"[1567094400, '0.044077', '0.045103', '0.043979', '0.044277', '0.044427', '180806.36028781', 75]",1571529600
411,"[1567108800, '0.044346', '0.044869', '0.044105', '0.044680', '0.044372', '256893.78713377', 73]",1571529600
412,"[1567123200, '0.044617', '0.044816', '0.044021', '0.044816', '0.044475', '150429.66006773', 43]",1571529600
413,"[1567137600, '0.044816', '0.044816', '0.044522', '0.044620', '0.044560', '70941.85082549', 7]",1571529600
414,"[1567152000, '0.044719', '0.045318', '0.044546', '0.045301', '0.045001', '692172.75547767', 89]",1571529600
415,"[1567166400, '0.045304', '0.045785', '0.045304', '0.045661', '0.045659', '99407.20003640', 36]",1571529600
416,"[1567180800, '0.045450', '0.045482', '0.044277', '0.044720', '0.044826', '127363.74913373', 102]",1571529600
417,"[1567195200, '0.044771', '0.045123', '0.044497', '0.044719', '0.044751', '122062.89002123', 64]",1571529600
418,"[1567209600, '0.044708', '0.045198', '0.044708', '0.045047', '0.044907', '207693.87388671', 21]",1571529600
419,"[1567224000, '0.045137', '0.045407', '0.044820', '0.045407', '0.045077', '47481.18980267', 48]",1571529600
420,"[1567238400, '0.045230', '0.045230', '0.044762', '0.044892', '0.044817', '45214.80423819', 26]",1571529600
421,"[1567252800, '0.044893', '0.044894', '0.044761', '0.044800', '0.044797', '908099.65589845', 70]",1571529600
422,"[1567267200, '0.044818', '0.044868', '0.044197', '0.044200', '0.044586', '402118.08895539', 96]",1571529600
423,"[1567281600, '0.044386', '0.045442', '0.043744', '0.044879', '0.044942', '499315.35124269', 83]",1571529600
424,"[1567296000, '0.044879', '0.045154', '0.044800', '0.044974', '0.044974', '466911.66892700', 69]",1571529600
425,"[1567310400, '0.045081', '0.045400', '0.044830', '0.044919', '0.045315', '1062934.87356140', 95]",1571529600
426,"[1567324800, '0.044851', '0.044851', '0.044455', '0.044737', '0.044718', '15716.41365581', 38]",1571529600
427,"[1567339200, '0.044463', '0.044463', '0.044185', '0.044333', '0.044248', '262546.87474961', 30]",1571529600
428,"[1567353600, '0.044333', '0.044333', '0.043491', '0.044217', '0.043894', '212353.62905225', 68]",1571529600
429,"[1567368000, '0.044023', '0.044800', '0.044023', '0.044550', '0.044343', '571840.33428270', 84]",1571529600
430,"[1567382400, '0.044457', '0.044457', '0.043572', '0.043968', '0.043812', '204163.57377486', 46]",1571529600
431,"[1567396800, '0.043972', '0.044159', '0.043579', '0.043647', '0.043852', '640309.14425724', 46]",1571529600
432,"[1567411200, '0.043550', '0.044188', '0.043426', '0.044125', '0.043819', '575505.24110834', 95]",1571529600
433,"[1567425600, '0.043938', '0.044690', '0.043938', '0.044507', '0.044207', '53984.42984617', 45]",1571529600
434,"[1567440000, '0.044534', '0.046040', '0.044534', '0.045975', '0.045692', '522399.06721374', 109]",1571529600
435,"[1567454400, '0.045802', '0.046248', '0.045309', '0.045469', '0.045930', '173305.59768940', 89]",1571529600
436,"[1567468800, '0.045460', '0.045460', '0.044778', '0.045396', '0.045210', '180671.08542108', 57]",1571529600
437,"[1567483200, '0.045168', '0.045323', '0.044948', '0.045097', '0.045165', '33160.26500089', 22]",1571529600
438,"[1567497600, '0.045323', '0.045448', '0.044709', '0.045062', '0.045009', '158012.79585453', 40]",1571529600
439,"[1567512000, '0.045021', '0.046006', '0.045021', '0.045379', '0.045480', '755320.07303391', 189]",1571529600
440,"[1567526400, '0.045381', '0.045829', '0.045210', '0.045829', '0.045495', '450237.06408896', 47]",1571529600
441,"[1567540800, '0.046006', '0.047578', '0.045936', '0.046908', '0.046693', '1746109.67007827', 309]",1571529600
442,"[1567555200, '0.046479', '0.046576', '0.045720', '0.045940', '0.046099', '340619.51007130', 75]",1571529600
443,"[1567569600, '0.046006', '0.046006', '0.045503', '0.045724', '0.045587', '175426.31718739', 44]",1571529600
444,"[1567584000, '0.045602', '0.046025', '0.045312', '0.046025', '0.045568', '484798.18339424', 93]",1571529600
445,"[1567598400, '0.046020', '0.046020', '0.045180', '0.045560', '0.045790', '586562.68307981', 109]",1571529600
446,"[1567612800, '0.045617', '0.045651', '0.045231', '0.045549', '0.045446', '479269.07223725', 39]",1571529600
447,"[1567627200, '0.045777', '0.045875', '0.045247', '0.045371', '0.045500', '389126.91735622', 84]",1571529600
448,"[1567641600, '0.045457', '0.045459', '0.045025', '0.045026', '0.045113', '277540.43572697', 60]",1571529600
449,"[1567656000, '0.045292', '0.045323', '0.044844', '0.044848', '0.045032', '309106.85748146', 95]",1571529600
450,"[1567670400, '0.044881', '0.044954', '0.044371', '0.044472', '0.044712', '374780.52444015', 90]",1571529600
451,"[1567684800, '0.044417', '0.044539', '0.044000', '0.044026', '0.044305', '367395.46906103', 88]",1571529600
452,"[1567699200, '0.043979', '0.044569', '0.043979', '0.044271', '0.044399', '440361.16356025', 77]",1571529600
453,"[1567713600, '0.044262', '0.044659', '0.044130', '0.044323', '0.044288', '835875.44607493', 61]",1571529600
454,"[1567728000, '0.044614', '0.044647', '0.043849', '0.043982', '0.044395', '59919.63695358', 26]",1571529600
455,"[1567742400, '0.043967', '0.044219', '0.043848', '0.043850', '0.043935', '131383.74533861', 58]",1571529600
456,"[1567756800, '0.043841', '0.044589', '0.043840', '0.044140', '0.044174', '251834.23751306', 68]",1571529600
457,"[1567771200, '0.044087', '0.044580', '0.043915', '0.044339', '0.044340', '649156.11038165', 85]",1571529600
458,"[1567785600, '0.044248', '0.044735', '0.043620', '0.044016', '0.043900', '492561.29645407', 135]",1571529600
459,"[1567800000, '0.043762', '0.044647', '0.043510', '0.044406', '0.044372', '2791802.35940960', 150]",1571529600
460,"[1567814400, '0.044336', '0.044336', '0.043732', '0.043733', '0.044056', '280925.50694472', 49]",1571529600
461,"[1567828800, '0.043948', '0.044129', '0.043827', '0.044126', '0.043977', '279065.62888346', 30]",1571529600
462,"[1567843200, '0.044126', '0.044308', '0.043960', '0.044308', '0.044172', '138501.18859070', 38]",1571529600
463,"[1567857600, '0.044349', '0.045613', '0.044349', '0.045523', '0.045333', '923079.76864824', 146]",1571529600
464,"[1567872000, '0.045590', '0.046154', '0.045450', '0.045718', '0.045816', '882011.34867525', 114]",1571529600
465,"[1567886400, '0.045730', '0.046560', '0.045567', '0.046060', '0.045974', '163309.13436083', 78]",1571529600
466,"[1567900800, '0.046101', '0.047320', '0.046027', '0.046870', '0.046537', '338011.93518910', 74]",1571529600
467,"[1567915200, '0.047340', '0.047531', '0.046666', '0.047157', '0.047101', '690069.89319322', 87]",1571529600
468,"[1567929600, '0.047028', '0.047110', '0.046122', '0.046339', '0.046722', '531880.08387084', 101]",1571529600
469,"[1567944000, '0.046717', '0.047720', '0.046228', '0.047375', '0.046962', '1428334.99249735', 119]",1571529600
470,"[1567958400, '0.047378', '0.047378', '0.046715', '0.046716', '0.046908', '109282.95608368', 38]",1571529600
471,"[1567972800, '0.046715', '0.046800', '0.046480', '0.046643', '0.046698', '220547.93283451', 32]",1571529600
472,"[1567987200, '0.046643', '0.046687', '0.045604', '0.045650', '0.045870', '318867.44344814', 51]",1571529600
473,"[1568001600, '0.045814', '0.045948', '0.045391', '0.045490', '0.045616', '142882.87802114', 51]",1571529600
474,"[1568016000, '0.045473', '0.046839', '0.045384', '0.046269', '0.046323', '737906.18300892', 113]",1571529600
475,"[1568030400, '0.046226', '0.047182', '0.046126', '0.046602', '0.046742', '417475.86147244', 91]",1571529600
476,"[1568044800, '0.046598', '0.046858', '0.046196', '0.046634', '0.046681', '209426.23325449', 58]",1571529600
477,"[1568059200, '0.046634', '0.046970', '0.046300', '0.046880', '0.046627', '914268.16384030', 71]",1571529600
478,"[1568073600, '0.046868', '0.047772', '0.046868', '0.047471', '0.047500', '655927.95806093', 74]",1571529600
479,"[1568088000, '0.047718', '0.048120', '0.047718', '0.048070', '0.047981', '390773.81024507', 68]",1571529600
480,"[1568102400, '0.047956', '0.047956', '0.047329', '0.047386', '0.047577', '176315.34706120', 45]",1571529600
481,"[1568116800, '0.047386', '0.047517', '0.046909', '0.046909', '0.047220', '651864.09195875', 67]",1571529600
482,"[1568131200, '0.047024', '0.047246', '0.045660', '0.046096', '0.046029', '1788148.45766960', 174]",1571529600
483,"[1568145600, '0.045880', '0.046531', '0.045737', '0.046531', '0.045993', '486698.66144324', 52]",1571529600
484,"[1568160000, '0.046615', '0.046930', '0.045581', '0.045581', '0.046466', '915627.53140398', 105]",1571529600
485,"[1568174400, '0.045581', '0.045730', '0.045020', '0.045656', '0.045347', '605846.23300311', 97]",1571529600
486,"[1568188800, '0.045695', '0.045695', '0.045229', '0.045345', '0.045418', '102884.08713941', 52]",1571529600
487,"[1568203200, '0.045234', '0.045280', '0.044496', '0.044650', '0.044884', '698415.46824663', 137]",1571529600
488,"[1568217600, '0.044580', '0.045220', '0.044496', '0.044496', '0.044758', '253957.24248045', 64]",1571529600
489,"[1568232000, '0.044502', '0.044855', '0.044496', '0.044720', '0.044589', '299495.96934190', 47]",1571529600
490,"[1568246400, '0.045080', '0.045247', '0.044630', '0.044630', '0.045132', '105078.04194960', 37]",1571529600
491,"[1568260800, '0.044630', '0.044802', '0.044407', '0.044407', '0.044495', '978811.24081601', 80]",1571529600
492,"[1568275200, '0.044407', '0.044724', '0.044407', '0.044692', '0.044698', '7357.22753544', 5]",1571529600
493,"[1568289600, '0.044692', '0.045378', '0.044608', '0.045378', '0.045159', '64118.14252311', 33]",1571529600
494,"[1568304000, '0.045260', '0.046264', '0.044953', '0.045895', '0.045568', '555835.63186716', 133]",1571529600
495,"[1568318400, '0.045895', '0.046315', '0.044781', '0.045471', '0.045489', '667769.07198855', 131]",1571529600
