time,open,high,low,close,vwap,vol
1561377600,6.6594,6.6594,6.5955,6.6267,6.6122,2941.92920408,81
1561392000,6.6237,6.6609,6.5500,6.5501,6.6080,4279.04598737,98
1561406400,6.5700,6.6180,6.4841,6.6170,6.5623,4112.76450878,56
1561420800,6.6812,6.7001,6.6242,6.6258,6.6470,1099.03278752,13
1561435200,6.6494,6.6536,6.4998,6.5000,6.5189,7061.56761117,88
1561449600,6.5000,6.6209,6.5000,6.5922,6.5013,2634.05977218,40
1561464000,6.5922,6.6001,6.4800,6.4933,6.5720,38108.43329382,232
1561478400,6.4933,6.5761,6.4800,6.5225,6.5226,2600.27473185,26
1561492800,6.5225,6.5545,6.4800,6.5539,6.5148,5994.95478511,83
1561507200,6.5634,6.7006,6.5634,6.7006,6.6192,3252.30091275,36
1561521600,6.6500,6.7037,6.5226,6.6684,6.6245,10463.07453631,96
1561536000,6.6684,6.7976,6.6300,6.7200,6.7215,4733.04419069,72
1561550400,6.7200,6.8689,6.6857,6.7707,6.7872,32847.12883628,131
1561564800,6.7882,6.8085,6.5200,6.5200,6.6537,11938.78500814,213
1561579200,6.5396,6.6338,4.7800,6.2752,6.2837,57476.20534324,647
1561593600,6.2752,6.2939,5.9192,6.0586,6.0836,11441.83529889,132
1561608000,6.0179,6.0921,5.6851,5.8186,5.8372,10675.65212422,226
1561622400,5.8124,5.9199,5.5000,5.9000,5.6581,33173.14233081,385
1561636800,5.9000,5.9762,5.6947,5.9083,5.7920,18865.68679185,101
1561651200,5.8382,5.8382,5.3231,5.4257,5.4791,48498.45078144,362
1561665600,5.3531,5.5733,5.2210,5.4443,5.3286,24028.01034138,267
1561680000,5.4316,5.5688,5.4053,5.4053,5.4653,4864.14979105,70
1561694400,5.4409,5.5200,5.3515,5.4800,5.4799,6918.36086736,38
1561708800,5.4800,5.8980,5.4461,5.8808,5.7526,35559.76515691,241
1561723200,5.8761,5.8761,5.7500,5.7500,5.7598,12165.59794010,264
1561737600,5.7556,5.9527,5.7556,5.9522,5.8810,3886.94604389,30
1561752000,5.8180,5.9400,5.8179,5.9392,5.9185,10045.58354368,47
1561766400,5.8787,5.8885,5.6637,5.7041,5.7674,20039.83811771,243
1561780800,5.7041,5.8162,5.5922,5.8162,5.6522,477.64033519,13
1561795200,5.8162,6.0300,5.7958,6.0300,5.9000,6414.47124957,46
1561809600,6.0300,6.0367,5.9044,5.9536,5.9560,19737.82774879,59
1561824000,5.9868,6.1312,5.9048,6.1312,6.0690,2574.52022597,57
1561838400,6.1312,6.1500,6.0270,6.0303,6.0973,1978.65089889,38
1561852800,6.0303,6.0724,5.9691,5.9691,6.0033,1320.91975534,29
1561867200,5.9691,5.9691,5.8100,5.8128,5.8422,516.62006507,21
1561881600,5.8231,5.8391,5.6000,5.8142,5.7172,2521.21761756,50
1561896000,5.8034,5.8300,5.5000,5.5829,5.6650,7072.10611726,111
1561910400,5.5618,5.7058,5.5016,5.5815,5.6438,2016.61325650,36
1561924800,5.6232,5.6367,5.4000,5.4000,5.4518,1741.73291295,55
1561939200,5.3834,5.6648,5.3769,5.6648,5.5541,642.70365669,25
1561953600,5.6159,5.6159,5.5882,5.5882,5.5998,147.37543041,6
1561968000,5.5228,5.6085,5.4948,5.4948,5.5583,189.07730815,13
1561982400,5.4948,5.5133,5.1495,5.1819,5.2667,16978.50975752,147
1561996800,5.1819,5.2866,5.1163,5.2117,5.2101,1272.26076103,30
1562011200,5.2356,5.4841,5.2356,5.4841,5.3392,458.67143934,24
1562025600,5.4841,5.6250,5.4146,5.5864,5.5000,5006.76745553,49
1562040000,5.5068,5.5068,5.1924,5.2517,5.2501,6839.22904338,64
1562054400,5.2464,5.3265,5.0800,5.1261,5.1986,15038.06481132,112
1562068800,5.1451,5.3633,5.1451,5.3633,5.2671,9475.75993085,38
1562083200,5.3284,5.4361,5.2686,5.4201,5.3946,2004.01595024,23
1562097600,5.4068,5.4340,5.3000,5.3500,5.3248,4441.76265235,35
1562112000,5.3907,5.4843,5.3906,5.4132,5.4379,524.10525664,16
1562126400,5.4600,5.5372,5.4397,5.4496,5.4775,5718.06891915,41
1562140800,5.4079,5.4600,5.3231,5.4109,5.4039,853.86258345,18
1562155200,5.4109,5.4136,5.3629,5.3724,5.3811,2346.03031703,31
1562169600,5.4053,5.5177,5.3629,5.5053,5.4675,8168.57028048,58
1562184000,5.5708,5.6505,5.4972,5.6505,5.5722,4613.38822555,53
1562198400,5.6029,5.7001,5.5688,5.5688,5.6880,55536.86951698,360
1562212800,5.6000,5.6000,5.5322,5.5447,5.5798,4446.15772385,50
1562227200,5.5375,5.6227,5.5315,5.6227,5.5507,5079.36472471,34
1562241600,5.6496,5.7961,5.6015,5.6422,5.7088,4212.83933245,47
1562256000,5.6236,5.7461,5.6213,5.6360,5.6497,1545.23502275,26
1562270400,5.6360,5.6466,5.4774,5.4774,5.5677,7990.45931157,50
1562284800,5.4284,5.4760,5.4180,5.4471,5.4493,695.19577963,10
1562299200,5.4121,5.4257,5.3950,5.4187,5.4013,4510.97432794,42
1562313600,5.3864,5.4953,5.3862,5.4295,5.3902,5339.33474435,12
1562328000,5.4232,5.4232,5.3505,5.3781,5.3708,11055.71865491,54
1562342400,5.3996,5.4350,5.3826,5.3911,5.4045,3675.37104670,34
1562356800,5.3930,5.3930,5.3264,5.3696,5.3578,1166.60652342,22
1562371200,5.4289,5.4649,5.4289,5.4388,5.4529,2147.46862361,17
1562385600,5.4734,5.4856,5.3994,5.3994,5.4522,1864.64797066,20
1562400000,5.3994,5.3994,5.2601,5.2601,5.3020,4630.90975315,51
1562414400,5.2681,5.4541,5.2681,5.4495,5.3063,2622.41004088,14
1562428800,5.4066,5.4066,5.3455,5.3570,5.3874,400.96532137,13
1562443200,5.3629,5.3638,5.2853,5.2943,5.3172,187.57490572,13
1562457600,5.2943,5.3042,5.2500,5.2742,5.2843,3412.98267471,23
1562472000,5.2746,5.2845,5.2500,5.2500,5.2747,2518.48783017,13
1562486400,5.2500,5.2500,5.2046,5.2259,5.2231,1390.62871549,27
1562500800,5.2710,5.2789,5.2534,5.2570,5.2558,1036.44381077,11
1562515200,5.2332,5.3631,5.2332,5.3631,5.3352,6227.44121566,53
1562529600,5.3300,5.4293,5.3300,5.4293,5.3354,4524.68721476,33
1562544000,5.4293,5.4293,5.2935,5.3397,5.3518,1575.75338107,36
1562558400,5.3397,5.3721,5.3378,5.3378,5.3509,369.93918401,12
1562572800,5.3378,5.4787,5.2640,5.2640,5.4234,24165.52838761,170
1562587200,5.2640,5.3170,5.2640,5.3007,5.2866,892.03892959,18
1562601600,5.2827,5.3179,5.2605,5.2681,5.2903,13743.62170326,91
1562616000,5.2404,5.2681,5.1176,5.1807,5.2002,16551.60818236,143
1562630400,5.2176,5.2176,5.0397,5.0890,5.0975,24740.66640976,314
1562644800,5.0959,5.1548,5.0888,5.0890,5.1166,4598.06599633,56
1562659200,5.0924,5.1249,4.9236,4.9245,4.9981,11824.27687752,163
1562673600,4.9258,4.9814,4.8840,4.9800,4.9258,6771.89333629,99
1562688000,4.9861,5.0135,4.9287,4.9805,4.9624,6424.70350563,89
1562702400,4.9977,5.0764,4.9683,4.9757,5.0248,624.43789722,33
1562716800,4.9757,4.9757,4.8302,4.8324,4.9209,10811.80739382,67
1562731200,4.8101,4.8158,4.7402,4.7403,4.7747,4605.54520287,77
1562745600,4.8397,4.8397,4.7640,4.7640,4.7805,524.71601632,18
1562760000,4.7640,4.7640,4.1955,4.3157,4.3744,43912.03394544,400
1562774400,4.3143,4.5429,4.2683,4.3997,4.3994,12472.85402485,176
1562788800,4.4483,4.4908,4.3350,4.4908,4.4307,6581.47110674,78
1562803200,4.4340,4.6111,4.3366,4.4744,4.5167,8717.61834413,103
1562817600,4.4583,4.4583,4.0880,4.3102,4.2185,29408.33314111,212
1562832000,4.3142,4.3142,4.1391,4.2545,4.2294,12921.82225392,133
1562846400,4.2350,4.4100,4.1859,4.2652,4.2843,9218.31785515,118
