time,open,high,low,close,vwap,vol
1561377600,1.1618,1.1622,1.1104,1.1380,1.1452,138043.60134177,461
1561392000,1.1380,1.1586,1.1292,1.1316,1.1421,151904.84066406,628
1561406400,1.1316,1.1675,1.1220,1.1624,1.1392,45745.06613190,193
1561420800,1.1586,1.1720,1.1585,1.1599,1.1635,24548.95968479,106
1561435200,1.1669,1.1709,1.1362,1.1507,1.1519,15977.68882256,106
1561449600,1.1507,1.1507,1.0981,1.1086,1.1114,267636.09040054,831
1561464000,1.1086,1.1222,1.0775,1.1037,1.0973,126615.81077938,491
1561478400,1.1037,1.1075,1.0801,1.0824,1.0956,65615.79493455,349
1561492800,1.0824,1.0910,1.0500,1.0894,1.0672,227686.58348229,600
1561507200,1.0894,1.1273,1.0857,1.1249,1.1061,110784.13692939,368
1561521600,1.1308,1.1356,1.0466,1.0559,1.0835,254762.85643266,766
1561536000,1.0550,1.0817,0.9800,1.0516,1.0349,368223.20440244,937
1561550400,1.0612,1.1654,1.0528,1.1485,1.1066,155877.66557635,470
1561564800,1.1500,1.1750,1.1101,1.1365,1.1437,155069.44101354,592
1561579200,1.1205,1.1589,1.0401,1.0766,1.0937,139729.79908398,555
1561593600,1.0710,1.1117,1.0514,1.1013,1.0705,101249.79739988,379
1561608000,1.1027,1.1027,1.0380,1.0380,1.0615,69559.43798601,310
1561622400,1.0380,1.0380,0.9859,0.9960,1.0055,189106.69068376,634
1561636800,0.9949,1.0046,0.9414,0.9507,0.9697,179272.44735919,570
1561651200,0.9507,0.9554,0.8801,0.9349,0.9102,186173.63994458,675
1561665600,0.9353,0.9726,0.8851,0.9608,0.9236,162236.36261394,613
1561680000,0.9572,1.0200,0.9538,0.9783,0.9893,97484.40259378,363
1561694400,0.9797,1.0399,0.9708,1.0142,1.0068,75232.50402070,230
1561708800,1.0149,1.0900,1.0110,1.0738,1.0401,137695.90220350,482
1561723200,1.0736,1.0736,1.0060,1.0077,1.0256,75196.72325092,288
1561737600,1.0065,1.0550,0.9900,1.0422,1.0259,79817.19789550,308
1561752000,1.0422,1.0563,0.9856,1.0015,1.0151,75286.57161270,254
1561766400,1.0048,1.0191,0.9727,0.9855,0.9990,77378.91880693,209
1561780800,0.9832,1.0025,0.9764,1.0000,0.9894,19571.05647066,90
1561795200,1.0042,1.0042,0.9600,0.9758,0.9770,43906.63461016,166
1561809600,0.9618,0.9764,0.9240,0.9470,0.9532,257031.47539607,615
1561824000,0.9468,0.9972,0.9412,0.9972,0.9693,67535.87917749,267
1561838400,0.9972,1.0399,0.9922,1.0261,1.0217,37859.31675255,211
1561852800,1.0261,1.0400,1.0170,1.0400,1.0274,32833.74665033,107
1561867200,1.0345,1.0385,0.9825,0.9895,1.0018,74506.18515619,179
1561881600,0.9900,1.0266,0.9895,1.0200,1.0082,26381.46406428,94
