,DASHUSD,last
278,"[1565193600, '106.007', '108.028', '105.800', '107.000', '107.151', '233.50969630', 63]",1571529600
279,"[1565208000, '107.785', '108.249', '106.660', '107.504', '107.802', '431.62092055', 108]",1571529600
280,"[1565222400, '106.812', '107.339', '106.006', '107.110', '106.652', '178.33956748', 110]",1571529600
281,"[1565236800, '106.396', '107.222', '105.200', '105.341', '106.001', '1491.31909795', 242]",1571529600
282,"[1565251200, '105.348', '106.038', '105.204', '105.912', '105.408', '257.63193960', 103]",1571529600
283,"[1565265600, '105.912', '106.013', '104.379', '105.200', '104.823', '16.13383254', 22]",1571529600
284,"[1565280000, '105.200', '105.419', '103.545', '103.545', '104.128', '1545.90270192', 342]",1571529600
285,"[1565294400, '103.793', '105.959', '103.793', '105.369', '104.238', '294.92689853', 81]",1571529600
286,"[1565308800, '105.419', '105.496', '103.584', '104.823', '104.808', '131.34037447', 35]",1571529600
287,"[1565323200, '104.496', '104.545', '103.782', '104.545', '104.099', '137.22789418', 17]",1571529600
288,"[1565337600, '103.891', '104.307', '102.853', '103.181', '103.528', '403.64444049', 69]",1571529600
289,"[1565352000, '103.009', '103.644', '103.009', '103.586', '103.203', '23.07598511', 18]",1571529600
290,"[1565366400, '103.586', '103.586', '102.321', '102.608', '102.843', '67.54647477', 73]",1571529600
291,"[1565380800, '102.684', '103.095', '102.684', '102.982', '102.757', '30.46050503', 13]",1571529600
292,"[1565395200, '103.586', '104.077', '103.246', '103.750', '103.544', '275.57988742', 78]",1571529600
293,"[1565409600, '103.479', '103.479', '102.557', '102.557', '103.057', '422.90457934', 143]",1571529600
294,"[1565424000, '102.557', '102.723', '98.760', '99.078', '99.993', '376.28714561', 177]",1571529600
295,"[1565438400, '99.093', '99.634', '97.585', '97.983', '99.014', '179.18311264', 67]",1571529600
296,"[1565452800, '97.983', '98.655', '97.297', '98.655', '97.932', '46.68074445', 35]",1571529600
297,"[1565467200, '98.879', '99.166', '98.877', '99.016', '98.918', '72.33565275', 68]",1571529600
298,"[1565481600, '99.016', '99.947', '98.747', '99.654', '99.582', '639.96541779', 153]",1571529600
299,"[1565496000, '100.436', '107.474', '99.922', '104.389', '103.197', '836.43287850', 287]",1571529600
300,"[1565510400, '104.407', '104.407', '102.241', '102.741', '102.909', '152.12047373', 53]",1571529600
301,"[1565524800, '103.529', '104.992', '102.870', '104.318', '104.023', '112.38551611', 44]",1571529600
302,"[1565539200, '104.318', '120.000', '104.318', '106.083', '109.718', '878.26413877', 159]",1571529600
303,"[1565553600, '106.708', '107.500', '105.425', '106.606', '106.539', '1073.70072998', 153]",1571529600
304,"[1565568000, '106.328', '106.403', '105.209', '105.518', '105.674', '108.36009453', 30]",1571529600
305,"[1565582400, '105.518', '105.518', '102.383', '102.827', '102.824', '507.96672829', 92]",1571529600
306,"[1565596800, '102.763', '103.089', '102.460', '102.508', '102.780', '194.25894034', 28]",1571529600
307,"[1565611200, '102.668', '104.429', '102.668', '104.418', '103.494', '89.43792662', 42]",1571529600
308,"[1565625600, '104.408', '105.959', '104.398', '105.680', '105.383', '298.15551108', 108]",1571529600
309,"[1565640000, '105.685', '105.757', '104.430', '104.430', '105.674', '439.08945837', 99]",1571529600
310,"[1565654400, '104.430', '108.058', '102.951', '107.630', '104.903', '383.48531228', 154]",1571529600
311,"[1565668800, '107.930', '107.930', '104.715', '105.245', '106.022', '683.62917139', 175]",1571529600
312,"[1565683200, '104.896', '105.719', '103.288', '103.288', '104.850', '17.07009623', 19]",1571529600
313,"[1565697600, '103.857', '104.415', '100.056', '100.791', '101.131', '444.73978248', 174]",1571529600
314,"[1565712000, '101.418', '101.710', '100.554', '101.242', '101.378', '111.07730499', 56]",1571529600
315,"[1565726400, '101.480', '102.208', '100.213', '100.652', '100.966', '158.25442959', 61]",1571529600
316,"[1565740800, '100.652', '101.402', '99.734', '101.402', '100.378', '735.65326466', 289]",1571529600
317,"[1565755200, '101.402', '102.268', '100.873', '101.147', '101.607', '171.27134607', 38]",1571529600
318,"[1565769600, '100.804', '101.077', '99.700', '99.700', '100.846', '38.07775372', 15]",1571529600
319,"[1565784000, '99.700', '100.129', '99.529', '99.860', '99.958', '118.47308800', 27]",1571529600
320,"[1565798400, '100.306', '100.306', '95.892', '96.394', '97.766', '656.49116120', 257]",1571529600
321,"[1565812800, '96.394', '96.846', '95.157', '95.481', '96.055', '401.75437053', 114]",1571529600
322,"[1565827200, '96.009', '96.518', '93.215', '93.473', '95.100', '519.71001558', 149]",1571529600
323,"[1565841600, '93.177', '93.425', '89.000', '92.399', '91.221', '1179.67745775', 241]",1571529600
324,"[1565856000, '92.431', '102.965', '92.431', '94.926', '95.227', '828.13303096', 181]",1571529600
325,"[1565870400, '94.346', '95.254', '93.010', '94.974', '93.713', '48.76674334', 42]",1571529600
326,"[1565884800, '94.974', '95.169', '92.633', '94.509', '93.427', '321.10547557', 44]",1571529600
327,"[1565899200, '94.562', '95.383', '94.181', '94.395', '94.819', '210.55614367', 76]",1571529600
328,"[1565913600, '94.395', '94.691', '93.805', '93.805', '94.114', '58.23604541', 12]",1571529600
329,"[1565928000, '94.129', '94.129', '91.372', '92.097', '92.122', '425.32903610', 130]",1571529600
330,"[1565942400, '92.097', '93.194', '91.375', '93.194', '92.366', '359.25466919', 68]",1571529600
331,"[1565956800, '92.856', '93.993', '92.407', '93.989', '93.356', '581.15683724', 97]",1571529600
332,"[1565971200, '94.401', '95.030', '93.856', '94.515', '94.758', '541.79571786', 151]",1571529600
333,"[1565985600, '94.515', '94.515', '93.349', '93.648', '93.628', '230.95191257', 93]",1571529600
334,"[1566000000, '93.648', '93.648', '92.676', '92.676', '93.164', '8.57824988', 14]",1571529600
335,"[1566014400, '92.676', '92.712', '92.051', '92.439', '92.363', '75.78621401', 20]",1571529600
336,"[1566028800, '92.442', '93.467', '92.336', '92.336', '92.583', '48.09628328', 22]",1571529600
337,"[1566043200, '92.050', '92.793', '91.973', '92.793', '92.205', '35.51828999', 24]",1571529600
338,"[1566057600, '92.792', '92.927', '90.919', '91.218', '91.688', '11.94442367', 19]",1571529600
339,"[1566072000, '91.218', '91.763', '90.919', '91.763', '91.250', '112.74335401', 100]",1571529600
340,"[1566086400, '91.763', '91.763', '90.911', '91.261', '91.671', '60.92772219', 39]",1571529600
341,"[1566100800, '91.261', '91.805', '91.261', '91.805', '91.750', '16.63384019', 12]",1571529600
342,"[1566115200, '92.132', '95.644', '92.132', '95.209', '92.916', '195.46999809', 71]",1571529600
343,"[1566129600, '96.009', '96.317', '94.473', '94.473', '95.934', '150.94797403', 55]",1571529600
344,"[1566144000, '94.473', '95.700', '94.473', '95.700', '95.460', '6.38029256', 11]",1571529600
345,"[1566158400, '95.602', '95.917', '94.918', '94.918', '95.315', '17.57397574', 14]",1571529600
346,"[1566172800, '94.636', '95.227', '94.036', '94.627', '94.391', '45.04857665', 26]",1571529600
347,"[1566187200, '94.288', '96.100', '93.841', '95.808', '94.314', '703.71675511', 150]",1571529600
348,"[1566201600, '95.820', '96.566', '95.560', '96.555', '95.943', '164.95611808', 76]",1571529600
349,"[1566216000, '96.029', '96.815', '95.862', '96.461', '96.348', '143.69799395', 31]",1571529600
350,"[1566230400, '96.935', '97.039', '95.924', '95.924', '96.584', '141.04504879', 43]",1571529600
351,"[1566244800, '96.010', '96.619', '95.540', '96.619', '96.584', '76.77306698', 32]",1571529600
352,"[1566259200, '96.737', '97.261', '95.508', '95.526', '96.605', '147.86362582', 42]",1571529600
353,"[1566273600, '95.526', '95.526', '95.032', '95.224', '95.262', '7.93341605', 23]",1571529600
354,"[1566288000, '95.186', '95.330', '94.059', '95.209', '94.556', '33.91025304', 26]",1571529600
355,"[1566302400, '95.207', '95.207', '94.107', '94.809', '94.695', '7.53008885', 21]",1571529600
356,"[1566316800, '94.809', '94.809', '93.661', '93.824', '94.104', '58.30655078', 25]",1571529600
357,"[1566331200, '93.824', '94.093', '93.074', '93.359', '93.515', '181.57626832', 104]",1571529600
358,"[1566345600, '93.484', '93.484', '90.754', '90.821', '92.370', '182.44603149', 113]",1571529600
359,"[1566360000, '90.753', '90.829', '89.870', '90.829', '90.580', '183.62350398', 204]",1571529600
360,"[1566374400, '90.829', '90.829', '88.323', '89.133', '89.314', '936.21993598', 249]",1571529600
361,"[1566388800, '88.564', '88.564', '86.429', '87.529', '86.952', '517.09913262', 137]",1571529600
362,"[1566403200, '87.877', '89.687', '87.873', '89.370', '89.174', '201.68486389', 58]",1571529600
363,"[1566417600, '89.770', '89.841', '89.093', '89.325', '89.197', '379.86353851', 234]",1571529600
364,"[1566432000, '89.325', '90.000', '87.942', '88.741', '89.057', '155.40981964', 53]",1571529600
365,"[1566446400, '88.897', '89.331', '88.720', '89.331', '89.122', '3.87657346', 17]",1571529600
366,"[1566460800, '89.088', '89.377', '88.566', '89.240', '89.242', '5.97675932', 11]",1571529600
367,"[1566475200, '89.258', '90.723', '89.254', '90.135', '89.698', '64.95385912', 33]",1571529600
368,"[1566489600, '90.359', '92.306', '90.359', '91.150', '91.731', '38.18831430', 45]",1571529600
369,"[1566504000, '91.150', '91.772', '90.919', '91.677', '91.314', '110.34138913', 69]",1571529600
370,"[1566518400, '90.556', '91.119', '90.172', '91.027', '90.742', '7.22102143', 11]",1571529600
371,"[1566532800, '91.452', '96.383', '91.452', '94.800', '94.717', '395.76655634', 164]",1571529600
372,"[1566547200, '95.104', '96.580', '92.831', '93.533', '94.256', '131.67853917', 81]",1571529600
373,"[1566561600, '93.273', '94.647', '93.263', '94.070', '94.259', '19.20003196', 33]",1571529600
374,"[1566576000, '93.919', '94.394', '93.875', '93.875', '94.050', '5.17781898', 22]",1571529600
375,"[1566590400, '93.813', '93.879', '93.042', '93.743', '93.310', '547.34880110', 320]",1571529600
376,"[1566604800, '93.769', '93.801', '92.421', '92.421', '93.376', '9.93991903', 31]",1571529600
377,"[1566619200, '91.900', '91.900', '91.393', '91.405', '91.816', '6.04501000', 7]",1571529600
378,"[1566633600, '91.405', '91.405', '90.138', '90.497', '90.729', '15.54753662', 29]",1571529600
379,"[1566648000, '90.490', '91.038', '90.321', '91.038', '90.870', '85.08179027', 275]",1571529600
380,"[1566662400, '91.059', '92.874', '90.994', '92.307', '91.467', '25.41902415', 43]",1571529600
381,"[1566676800, '92.307', '92.332', '91.459', '92.124', '91.870', '27.43966324', 27]",1571529600
382,"[1566691200, '92.167', '92.167', '92.167', '92.167', '92.167', '0.30000000', 1]",1571529600
383,"[1566705600, '91.641', '92.400', '91.641', '92.400', '92.067', '47.47652769', 93]",1571529600
384,"[1566720000, '92.400', '93.060', '92.400', '92.920', '92.962', '6.06839435', 7]",1571529600
385,"[1566734400, '92.920', '93.384', '91.451', '91.451', '92.142', '34.52521320', 43]",1571529600
386,"[1566748800, '91.650', '91.887', '91.278', '91.546', '91.556', '8.32214274', 12]",1571529600
387,"[1566763200, '91.710', '91.710', '90.268', '90.812', '90.423', '328.45095754', 103]",1571529600
388,"[1566777600, '90.812', '93.765', '90.812', '91.931', '92.342', '104.53259352', 76]",1571529600
389,"[1566792000, '91.931', '92.212', '91.705', '91.705', '91.848', '1.21382823', 3]",1571529600
390,"[1566806400, '91.590', '91.590', '91.361', '91.361', '91.481', '0.31962102', 2]",1571529600
391,"[1566820800, '91.361', '92.420', '91.118', '91.339', '91.414', '8.96557271', 18]",1571529600
392,"[1566835200, '91.339', '92.100', '91.183', '91.519', '91.900', '61.03629253', 21]",1571529600
393,"[1566849600, '91.510', '92.100', '91.150', '92.100', '92.053', '114.72772655', 34]",1571529600
394,"[1566864000, '92.100', '92.100', '90.600', '90.640', '91.155', '115.93531807', 66]",1571529600
395,"[1566878400, '90.467', '91.128', '90.389', '90.389', '90.845', '127.66057123', 23]",1571529600
396,"[1566892800, '90.389', '90.723', '90.300', '90.300', '90.334', '6.23961941', 11]",1571529600
397,"[1566907200, '90.179', '91.385', '89.945', '90.870', '90.791', '779.98953171', 112]",1571529600
398,"[1566921600, '90.929', '91.180', '90.538', '90.538', '90.882', '43.49297277', 17]",1571529600
399,"[1566936000, '90.782', '90.873', '90.264', '90.441', '90.773', '26.16593794', 9]",1571529600
400,"[1566950400, '90.441', '90.441', '89.620', '89.620', '90.127', '6.48402268', 10]",1571529600
401,"[1566964800, '89.620', '89.860', '88.617', '89.860', '89.787', '203.83970786', 56]",1571529600
402,"[1566979200, '89.860', '89.860', '88.881', '88.952', '89.715', '2.50373000', 6]",1571529600
403,"[1566993600, '88.952', '90.383', '88.952', '89.639', '89.185', '59.77341265', 24]",1571529600
404,"[1567008000, '89.502', '89.855', '84.407', '85.004', '87.000', '1080.23881073', 329]",1571529600
405,"[1567022400, '84.623', '85.004', '84.112', '84.222', '84.308', '200.27611169', 69]",1571529600
406,"[1567036800, '84.181', '84.471', '81.677', '81.677', '83.389', '233.42692607', 219]",1571529600
407,"[1567051200, '81.675', '81.860', '78.359', '78.600', '79.654', '343.08560427', 201]",1571529600
408,"[1567065600, '78.970', '80.503', '78.970', '79.932', '80.119', '4.81025515', 13]",1571529600
409,"[1567080000, '79.933', '80.079', '78.000', '79.082', '78.870', '162.87217979', 88]",1571529600
410,"[1567094400, '79.456', '80.699', '78.858', '79.899', '80.042', '434.58528828', 105]",1571529600
411,"[1567108800, '79.899', '80.247', '79.419', '79.980', '80.018', '7.96655600', 9]",1571529600
412,"[1567123200, '79.980', '80.046', '78.704', '79.237', '79.050', '46.13230421', 24]",1571529600
413,"[1567137600, '79.237', '80.259', '79.237', '80.131', '80.204', '111.06758750', 51]",1571529600
414,"[1567152000, '79.960', '81.073', '79.873', '81.073', '80.632', '487.69916893', 150]",1571529600
415,"[1567166400, '81.091', '81.749', '80.890', '81.477', '81.132', '61.71836789', 27]",1571529600
416,"[1567180800, '81.901', '81.901', '78.752', '80.141', '80.868', '972.10625192', 157]",1571529600
417,"[1567195200, '80.981', '81.438', '79.790', '79.790', '80.376', '189.55988608', 71]",1571529600
418,"[1567209600, '79.790', '80.073', '79.322', '79.322', '79.711', '230.08619316', 39]",1571529600
419,"[1567224000, '79.322', '80.129', '79.322', '79.848', '79.882', '4.28815734', 6]",1571529600
420,"[1567238400, '79.474', '79.474', '78.365', '78.476', '78.573', '158.79477547', 39]",1571529600
421,"[1567252800, '78.685', '82.000', '78.685', '79.105', '80.278', '322.17876427', 117]",1571529600
422,"[1567267200, '79.105', '79.594', '78.827', '78.853', '79.138', '16.72982041', 13]",1571529600
423,"[1567281600, '79.191', '80.476', '78.558', '80.000', '80.299', '55.26921405', 34]",1571529600
424,"[1567296000, '80.000', '80.392', '80.000', '80.392', '80.173', '2.65054348', 7]",1571529600
425,"[1567310400, '80.392', '80.392', '79.550', '79.600', '79.604', '59.34398430', 55]",1571529600
426,"[1567324800, '79.241', '79.774', '79.008', '79.008', '79.507', '141.02922314', 30]",1571529600
427,"[1567339200, '79.008', '79.254', '79.008', '79.254', '79.254', '0.07148576', 1]",1571529600
428,"[1567353600, '78.718', '79.092', '78.234', '78.993', '78.601', '292.12918602', 77]",1571529600
429,"[1567368000, '79.238', '80.511', '79.013', '79.777', '79.733', '266.11609887', 156]",1571529600
430,"[1567382400, '79.777', '79.992', '79.114', '79.881', '79.501', '304.79055906', 90]",1571529600
431,"[1567396800, '79.881', '81.874', '79.881', '80.503', '80.517', '315.67231052', 99]",1571529600
432,"[1567411200, '80.125', '85.000', '79.884', '79.884', '81.101', '716.79570142', 70]",1571529600
433,"[1567425600, '79.783', '80.790', '79.783', '79.907', '80.167', '68.07468379', 39]",1571529600
434,"[1567440000, '80.551', '81.957', '80.392', '81.737', '81.327', '181.38167613', 49]",1571529600
435,"[1567454400, '82.124', '83.387', '81.340', '81.340', '82.388', '488.36754552', 262]",1571529600
436,"[1567468800, '81.661', '81.661', '80.119', '81.077', '80.547', '123.61615518', 45]",1571529600
437,"[1567483200, '81.077', '81.474', '80.499', '80.499', '80.770', '25.18767083', 15]",1571529600
438,"[1567497600, '80.499', '81.296', '80.499', '81.159', '81.098', '10.83427055', 11]",1571529600
439,"[1567512000, '80.857', '83.300', '80.857', '82.430', '82.003', '63.15839495', 30]",1571529600
440,"[1567526400, '82.430', '83.406', '82.430', '82.859', '82.909', '260.43361137', 89]",1571529600
441,"[1567540800, '82.859', '83.258', '82.125', '82.678', '82.769', '164.88725177', 69]",1571529600
442,"[1567555200, '82.678', '82.678', '81.253', '81.989', '82.060', '26.07791611', 24]",1571529600
443,"[1567569600, '81.996', '81.998', '80.501', '80.501', '81.451', '40.02733416', 29]",1571529600
444,"[1567584000, '80.529', '81.890', '80.000', '80.616', '81.338', '722.44499330', 75]",1571529600
445,"[1567598400, '80.616', '82.421', '80.616', '81.805', '81.784', '30.81343501', 52]",1571529600
446,"[1567612800, '81.794', '82.418', '81.794', '82.304', '81.976', '9.96499471', 12]",1571529600
447,"[1567627200, '82.029', '82.029', '80.506', '80.900', '80.806', '343.70042232', 101]",1571529600
448,"[1567641600, '81.106', '81.493', '81.106', '81.493', '81.273', '3.83442946', 11]",1571529600
449,"[1567656000, '81.510', '81.518', '80.952', '81.142', '81.138', '72.11949446', 28]",1571529600
450,"[1567670400, '80.964', '81.178', '80.848', '80.962', '80.948', '88.85762335', 41]",1571529600
451,"[1567684800, '80.962', '80.962', '80.169', '80.169', '80.423', '57.51054325', 23]",1571529600
452,"[1567699200, '80.385', '80.527', '80.125', '80.145', '80.292', '176.97811621', 73]",1571529600
453,"[1567713600, '80.195', '80.792', '80.000', '80.002', '80.012', '436.72307663', 23]",1571529600
454,"[1567728000, '80.000', '82.272', '78.689', '80.912', '80.298', '1242.82470327', 290]",1571529600
455,"[1567742400, '80.912', '81.200', '80.739', '81.000', '80.890', '16.31157117', 12]",1571529600
456,"[1567756800, '81.514', '83.000', '81.474', '82.922', '82.770', '51.75593173', 35]",1571529600
457,"[1567771200, '82.998', '83.352', '82.528', '82.735', '82.880', '156.83651240', 44]",1571529600
458,"[1567785600, '82.421', '82.500', '78.585', '79.464', '79.900', '93.01235979', 80]",1571529600
459,"[1567800000, '79.155', '80.215', '77.804', '79.786', '79.685', '375.64722618', 99]",1571529600
460,"[1567814400, '79.786', '80.407', '79.786', '80.085', '80.320', '59.84636654', 15]",1571529600
461,"[1567828800, '80.010', '80.661', '79.952', '80.661', '80.620', '266.22095679', 61]",1571529600
462,"[1567843200, '81.136', '81.408', '80.786', '81.408', '81.328', '12.98665749', 15]",1571529600
463,"[1567857600, '81.594', '83.000', '81.560', '83.000', '81.724', '157.00691177', 33]",1571529600
464,"[1567872000, '82.500', '84.884', '82.500', '84.494', '84.369', '719.44406904', 114]",1571529600
465,"[1567886400, '83.986', '84.414', '83.771', '83.771', '83.922', '235.53830279', 80]",1571529600
466,"[1567900800, '83.771', '86.705', '83.771', '86.499', '85.778', '755.95363240', 211]",1571529600
467,"[1567915200, '86.594', '86.968', '86.436', '86.968', '86.476', '39.27982872', 16]",1571529600
468,"[1567929600, '86.450', '87.000', '84.610', '85.326', '85.774', '117.40986130', 59]",1571529600
469,"[1567944000, '85.326', '86.282', '85.326', '86.282', '85.922', '1112.59807308', 165]",1571529600
470,"[1567958400, '86.771', '87.000', '86.509', '87.000', '86.932', '107.52305254', 58]",1571529600
471,"[1567972800, '87.000', '87.525', '86.780', '87.523', '87.277', '126.79892592', 70]",1571529600
472,"[1567987200, '87.740', '88.737', '87.638', '88.123', '87.912', '221.28741775', 78]",1571529600
473,"[1568001600, '88.123', '88.296', '86.930', '86.930', '87.652', '196.48686355', 69]",1571529600
474,"[1568016000, '86.930', '88.843', '86.509', '88.572', '87.460', '27.74314005', 28]",1571529600
475,"[1568030400, '87.385', '87.879', '86.443', '86.443', '87.154', '122.41958816', 40]",1571529600
476,"[1568044800, '86.450', '86.809', '85.982', '86.269', '86.271', '121.51497544', 42]",1571529600
477,"[1568059200, '86.120', '86.709', '85.662', '86.255', '86.100', '14.17946138', 32]",1571529600
478,"[1568073600, '86.255', '86.709', '85.955', '85.962', '86.102', '34.86678391', 11]",1571529600
479,"[1568088000, '85.570', '85.639', '85.061', '85.597', '85.528', '138.42458823', 64]",1571529600
480,"[1568102400, '85.597', '86.383', '85.002', '85.002', '85.713', '519.19109506', 51]",1571529600
481,"[1568116800, '85.002', '85.669', '84.600', '84.600', '84.763', '22.57890051', 25]",1571529600
482,"[1568131200, '84.769', '84.770', '82.437', '82.442', '83.107', '97.81107235', 62]",1571529600
483,"[1568145600, '82.443', '82.902', '81.855', '82.389', '82.111', '523.57861898', 130]",1571529600
484,"[1568160000, '82.389', '84.086', '82.389', '84.057', '83.506', '76.16835780', 42]",1571529600
485,"[1568174400, '84.057', '84.174', '83.477', '84.174', '83.828', '110.49172006', 20]",1571529600
486,"[1568188800, '84.174', '84.485', '82.953', '84.153', '83.700', '398.26007747', 49]",1571529600
487,"[1568203200, '84.344', '84.344', '83.120', '83.120', '84.102', '171.57653295', 33]",1571529600
488,"[1568217600, '82.700', '83.634', '81.685', '82.220', '81.948', '66.47407734', 30]",1571529600
489,"[1568232000, '82.220', '82.494', '81.679', '81.697', '82.311', '132.12225905', 18]",1571529600
490,"[1568246400, '82.220', '82.221', '82.073', '82.073', '82.177', '16.86506892', 8]",1571529600
491,"[1568260800, '82.073', '82.073', '81.199', '81.199', '81.249', '3.23328029', 8]",1571529600
492,"[1568275200, '81.792', '82.361', '81.792', '82.119', '82.107', '421.85467642', 29]",1571529600
493,"[1568289600, '82.119', '84.625', '82.059', '84.622', '83.153', '190.27381571', 70]",1571529600
494,"[1568304000, '84.605', '97.426', '84.193', '85.531', '90.787', '993.56269544', 398]",1571529600
495,"[1568318400, '85.521', '85.726', '84.116', '85.401', '85.312', '312.60274261', 90]",1571529600
496,"[1568332800, '85.401', '85.674', '84.970', '85.532', '85.411', '163.37535839', 59]",1571529600
497,"[1568347200, '85.532', '87.086', '84.970', '87.084', '85.719', '41.75444163', 28]",1571529600
498,"[1568361600, '87.084', '89.316', '86.455', '89.077', '87.573', '137.07688832', 53]",1571529600
499,"[1568376000, '89.733', '94.524', '89.733', '91.720', '91.962', '628.96970302', 204]",1571529600
500,"[1568390400, '91.720', '91.725', '90.177', '90.177', '90.680', '619.69721754', 111]",1571529600
501,"[1568404800, '90.500', '93.604', '90.317', '93.333', '91.965', '326.84055500', 94]",1571529600
502,"[1568419200, '93.450', '94.814', '90.273', '92.027', '92.227', '729.28742324', 257]",1571529600
503,"[1568433600, '92.154', '92.292', '89.901', '92.205', '90.790', '311.54209184', 58]",1571529600
504,"[1568448000, '92.655', '92.728', '91.661', '92.101', '92.197', '36.58048555', 30]",1571529600
505,"[1568462400, '91.548', '92.292', '90.108', '92.275', '91.532', '106.83269750', 52]",1571529600
506,"[1568476800, '92.275', '92.275', '91.425', '91.554', '91.954', '17.78136655', 18]",1571529600
507,"[1568491200, '92.132', '92.132', '91.655', '91.901', '91.909', '26.82770000', 12]",1571529600
508,"[1568505600, '91.691', '91.837', '91.400', '91.400', '91.508', '19.43045177', 30]",1571529600
509,"[1568520000, '91.130', '91.402', '89.557', '89.557', '90.839', '30.74184181', 33]",1571529600
510,"[1568534400, '89.316', '90.034', '88.888', '90.007', '89.648', '13.46720167', 39]",1571529600
511,"[1568548800, '90.007', '90.007', '89.456', '89.456', '89.556', '38.45472854', 54]",1571529600
512,"[1568563200, '89.456', '89.510', '89.044', '89.438', '89.259', '17.65447073', 38]",1571529600
513,"[1568577600, '89.438', '89.569', '89.000', '89.000', '89.107', '21.30218149', 22]",1571529600
514,"[1568592000, '89.052', '90.348', '89.000', '90.034', '90.035', '180.94551124', 52]",1571529600
515,"[1568606400, '90.034', '90.804', '89.970', '90.092', '90.257', '52.38291721', 20]",1571529600
516,"[1568620800, '89.966', '90.804', '89.713', '90.482', '90.497', '9.33948568', 16]",1571529600
517,"[1568635200, '90.151', '90.151', '87.874', '88.561', '88.621', '319.58991334', 101]",1571529600
518,"[1568649600, '89.202', '91.991', '88.000', '89.322', '89.627', '870.99796446', 181]",1571529600
519,"[1568664000, '89.322', '94.423', '89.322', '92.674', '92.402', '285.27097305', 119]",1571529600
520,"[1568678400, '92.674', '92.674', '91.569', '91.736', '92.213', '34.94956351', 33]",1571529600
521,"[1568692800, '91.736', '92.149', '91.653', '92.113', '92.128', '12.46713635', 8]",1571529600
522,"[1568707200, '91.956', '91.956', '90.696', '91.098', '91.367', '75.67117588', 53]",1571529600
523,"[1568721600, '91.172', '92.974', '90.862', '92.815', '91.925', '136.07390553', 82]",1571529600
524,"[1568736000, '92.384', '99.400', '92.384', '95.780', '96.138', '627.08791626', 342]",1571529600
525,"[1568750400, '96.200', '97.000', '93.705', '94.609', '95.111', '1215.39748510', 250]",1571529600
526,"[1568764800, '94.609', '98.700', '93.761', '95.214', '95.715', '220.00783954', 161]",1571529600
527,"[1568779200, '95.214', '97.955', '94.653', '97.216', '96.222', '197.11596997', 74]",1571529600
528,"[1568793600, '97.308', '98.613', '95.200', '95.215', '96.332', '617.37037334', 60]",1571529600
529,"[1568808000, '95.215', '97.726', '94.682', '96.459', '96.429', '241.10200786', 112]",1571529600
530,"[1568822400, '96.459', '97.387', '96.010', '97.064', '96.837', '72.00260071', 42]",1571529600
531,"[1568836800, '97.064', '98.272', '96.435', '97.657', '97.285', '341.31320945', 86]",1571529600
532,"[1568851200, '97.657', '97.967', '64.100', '91.539', '87.904', '3876.85402922', 729]",1571529600
533,"[1568865600, '91.480', '92.689', '90.400', '92.446', '91.771', '157.92842467', 115]",1571529600
534,"[1568880000, '92.272', '96.200', '91.559', '95.656', '94.304', '307.68420515', 116]",1571529600
535,"[1568894400, '96.200', '98.740', '95.804', '98.740', '96.881', '193.75921036', 129]",1571529600
536,"[1568908800, '98.947', '104.000', '95.186', '100.076', '101.032', '1063.51381593', 505]",1571529600
537,"[1568923200, '100.320', '101.460', '97.847', '100.453', '99.432', '474.97314993', 177]",1571529600
538,"[1568937600, '100.187', '100.188', '98.182', '99.216', '99.254', '139.63549236', 65]",1571529600
539,"[1568952000, '99.216', '99.422', '96.738', '96.806', '98.499', '110.54875421', 40]",1571529600
540,"[1568966400, '96.806', '98.090', '96.806', '97.423', '97.680', '306.07456579', 73]",1571529600
541,"[1568980800, '97.423', '97.911', '96.466', '96.506', '97.240', '52.98061453', 25]",1571529600
542,"[1568995200, '96.506', '96.644', '95.278', '95.607', '95.938', '122.97660469', 108]",1571529600
543,"[1569009600, '95.607', '96.692', '95.607', '96.692', '96.375', '92.32487425', 23]",1571529600
544,"[1569024000, '96.512', '96.512', '95.545', '96.015', '95.899', '32.47262741', 19]",1571529600
545,"[1569038400, '96.015', '96.020', '95.010', '95.890', '95.258', '41.27196859', 31]",1571529600
546,"[1569052800, '95.890', '95.890', '94.777', '94.866', '95.000', '280.52963996', 64]",1571529600
547,"[1569067200, '94.953', '94.953', '93.800', '94.163', '94.071', '37.83587151', 45]",1571529600
548,"[1569081600, '94.163', '94.163', '93.116', '93.484', '93.542', '54.56288478', 54]",1571529600
549,"[1569096000, '93.484', '93.499', '92.637', '92.866', '92.998', '88.16192411', 51]",1571529600
550,"[1569110400, '92.866', '92.866', '90.550', '92.259', '91.319', '92.09977742', 54]",1571529600
551,"[1569124800, '92.167', '92.652', '92.101', '92.109', '92.351', '29.16665815', 14]",1571529600
552,"[1569139200, '93.413', '93.490', '92.862', '92.862', '93.310', '5.36065730', 15]",1571529600
553,"[1569153600, '92.862', '92.890', '91.475', '91.535', '92.158', '45.07865924', 47]",1571529600
554,"[1569168000, '91.544', '91.787', '91.031', '91.031', '91.176', '116.71429437', 51]",1571529600
555,"[1569182400, '91.318', '91.394', '90.707', '90.833', '90.863', '356.95974442', 99]",1571529600
556,"[1569196800, '90.833', '90.833', '89.237', '89.246', '89.913', '122.92793721', 68]",1571529600
