,XXMRZUSD,last
61,"[1562068800, '83.51', '86.33', '82.79', '86.33', '84.77', '2660.23954574', 416]",1571529600
62,"[1562083200, '86.35', '87.00', '83.90', '86.74', '85.27', '2467.40905405', 378]",1571529600
63,"[1562097600, '86.46', '86.87', '84.91', '86.11', '85.86', '770.18837739', 207]",1571529600
64,"[1562112000, '86.64', '92.06', '86.64', '91.64', '89.07', '1464.65163132', 257]",1571529600
65,"[1562126400, '91.78', '92.49', '89.45', '89.45', '90.90', '997.80874820', 195]",1571529600
66,"[1562140800, '89.50', '89.76', '87.18', '89.50', '88.89', '904.14857615', 180]",1571529600
67,"[1562155200, '89.42', '90.17', '86.73', '87.40', '88.69', '1162.03075737', 177]",1571529600
68,"[1562169600, '87.48', '87.57', '86.00', '87.19', '86.81', '1071.20578692', 302]",1571529600
69,"[1562184000, '87.08', '91.02', '86.97', '90.33', '89.19', '1126.14224875', 188]",1571529600
70,"[1562198400, '90.33', '90.79', '88.99', '89.29', '89.78', '602.23573825', 97]",1571529600
71,"[1562212800, '89.29', '89.29', '88.00', '88.78', '88.74', '1473.36034696', 186]",1571529600
72,"[1562227200, '88.36', '89.66', '88.35', '89.66', '88.80', '563.05486236', 253]",1571529600
73,"[1562241600, '89.66', '92.32', '89.66', '92.17', '91.21', '881.15448689', 179]",1571529600
74,"[1562256000, '92.31', '93.19', '91.29', '91.88', '92.04', '1020.57239443', 131]",1571529600
75,"[1562270400, '91.97', '91.97', '87.62', '87.77', '89.68', '1202.58478052', 266]",1571529600
76,"[1562284800, '87.54', '88.29', '87.02', '87.92', '87.63', '701.06657583', 77]",1571529600
77,"[1562299200, '87.95', '88.69', '86.24', '86.60', '87.72', '483.82084207', 93]",1571529600
78,"[1562313600, '86.90', '88.66', '86.25', '88.53', '87.48', '240.13844447', 37]",1571529600
79,"[1562328000, '87.63', '89.29', '87.48', '88.70', '88.59', '920.31532395', 72]",1571529600
80,"[1562342400, '88.70', '92.96', '88.64', '91.08', '90.07', '1519.63517706', 124]",1571529600
81,"[1562356800, '90.67', '91.91', '88.83', '89.57', '90.17', '649.30111673', 155]",1571529600
82,"[1562371200, '90.62', '93.54', '90.62', '93.18', '92.56', '1328.42252549', 115]",1571529600
83,"[1562385600, '93.18', '93.70', '92.15', '92.60', '92.62', '727.57805594', 69]",1571529600
84,"[1562400000, '92.62', '96.54', '92.10', '96.08', '94.61', '527.10582335', 97]",1571529600
85,"[1562414400, '96.74', '98.46', '95.17', '97.93', '97.19', '3478.89862533', 244]",1571529600
86,"[1562428800, '98.59', '99.32', '96.68', '99.28', '98.20', '1228.48079129', 129]",1571529600
87,"[1562443200, '99.08', '99.08', '94.06', '94.24', '96.34', '1864.84566004', 215]",1571529600
88,"[1562457600, '94.24', '98.00', '93.12', '98.00', '95.58', '983.15592584', 206]",1571529600
89,"[1562472000, '98.02', '98.52', '97.17', '98.52', '97.58', '395.23411752', 143]",1571529600
90,"[1562486400, '98.52', '98.80', '96.82', '98.80', '97.88', '169.88239936', 45]",1571529600
91,"[1562500800, '98.72', '102.16', '98.67', '100.34', '101.13', '2270.97410110', 255]",1571529600
92,"[1562515200, '100.33', '105.41', '99.14', '103.62', '102.37', '2094.83511698', 361]",1571529600
93,"[1562529600, '103.07', '107.47', '102.50', '107.47', '105.54', '1628.90145702', 293]",1571529600
94,"[1562544000, '107.32', '107.58', '104.55', '104.65', '106.26', '853.58396688', 148]",1571529600
95,"[1562558400, '104.65', '104.98', '104.00', '104.14', '104.49', '257.49594339', 56]",1571529600
96,"[1562572800, '104.20', '107.66', '101.08', '101.20', '105.29', '2748.59863016', 319]",1571529600
97,"[1562587200, '101.26', '105.45', '101.03', '103.00', '103.16', '3187.38594058', 365]",1571529600
98,"[1562601600, '103.23', '105.83', '101.27', '105.29', '103.47', '901.46499124', 141]",1571529600
99,"[1562616000, '105.30', '105.52', '100.84', '101.95', '102.37', '1162.59646775', 245]",1571529600
100,"[1562630400, '101.79', '103.55', '101.39', '103.53', '102.81', '961.27560227', 144]",1571529600
101,"[1562644800, '103.55', '104.77', '101.80', '102.16', '103.37', '1749.67709438', 248]",1571529600
102,"[1562659200, '102.48', '103.88', '101.39', '101.80', '102.47', '1915.19601570', 285]",1571529600
103,"[1562673600, '101.74', '102.78', '100.97', '101.94', '102.21', '1279.86047765', 178]",1571529600
104,"[1562688000, '101.98', '103.04', '98.02', '99.32', '100.42', '1442.88449182', 308]",1571529600
105,"[1562702400, '99.31', '100.19', '97.77', '99.55', '98.52', '622.02134169', 117]",1571529600
106,"[1562716800, '99.74', '101.58', '99.74', '100.71', '100.56', '841.34223024', 156]",1571529600
107,"[1562731200, '100.57', '101.98', '100.03', '100.63', '101.24', '499.69731063', 94]",1571529600
108,"[1562745600, '100.63', '102.04', '100.63', '100.75', '101.41', '1225.48729422', 238]",1571529600
109,"[1562760000, '100.96', '100.96', '94.47', '95.76', '96.83', '4783.39889411', 745]",1571529600
110,"[1562774400, '95.46', '95.89', '93.08', '95.05', '94.48', '2396.33463693', 393]",1571529600
111,"[1562788800, '94.82', '95.13', '92.36', '94.95', '93.91', '1819.94338771', 257]",1571529600
112,"[1562803200, '94.82', '94.98', '92.42', '92.57', '94.15', '307.14779477', 62]",1571529600
113,"[1562817600, '92.58', '92.58', '82.88', '89.83', '89.84', '5641.17623051', 416]",1571529600
114,"[1562832000, '89.86', '89.86', '85.20', '89.01', '88.07', '2759.88929034', 205]",1571529600
115,"[1562846400, '89.01', '93.70', '89.01', '91.64', '91.69', '1789.30210292', 309]",1571529600
116,"[1562860800, '91.85', '94.50', '91.49', '93.51', '93.56', '1163.06807014', 213]",1571529600
117,"[1562875200, '92.98', '93.21', '88.87', '88.87', '90.96', '2760.27667563', 377]",1571529600
118,"[1562889600, '89.74', '89.74', '86.42', '86.51', '88.24', '612.38038964', 165]",1571529600
119,"[1562904000, '86.51', '90.74', '86.25', '90.73', '87.18', '1289.43140751', 259]",1571529600
120,"[1562918400, '90.73', '93.12', '90.47', '93.12', '91.60', '108.47641784', 33]",1571529600
121,"[1562932800, '93.70', '94.02', '91.99', '92.01', '93.42', '397.44842289', 121]",1571529600
122,"[1562947200, '92.00', '94.70', '91.60', '94.70', '92.45', '4523.49031088', 274]",1571529600
123,"[1562961600, '94.71', '98.48', '94.71', '97.85', '97.24', '1475.91992853', 305]",1571529600
124,"[1562976000, '98.34', '98.34', '94.81', '94.93', '96.64', '1192.80466668', 152]",1571529600
125,"[1562990400, '94.77', '95.23', '92.97', '92.97', '94.77', '735.23047736', 144]",1571529600
126,"[1563004800, '92.97', '93.66', '91.08', '92.09', '92.13', '471.90398888', 70]",1571529600
127,"[1563019200, '92.09', '94.22', '91.63', '93.56', '92.89', '275.35166892', 77]",1571529600
128,"[1563033600, '93.56', '93.61', '90.95', '92.52', '92.05', '921.02551977', 91]",1571529600
129,"[1563048000, '91.72', '93.24', '89.00', '93.24', '90.76', '1440.69298366', 247]",1571529600
130,"[1563062400, '93.71', '94.73', '92.98', '93.90', '93.87', '976.46620052', 268]",1571529600
131,"[1563076800, '94.03', '94.03', '92.17', '92.30', '92.90', '324.74293076', 47]",1571529600
132,"[1563091200, '92.15', '92.22', '86.86', '86.91', '89.08', '1211.59197597', 263]",1571529600
133,"[1563105600, '87.12', '90.21', '86.00', '86.00', '87.58', '1121.25819490', 268]",1571529600
134,"[1563120000, '86.00', '88.56', '85.93', '86.22', '86.75', '768.98178908', 87]",1571529600
135,"[1563134400, '86.85', '89.01', '85.88', '88.45', '88.47', '337.92013837', 236]",1571529600
136,"[1563148800, '88.45', '88.45', '80.37', '83.36', '82.98', '3281.69136104', 596]",1571529600
137,"[1563163200, '83.19', '83.21', '76.33', '81.20', '79.42', '3168.43400181', 466]",1571529600
138,"[1563177600, '81.26', '81.53', '79.92', '80.66', '80.73', '723.38117729', 128]",1571529600
139,"[1563192000, '80.72', '82.29', '78.73', '81.86', '80.87', '1518.31284085', 184]",1571529600
140,"[1563206400, '81.86', '87.87', '80.02', '87.87', '84.31', '1816.67288804', 246]",1571529600
141,"[1563220800, '87.87', '90.32', '87.87', '90.12', '89.01', '1351.21004260', 224]",1571529600
142,"[1563235200, '89.13', '89.28', '85.56', '86.12', '87.71', '583.29065791', 122]",1571529600
143,"[1563249600, '86.01', '86.40', '84.25', '85.34', '85.23', '558.06669320', 149]",1571529600
144,"[1563264000, '85.34', '85.92', '83.17', '83.73', '84.90', '656.46353821', 145]",1571529600
145,"[1563278400, '83.68', '83.70', '80.72', '83.56', '81.89', '531.21479192', 146]",1571529600
146,"[1563292800, '83.60', '83.60', '74.64', '75.91', '78.14', '5064.43530014', 740]",1571529600
147,"[1563307200, '75.91', '77.90', '73.65', '74.48', '75.04', '1769.53369499', 267]",1571529600
148,"[1563321600, '74.28', '75.50', '72.00', '72.98', '73.74', '2800.81612062', 340]",1571529600
149,"[1563336000, '72.98', '75.22', '72.66', '74.90', '73.71', '881.05204140', 125]",1571529600
150,"[1563350400, '74.96', '75.89', '72.91', '73.65', '74.55', '2665.44346327', 285]",1571529600
151,"[1563364800, '73.47', '80.14', '73.05', '78.95', '76.68', '1296.49888311', 224]",1571529600
152,"[1563379200, '79.06', '80.68', '77.76', '77.97', '79.51', '1866.72760753', 248]",1571529600
153,"[1563393600, '77.87', '79.84', '76.41', '76.70', '78.34', '1338.46520502', 260]",1571529600
154,"[1563408000, '76.70', '76.89', '75.24', '75.90', '76.12', '360.59389853', 48]",1571529600
155,"[1563422400, '75.90', '78.06', '75.90', '77.12', '77.22', '524.89287635', 45]",1571529600
156,"[1563436800, '77.12', '80.44', '76.29', '80.44', '79.13', '332.93138030', 70]",1571529600
157,"[1563451200, '80.18', '84.63', '75.63', '83.63', '80.53', '5106.59352041', 571]",1571529600
158,"[1563465600, '83.25', '85.64', '82.59', '83.85', '83.93', '1266.04602246', 266]",1571529600
159,"[1563480000, '83.81', '85.44', '83.27', '85.00', '83.81', '880.86528449', 113]",1571529600
160,"[1563494400, '84.15', '84.67', '83.36', '83.36', '84.12', '214.90690597', 40]",1571529600
161,"[1563508800, '83.20', '83.23', '82.17', '83.03', '82.69', '944.46764469', 91]",1571529600
162,"[1563523200, '83.03', '84.07', '80.54', '81.14', '81.54', '527.99787871', 118]",1571529600
163,"[1563537600, '81.14', '84.55', '80.88', '82.20', '82.61', '1251.19369178', 206]",1571529600
164,"[1563552000, '81.59', '82.42', '81.59', '82.10', '81.96', '205.00482295', 42]",1571529600
165,"[1563566400, '82.10', '83.48', '82.07', '82.27', '82.68', '627.39744530', 79]",1571529600
166,"[1563580800, '82.66', '83.29', '81.49', '82.98', '82.63', '618.46891608', 100]",1571529600
167,"[1563595200, '82.98', '84.06', '82.64', '83.62', '83.29', '147.12253198', 35]",1571529600
168,"[1563609600, '83.62', '85.31', '83.31', '84.60', '84.02', '1007.24034822', 96]",1571529600
169,"[1563624000, '84.72', '86.34', '84.72', '85.29', '85.49', '812.80669171', 121]",1571529600
170,"[1563638400, '85.32', '88.10', '84.86', '86.70', '86.75', '378.30684080', 102]",1571529600
171,"[1563652800, '86.70', '88.10', '84.92', '85.45', '86.80', '1380.97061208', 197]",1571529600
172,"[1563667200, '85.45', '86.48', '84.74', '84.88', '85.70', '349.00161809', 58]",1571529600
173,"[1563681600, '84.58', '85.29', '84.28', '85.26', '84.88', '195.20410179', 39]",1571529600
174,"[1563696000, '85.26', '87.94', '84.49', '87.55', '85.71', '772.60722647', 123]",1571529600
175,"[1563710400, '87.55', '87.58', '83.84', '83.94', '85.03', '502.42334172', 100]",1571529600
176,"[1563724800, '84.47', '84.67', '83.37', '83.86', '84.31', '423.61315032', 66]",1571529600
177,"[1563739200, '83.86', '85.43', '83.27', '83.53', '84.28', '302.54499792', 78]",1571529600
178,"[1563753600, '84.30', '84.85', '83.86', '84.50', '84.03', '435.77587178', 48]",1571529600
179,"[1563768000, '84.50', '84.75', '83.99', '84.75', '84.12', '138.57665762', 29]",1571529600
180,"[1563782400, '84.75', '85.32', '83.13', '84.99', '84.11', '417.01445394', 57]",1571529600
181,"[1563796800, '84.99', '85.25', '81.37', '82.00', '83.45', '534.59961816', 91]",1571529600
182,"[1563811200, '82.00', '82.75', '81.50', '82.02', '82.18', '1166.66562578', 156]",1571529600
183,"[1563825600, '82.02', '84.84', '82.02', '83.19', '83.26', '355.21469792', 77]",1571529600
184,"[1563840000, '83.16', '83.54', '82.92', '83.06', '83.17', '73.42060951', 28]",1571529600
185,"[1563854400, '83.06', '83.20', '80.76', '82.28', '81.91', '594.05272668', 95]",1571529600
186,"[1563868800, '82.28', '83.44', '80.92', '83.44', '81.90', '763.23032526', 139]",1571529600
187,"[1563883200, '83.44', '83.60', '80.18', '80.80', '81.35', '464.63071465', 123]",1571529600
188,"[1563897600, '80.80', '83.16', '80.50', '83.02', '81.28', '217.71394840', 39]",1571529600
189,"[1563912000, '83.02', '83.99', '81.09', '81.16', '81.95', '189.72824462', 36]",1571529600
190,"[1563926400, '80.80', '81.20', '78.74', '80.99', '79.93', '587.23307567', 106]",1571529600
191,"[1563940800, '80.99', '81.71', '80.08', '80.24', '80.62', '600.94487939', 64]",1571529600
192,"[1563955200, '80.24', '81.61', '80.24', '80.88', '81.03', '161.65304748', 50]",1571529600
193,"[1563969600, '80.88', '82.17', '80.59', '81.77', '81.67', '787.53214161', 85]",1571529600
194,"[1563984000, '81.77', '81.77', '78.79', '79.60', '79.58', '1341.39286475', 210]",1571529600
195,"[1563998400, '79.57', '81.25', '79.31', '80.19', '80.34', '558.07672062', 108]",1571529600
196,"[1564012800, '80.19', '83.31', '80.19', '82.75', '82.37', '636.04653193', 127]",1571529600
197,"[1564027200, '82.75', '82.89', '81.50', '81.54', '82.24', '1070.43367421', 108]",1571529600
198,"[1564041600, '81.54', '83.03', '81.54', '83.03', '82.07', '416.26960405', 66]",1571529600
199,"[1564056000, '83.01', '83.56', '81.46', '81.79', '82.20', '762.74938814', 109]",1571529600
200,"[1564070400, '81.79', '82.19', '80.66', '80.76', '81.71', '563.85127994', 62]",1571529600
201,"[1564084800, '80.76', '81.45', '80.38', '81.18', '80.78', '427.72309332', 55]",1571529600
202,"[1564099200, '80.11', '80.11', '78.86', '79.15', '79.44', '400.44653263', 64]",1571529600
203,"[1564113600, '79.18', '79.81', '79.04', '79.81', '79.24', '122.47312524', 33]",1571529600
204,"[1564128000, '79.81', '81.35', '79.63', '80.35', '80.53', '1113.89313173', 108]",1571529600
205,"[1564142400, '80.35', '80.35', '79.24', '79.78', '79.67', '945.77412834', 93]",1571529600
206,"[1564156800, '79.78', '80.34', '79.38', '80.04', '79.84', '354.60435865', 56]",1571529600
207,"[1564171200, '80.04', '80.54', '79.32', '80.54', '80.09', '582.78255472', 75]",1571529600
208,"[1564185600, '80.54', '83.14', '80.53', '82.40', '82.38', '746.00127479', 164]",1571529600
209,"[1564200000, '82.66', '82.78', '82.25', '82.36', '82.50', '322.78176196', 70]",1571529600
210,"[1564214400, '82.36', '82.50', '77.91', '78.46', '79.44', '1691.01805796', 258]",1571529600
211,"[1564228800, '78.46', '78.77', '77.03', '77.97', '77.84', '586.44730004', 99]",1571529600
212,"[1564243200, '77.92', '78.81', '77.92', '78.35', '78.46', '146.04071266', 26]",1571529600
213,"[1564257600, '78.35', '78.92', '77.58', '78.66', '78.50', '451.79515286', 63]",1571529600
214,"[1564272000, '78.46', '80.37', '78.46', '79.97', '79.54', '272.22849848', 43]",1571529600
215,"[1564286400, '80.04', '83.45', '80.04', '81.01', '82.33', '1166.72310672', 129]",1571529600
216,"[1564300800, '81.01', '81.14', '80.58', '80.98', '80.72', '99.85205881', 19]",1571529600
217,"[1564315200, '80.74', '80.74', '79.61', '80.53', '80.12', '92.15224605', 27]",1571529600
218,"[1564329600, '80.53', '80.53', '80.00', '80.03', '80.02', '48.28874672', 8]",1571529600
219,"[1564344000, '80.00', '80.71', '77.01', '80.39', '78.76', '3954.62159981', 355]",1571529600
220,"[1564358400, '80.13', '81.52', '80.09', '80.62', '80.95', '461.46674008', 74]",1571529600
221,"[1564372800, '80.84', '80.84', '80.00', '80.24', '80.26', '249.82838047', 35]",1571529600
222,"[1564387200, '80.24', '80.40', '78.19', '78.77', '79.15', '600.69601388', 98]",1571529600
223,"[1564401600, '78.77', '79.17', '78.49', '78.49', '79.00', '510.01843189', 79]",1571529600
224,"[1564416000, '78.49', '79.66', '77.74', '77.92', '78.34', '2218.53328786', 197]",1571529600
225,"[1564430400, '77.92', '78.95', '77.92', '78.26', '78.24', '1050.83232704', 105]",1571529600
226,"[1564444800, '78.19', '78.34', '77.92', '77.92', '77.93', '2990.05917499', 443]",1571529600
227,"[1564459200, '77.92', '79.01', '77.92', '78.46', '78.31', '612.38147672', 120]",1571529600
228,"[1564473600, '78.46', '79.57', '78.45', '78.86', '78.63', '374.75038401', 44]",1571529600
229,"[1564488000, '78.92', '80.97', '78.92', '79.75', '80.24', '1562.20682221', 186]",1571529600
230,"[1564502400, '79.93', '80.00', '78.83', '79.30', '79.29', '949.62709218', 172]",1571529600
231,"[1564516800, '79.29', '79.69', '78.36', '78.36', '79.25', '251.17822264', 40]",1571529600
232,"[1564531200, '78.30', '79.35', '78.15', '78.15', '78.91', '896.63675743', 75]",1571529600
233,"[1564545600, '78.15', '80.08', '78.15', '80.03', '79.26', '137.61713880', 30]",1571529600
234,"[1564560000, '79.90', '80.52', '79.90', '80.36', '80.13', '186.69038989', 23]",1571529600
235,"[1564574400, '80.60', '82.83', '80.60', '82.43', '82.02', '478.55663506', 65]",1571529600
236,"[1564588800, '82.42', '82.54', '79.81', '79.93', '81.69', '872.38221202', 74]",1571529600
237,"[1564603200, '79.99', '80.74', '79.99', '80.74', '80.30', '415.23330673', 56]",1571529600
238,"[1564617600, '80.74', '81.49', '79.77', '81.06', '80.59', '688.16782697', 119]",1571529600
239,"[1564632000, '81.05', '81.23', '80.24', '80.54', '80.49', '277.71549521', 34]",1571529600
240,"[1564646400, '80.54', '81.06', '80.54', '80.94', '80.79', '94.34646320', 17]",1571529600
241,"[1564660800, '80.94', '81.49', '80.69', '80.81', '80.82', '108.24613523', 20]",1571529600
242,"[1564675200, '80.87', '82.19', '80.64', '81.93', '81.51', '774.99958866', 86]",1571529600
243,"[1564689600, '81.93', '82.94', '81.93', '82.35', '82.36', '517.70331273', 102]",1571529600
244,"[1564704000, '82.56', '83.69', '81.32', '83.26', '82.71', '1760.83646758', 142]",1571529600
245,"[1564718400, '83.26', '84.51', '83.17', '84.10', '83.98', '318.78874119', 53]",1571529600
246,"[1564732800, '83.70', '83.95', '83.42', '83.87', '83.77', '273.28602377', 42]",1571529600
247,"[1564747200, '83.87', '85.60', '83.87', '85.05', '84.75', '688.00019508', 100]",1571529600
248,"[1564761600, '85.13', '85.25', '83.31', '83.32', '84.13', '999.37750929', 127]",1571529600
249,"[1564776000, '83.38', '84.10', '82.93', '84.10', '83.20', '206.66363080', 50]",1571529600
250,"[1564790400, '84.00', '86.26', '84.00', '86.11', '85.17', '424.46930876', 70]",1571529600
251,"[1564804800, '86.05', '87.85', '85.39', '87.85', '86.73', '195.68419848', 56]",1571529600
252,"[1564819200, '87.84', '88.31', '86.94', '87.20', '87.57', '850.33338089', 97]",1571529600
253,"[1564833600, '87.24', '87.25', '85.57', '86.20', '86.45', '738.24033892', 98]",1571529600
254,"[1564848000, '86.20', '87.32', '86.20', '86.73', '86.81', '735.18822307', 86]",1571529600
255,"[1564862400, '87.06', '88.27', '87.01', '88.05', '87.41', '426.89975698', 114]",1571529600
256,"[1564876800, '88.05', '88.60', '86.69', '87.44', '87.45', '271.60042935', 90]",1571529600
257,"[1564891200, '87.44', '87.44', '85.70', '86.80', '86.52', '472.60037580', 64]",1571529600
258,"[1564905600, '86.58', '86.87', '86.32', '86.67', '86.63', '25.67794627', 13]",1571529600
259,"[1564920000, '86.67', '88.48', '86.37', '88.48', '87.59', '235.81531356', 70]",1571529600
260,"[1564934400, '88.50', '88.67', '88.11', '88.34', '88.43', '138.63156632', 65]",1571529600
261,"[1564948800, '88.35', '88.95', '87.48', '88.34', '88.25', '863.69997671', 144]",1571529600
262,"[1564963200, '88.24', '91.42', '88.18', '90.94', '89.71', '1893.62317698', 228]",1571529600
263,"[1564977600, '91.44', '92.59', '90.49', '92.06', '90.97', '547.04076623', 96]",1571529600
264,"[1564992000, '92.06', '94.75', '92.04', '94.56', '93.51', '1571.98644895', 202]",1571529600
265,"[1565006400, '94.80', '95.10', '91.78', '92.38', '93.14', '733.80260942', 149]",1571529600
266,"[1565020800, '92.50', '94.24', '92.50', '92.88', '93.25', '675.58180109', 124]",1571529600
267,"[1565035200, '92.88', '94.31', '92.56', '93.54', '93.30', '422.21073211', 76]",1571529600
268,"[1565049600, '93.55', '94.24', '91.17', '91.26', '92.88', '763.92504653', 168]",1571529600
269,"[1565064000, '91.26', '96.28', '90.68', '96.19', '94.94', '520.71467880', 139]",1571529600
270,"[1565078400, '96.30', '96.89', '92.50', '92.95', '94.89', '1650.29140046', 330]",1571529600
271,"[1565092800, '92.95', '93.20', '91.71', '92.72', '92.44', '1006.90649384', 152]",1571529600
272,"[1565107200, '92.46', '93.68', '91.69', '92.25', '92.54', '712.24413635', 94]",1571529600
273,"[1565121600, '92.15', '92.15', '88.01', '89.65', '89.28', '1693.63288950', 302]",1571529600
274,"[1565136000, '89.63', '91.25', '89.11', '91.02', '89.76', '243.48072627', 102]",1571529600
275,"[1565150400, '91.02', '92.19', '91.02', '91.60', '91.58', '151.32507430', 88]",1571529600
276,"[1565164800, '91.60', '92.71', '90.99', '92.47', '92.35', '638.69120968', 96]",1571529600
