,XXMRZUSD,last
277,"[1565179200, '92.47', '95.99', '92.47', '93.09', '94.11', '1897.63409552', 326]",1571529600
278,"[1565193600, '93.09', '95.05', '91.74', '95.05', '93.47', '409.78520309', 113]",1571529600
279,"[1565208000, '95.25', '97.61', '94.62', '97.44', '96.46', '2478.23646001', 342]",1571529600
280,"[1565222400, '97.50', '97.70', '95.36', '95.36', '96.89', '155.53414877', 52]",1571529600
281,"[1565236800, '95.36', '95.44', '94.10', '94.52', '94.63', '647.94698307', 96]",1571529600
282,"[1565251200, '94.52', '95.37', '93.56', '93.56', '94.63', '314.37459494', 85]",1571529600
283,"[1565265600, '93.75', '94.42', '92.67', '93.09', '93.28', '498.90378335', 123]",1571529600
284,"[1565280000, '92.50', '93.41', '91.41', '91.65', '92.15', '629.21460226', 183]",1571529600
285,"[1565294400, '91.61', '95.80', '91.18', '95.75', '93.41', '1016.19687655', 171]",1571529600
286,"[1565308800, '95.80', '95.80', '93.88', '94.09', '94.83', '387.00712600', 80]",1571529600
287,"[1565323200, '94.09', '94.51', '92.63', '92.89', '93.21', '1110.91830446', 112]",1571529600
288,"[1565337600, '92.89', '94.02', '91.12', '92.16', '92.45', '1098.68122720', 178]",1571529600
289,"[1565352000, '92.16', '93.84', '91.72', '92.84', '92.74', '878.13303207', 115]",1571529600
290,"[1565366400, '92.55', '93.44', '92.20', '93.15', '92.78', '360.78230454', 99]",1571529600
291,"[1565380800, '93.14', '94.25', '92.93', '93.37', '93.53', '336.43335443', 95]",1571529600
292,"[1565395200, '93.37', '94.09', '93.24', '93.25', '93.55', '461.22650527', 54]",1571529600
293,"[1565409600, '93.22', '94.36', '93.07', '93.42', '93.45', '779.83664524', 80]",1571529600
294,"[1565424000, '93.42', '94.86', '89.83', '91.09', '92.12', '920.43331742', 190]",1571529600
295,"[1565438400, '91.13', '91.84', '90.73', '91.14', '91.22', '335.45796001', 59]",1571529600
296,"[1565452800, '91.14', '91.48', '90.18', '90.75', '90.84', '373.50669270', 135]",1571529600
297,"[1565467200, '90.83', '90.97', '90.36', '90.46', '90.59', '719.35170030', 104]",1571529600
298,"[1565481600, '90.46', '91.81', '90.11', '91.40', '91.27', '250.23817764', 73]",1571529600
299,"[1565496000, '91.40', '91.57', '91.20', '91.25', '91.31', '54.17366178', 38]",1571529600
300,"[1565510400, '91.25', '91.34', '89.61', '91.16', '90.44', '301.98822490', 88]",1571529600
301,"[1565524800, '91.86', '91.86', '91.18', '91.33', '91.55', '466.17638708', 37]",1571529600
302,"[1565539200, '91.10', '91.88', '91.10', '91.29', '91.56', '479.81229326', 70]",1571529600
303,"[1565553600, '91.29', '92.48', '91.00', '92.36', '91.85', '660.29911416', 81]",1571529600
304,"[1565568000, '91.69', '91.88', '91.07', '91.19', '91.55', '157.12192804', 39]",1571529600
305,"[1565582400, '91.19', '91.33', '90.58', '90.71', '90.91', '60.72222206', 26]",1571529600
306,"[1565596800, '90.71', '91.00', '90.37', '90.90', '90.71', '208.31541260', 51]",1571529600
307,"[1565611200, '90.90', '91.32', '90.08', '91.32', '90.58', '192.07998117', 57]",1571529600
308,"[1565625600, '91.32', '91.45', '91.12', '91.45', '91.40', '105.95484722', 16]",1571529600
309,"[1565640000, '91.55', '91.72', '90.99', '91.17', '91.42', '107.86567587', 42]",1571529600
310,"[1565654400, '91.12', '91.64', '90.64', '90.64', '91.18', '690.69651182', 99]",1571529600
311,"[1565668800, '90.64', '90.70', '90.08', '90.25', '90.39', '186.52372132', 40]",1571529600
312,"[1565683200, '90.25', '90.26', '78.08', '89.55', '88.19', '3891.58153747', 266]",1571529600
313,"[1565697600, '89.55', '89.65', '86.11', '86.22', '87.54', '2184.51672690', 261]",1571529600
314,"[1565712000, '86.27', '86.69', '84.63', '85.52', '85.34', '507.75663246', 123]",1571529600
315,"[1565726400, '85.67', '86.27', '85.06', '85.31', '85.60', '560.16617965', 103]",1571529600
316,"[1565740800, '85.31', '85.40', '83.26', '84.50', '84.10', '380.47520177', 133]",1571529600
317,"[1565755200, '84.50', '84.65', '83.95', '84.16', '84.34', '202.62117386', 75]",1571529600
318,"[1565769600, '84.16', '84.18', '82.98', '83.19', '83.59', '507.00477519', 73]",1571529600
319,"[1565784000, '83.80', '84.50', '82.70', '83.09', '83.53', '387.82162257', 64]",1571529600
320,"[1565798400, '83.09', '84.09', '79.00', '79.00', '80.50', '2080.09891674', 432]",1571529600
321,"[1565812800, '78.73', '79.75', '78.00', '78.30', '78.94', '1751.00337054', 166]",1571529600
322,"[1565827200, '79.59', '79.68', '77.40', '77.40', '78.73', '867.34797429', 125]",1571529600
323,"[1565841600, '77.42', '77.42', '73.89', '76.81', '75.63', '3563.55254648', 463]",1571529600
324,"[1565856000, '77.16', '80.18', '76.95', '79.81', '78.16', '886.06598417', 121]",1571529600
325,"[1565870400, '79.81', '80.17', '78.70', '80.15', '79.46', '945.68445854', 198]",1571529600
326,"[1565884800, '80.30', '80.69', '79.28', '80.09', '79.97', '499.84597710', 110]",1571529600
327,"[1565899200, '80.09', '83.10', '80.09', '82.64', '81.95', '587.79324543', 175]",1571529600
328,"[1565913600, '82.64', '83.25', '82.26', '82.26', '82.84', '659.35417914', 83]",1571529600
329,"[1565928000, '82.26', '82.26', '77.66', '78.60', '79.58', '1016.29184115', 175]",1571529600
330,"[1565942400, '78.60', '81.06', '78.37', '81.06', '79.79', '1377.84278772', 149]",1571529600
331,"[1565956800, '81.06', '82.13', '80.00', '81.66', '80.87', '330.67065219', 77]",1571529600
332,"[1565971200, '81.66', '83.13', '81.66', '82.42', '82.83', '632.55443247', 128]",1571529600
333,"[1565985600, '82.42', '82.83', '81.24', '82.25', '82.11', '1197.71206505', 154]",1571529600
334,"[1566000000, '82.25', '82.91', '81.77', '82.70', '82.40', '55.99643373', 22]",1571529600
335,"[1566014400, '82.31', '83.16', '82.31', '83.16', '82.80', '29.10015758', 14]",1571529600
336,"[1566028800, '83.16', '83.72', '82.68', '83.28', '83.07', '823.18437132', 63]",1571529600
337,"[1566043200, '83.15', '83.15', '82.53', '82.84', '82.92', '108.31868920', 15]",1571529600
338,"[1566057600, '82.84', '82.84', '80.87', '81.81', '81.92', '256.73040153', 37]",1571529600
339,"[1566072000, '81.81', '81.87', '81.25', '81.87', '81.75', '15.20935147', 7]",1571529600
340,"[1566086400, '82.03', '82.53', '81.99', '82.04', '82.36', '46.89310249', 23]",1571529600
341,"[1566100800, '82.04', '82.08', '81.83', '81.83', '82.00', '86.12196172', 9]",1571529600
342,"[1566115200, '82.03', '84.22', '81.87', '83.70', '83.77', '625.39695946', 98]",1571529600
343,"[1566129600, '83.97', '84.83', '83.97', '84.43', '84.25', '641.09631364', 88]",1571529600
344,"[1566144000, '84.43', '85.10', '83.97', '83.98', '84.72', '208.68870126', 48]",1571529600
345,"[1566158400, '83.98', '88.28', '83.77', '88.07', '86.18', '984.79227271', 216]",1571529600
346,"[1566172800, '88.07', '88.10', '85.80', '85.80', '87.71', '425.97834177', 97]",1571529600
347,"[1566187200, '85.80', '86.52', '84.51', '86.35', '85.47', '503.74113048', 88]",1571529600
348,"[1566201600, '86.35', '87.00', '86.35', '86.78', '86.75', '80.78435260', 17]",1571529600
349,"[1566216000, '86.78', '88.28', '86.54', '88.01', '87.81', '341.30185466', 50]",1571529600
350,"[1566230400, '88.11', '88.28', '86.87', '86.87', '87.82', '952.65515569', 121]",1571529600
351,"[1566244800, '86.87', '90.46', '86.55', '89.91', '87.68', '1168.06768061', 158]",1571529600
352,"[1566259200, '89.91', '90.93', '87.80', '87.83', '89.25', '533.65655538', 97]",1571529600
353,"[1566273600, '87.83', '89.08', '87.83', '88.69', '88.33', '584.07864932', 75]",1571529600
354,"[1566288000, '88.69', '88.69', '86.31', '86.83', '86.79', '412.38107100', 88]",1571529600
355,"[1566302400, '86.83', '86.83', '85.76', '86.47', '86.27', '387.98847116', 101]",1571529600
356,"[1566316800, '86.47', '86.98', '86.23', '86.31', '86.63', '188.97837621', 42]",1571529600
357,"[1566331200, '85.65', '86.36', '84.43', '85.90', '85.30', '434.24802975', 97]",1571529600
358,"[1566345600, '85.90', '86.41', '81.73', '82.23', '84.13', '1363.08753151', 192]",1571529600
359,"[1566360000, '82.23', '82.23', '81.14', '81.47', '81.69', '532.71828746', 109]",1571529600
360,"[1566374400, '81.27', '81.67', '80.56', '81.12', '80.93', '426.84359038', 81]",1571529600
361,"[1566388800, '81.00', '81.08', '79.00', '79.97', '79.71', '514.03557089', 187]",1571529600
362,"[1566403200, '79.97', '82.61', '79.08', '81.34', '80.91', '424.97386194', 105]",1571529600
363,"[1566417600, '81.34', '81.48', '79.90', '80.65', '80.56', '327.06767781', 68]",1571529600
364,"[1566432000, '80.65', '80.97', '78.60', '79.34', '79.18', '657.20396566', 119]",1571529600
365,"[1566446400, '79.31', '80.25', '79.31', '80.09', '79.71', '421.53522803', 49]",1571529600
366,"[1566460800, '79.62', '80.51', '79.24', '80.01', '79.93', '132.77496136', 28]",1571529600
367,"[1566475200, '80.33', '82.70', '80.33', '82.28', '81.66', '464.48652556', 89]",1571529600
368,"[1566489600, '82.47', '83.20', '81.78', '82.43', '82.47', '482.16139435', 158]",1571529600
369,"[1566504000, '82.64', '83.32', '81.88', '82.19', '82.68', '761.46723690', 114]",1571529600
370,"[1566518400, '82.20', '82.20', '81.38', '82.02', '81.70', '277.47603353', 73]",1571529600
371,"[1566532800, '82.04', '82.61', '81.51', '82.33', '82.01', '2485.97655564', 184]",1571529600
372,"[1566547200, '82.19', '82.19', '81.25', '81.72', '81.74', '75.08850223', 32]",1571529600
373,"[1566561600, '81.72', '83.55', '81.72', '82.36', '82.62', '449.26521394', 100]",1571529600
374,"[1566576000, '82.50', '83.89', '82.50', '83.11', '83.14', '696.07481160', 168]",1571529600
375,"[1566590400, '83.14', '83.76', '81.69', '82.27', '82.55', '1042.46373138', 229]",1571529600
376,"[1566604800, '82.27', '82.27', '80.56', '81.18', '81.08', '734.24675549', 153]",1571529600
377,"[1566619200, '81.18', '81.18', '80.74', '80.83', '80.83', '250.05692987', 13]",1571529600
378,"[1566633600, '80.83', '80.89', '78.64', '79.50', '79.52', '1082.27112825', 190]",1571529600
379,"[1566648000, '79.50', '80.08', '79.48', '79.67', '79.81', '211.58449667', 47]",1571529600
380,"[1566662400, '79.67', '80.29', '78.87', '79.20', '79.61', '266.16400282', 115]",1571529600
381,"[1566676800, '79.20', '80.64', '78.91', '80.64', '79.95', '309.74835561', 78]",1571529600
382,"[1566691200, '80.64', '80.90', '79.78', '80.39', '80.56', '361.81746124', 82]",1571529600
383,"[1566705600, '80.39', '80.39', '79.97', '80.27', '80.16', '157.27100982', 34]",1571529600
384,"[1566720000, '80.27', '80.96', '80.27', '80.96', '80.95', '247.00028687', 9]",1571529600
385,"[1566734400, '80.96', '82.37', '79.92', '80.70', '80.47', '1312.12585044', 203]",1571529600
386,"[1566748800, '80.60', '80.91', '79.14', '79.96', '80.21', '1384.13104926', 148]",1571529600
387,"[1566763200, '79.96', '80.55', '79.09', '80.55', '79.40', '328.92601815', 55]",1571529600
388,"[1566777600, '80.71', '84.34', '80.71', '81.38', '82.44', '2194.39116402', 313]",1571529600
389,"[1566792000, '81.57', '82.00', '81.13', '81.74', '81.67', '161.26008323', 46]",1571529600
390,"[1566806400, '81.70', '82.00', '81.48', '81.58', '81.80', '412.70049446', 49]",1571529600
391,"[1566820800, '81.87', '81.87', '81.12', '81.66', '81.35', '619.42297514', 81]",1571529600
392,"[1566835200, '81.66', '81.76', '79.47', '79.97', '80.59', '591.07666134', 110]",1571529600
393,"[1566849600, '79.97', '79.97', '79.00', '79.79', '79.34', '438.63064347', 110]",1571529600
394,"[1566864000, '79.79', '79.79', '77.82', '78.02', '78.58', '462.51827610', 100]",1571529600
395,"[1566878400, '78.02', '79.00', '78.02', '78.42', '78.61', '397.61289276', 78]",1571529600
396,"[1566892800, '78.49', '79.09', '78.10', '78.10', '78.31', '620.43773603', 85]",1571529600
397,"[1566907200, '78.08', '79.01', '77.91', '78.64', '78.47', '1151.19428648', 133]",1571529600
398,"[1566921600, '78.64', '79.07', '78.35', '78.35', '78.63', '183.17756790', 37]",1571529600
399,"[1566936000, '78.35', '78.36', '77.63', '78.36', '77.95', '367.68761864', 49]",1571529600
400,"[1566950400, '78.36', '78.36', '77.37', '77.45', '77.50', '562.04099760', 60]",1571529600
401,"[1566964800, '77.45', '79.31', '77.36', '79.31', '77.73', '1160.22096740', 135]",1571529600
402,"[1566979200, '79.02', '79.41', '78.01', '78.01', '79.08', '1421.82225202', 230]",1571529600
403,"[1566993600, '78.17', '79.24', '77.65', '77.65', '78.67', '342.59955450', 66]",1571529600
404,"[1567008000, '77.52', '77.52', '71.83', '71.93', '73.43', '4042.15241976', 703]",1571529600
405,"[1567022400, '71.93', '72.49', '71.76', '71.97', '71.98', '515.84850131', 131]",1571529600
406,"[1567036800, '71.89', '71.89', '70.42', '70.88', '70.82', '1015.70461682', 130]",1571529600
407,"[1567051200, '70.88', '70.88', '69.30', '69.45', '70.11', '433.98914011', 99]",1571529600
408,"[1567065600, '69.45', '70.41', '69.45', '70.22', '70.08', '72.82116096', 40]",1571529600
409,"[1567080000, '69.90', '69.94', '68.11', '69.06', '69.34', '1352.28166676', 191]",1571529600
410,"[1567094400, '69.06', '69.15', '68.09', '68.52', '68.92', '2035.03759220', 162]",1571529600
411,"[1567108800, '68.61', '68.97', '66.78', '66.78', '67.95', '556.81688623', 75]",1571529600
412,"[1567123200, '66.99', '67.01', '65.83', '66.35', '66.34', '481.33519197', 92]",1571529600
413,"[1567137600, '66.35', '66.80', '66.35', '66.65', '66.60', '467.85640016', 44]",1571529600
414,"[1567152000, '66.65', '67.83', '66.65', '67.83', '67.36', '14.68661333', 14]",1571529600
415,"[1567166400, '67.87', '68.14', '67.66', '67.66', '68.00', '237.55755488', 59]",1571529600
416,"[1567180800, '67.66', '67.83', '67.22', '67.75', '67.43', '139.18119655', 58]",1571529600
417,"[1567195200, '68.16', '68.38', '67.75', '68.08', '68.00', '149.24164474', 43]",1571529600
418,"[1567209600, '67.88', '68.17', '67.71', '68.00', '67.89', '221.13880500', 36]",1571529600
419,"[1567224000, '68.00', '68.00', '67.49', '67.49', '67.57', '0.85098283', 3]",1571529600
420,"[1567238400, '67.27', '67.36', '67.16', '67.25', '67.29', '24.16311647', 7]",1571529600
421,"[1567252800, '67.25', '67.27', '66.87', '67.02', '66.95', '326.79915287', 42]",1571529600
422,"[1567267200, '67.02', '67.28', '66.72', '67.00', '66.87', '871.45185292', 65]",1571529600
423,"[1567281600, '67.08', '67.99', '66.21', '67.40', '66.76', '230.44369965', 63]",1571529600
424,"[1567296000, '67.38', '67.56', '67.32', '67.56', '67.49', '336.84480220', 61]",1571529600
425,"[1567310400, '67.56', '67.57', '67.42', '67.52', '67.53', '19.76479366', 13]",1571529600
426,"[1567324800, '67.52', '67.52', '67.25', '67.48', '67.46', '121.89164874', 16]",1571529600
427,"[1567339200, '67.48', '67.55', '67.06', '67.37', '67.18', '124.50740000', 44]",1571529600
428,"[1567353600, '67.20', '68.76', '66.92', '68.76', '67.62', '203.68173142', 61]",1571529600
429,"[1567368000, '68.87', '74.59', '68.73', '71.74', '71.16', '2068.20547712', 388]",1571529600
430,"[1567382400, '71.77', '71.84', '70.69', '70.69', '71.21', '139.75332893', 60]",1571529600
431,"[1567396800, '70.68', '70.81', '70.35', '70.65', '70.70', '400.85451197', 79]",1571529600
432,"[1567411200, '70.65', '70.83', '69.94', '70.46', '70.13', '99.05354124', 34]",1571529600
433,"[1567425600, '70.46', '71.76', '70.46', '71.47', '71.20', '299.67028927', 96]",1571529600
434,"[1567440000, '71.63', '72.85', '71.56', '72.45', '72.30', '496.88745756', 124]",1571529600
435,"[1567454400, '72.45', '74.40', '72.45', '73.50', '73.83', '521.60011684', 126]",1571529600
436,"[1567468800, '73.53', '74.10', '73.35', '73.79', '73.43', '1257.88764342', 105]",1571529600
437,"[1567483200, '73.79', '73.86', '73.21', '73.46', '73.52', '133.68898023', 28]",1571529600
438,"[1567497600, '73.54', '74.19', '73.18', '74.18', '73.79', '335.84537889', 77]",1571529600
439,"[1567512000, '74.05', '75.79', '74.05', '74.98', '74.92', '455.01932263', 116]",1571529600
440,"[1567526400, '74.98', '75.48', '74.68', '75.23', '75.13', '220.26121020', 54]",1571529600
441,"[1567540800, '75.23', '75.32', '74.41', '75.26', '74.96', '383.92570114', 115]",1571529600
442,"[1567555200, '75.26', '75.26', '73.61', '73.72', '74.15', '83.03781512', 48]",1571529600
443,"[1567569600, '74.11', '74.20', '73.99', '74.15', '74.07', '29.89000000', 18]",1571529600
444,"[1567584000, '74.15', '74.15', '72.83', '72.83', '73.13', '42.55257832', 28]",1571529600
445,"[1567598400, '72.83', '72.95', '71.74', '72.00', '71.95', '417.40172836', 112]",1571529600
446,"[1567612800, '72.06', '73.97', '72.06', '73.62', '73.52', '255.69610618', 73]",1571529600
447,"[1567627200, '73.95', '74.12', '72.74', '74.00', '73.50', '404.80963145', 95]",1571529600
448,"[1567641600, '74.00', '74.48', '73.55', '74.21', '74.07', '68.43451571', 41]",1571529600
449,"[1567656000, '74.21', '76.52', '74.21', '75.88', '75.39', '6347.35490081', 200]",1571529600
450,"[1567670400, '75.88', '76.14', '74.85', '76.14', '75.64', '373.22448915', 53]",1571529600
451,"[1567684800, '75.69', '76.49', '75.30', '75.72', '76.02', '396.04747959', 78]",1571529600
452,"[1567699200, '75.93', '76.05', '75.20', '75.41', '75.60', '485.77570471', 64]",1571529600
453,"[1567713600, '75.64', '76.06', '75.53', '76.00', '75.84', '180.13677102', 60]",1571529600
454,"[1567728000, '76.00', '77.18', '75.48', '76.80', '76.47', '353.85291727', 100]",1571529600
455,"[1567742400, '76.80', '77.78', '76.80', '77.44', '77.35', '369.97844051', 63]",1571529600
456,"[1567756800, '77.61', '79.95', '77.61', '78.78', '78.97', '604.50640933', 149]",1571529600
457,"[1567771200, '78.82', '79.43', '78.04', '79.28', '78.98', '345.76434397', 61]",1571529600
458,"[1567785600, '78.83', '78.83', '75.69', '76.45', '77.01', '1007.87409493', 242]",1571529600
459,"[1567800000, '76.27', '76.30', '74.81', '75.33', '75.39', '1116.25971138', 145]",1571529600
460,"[1567814400, '75.33', '75.33', '74.06', '74.08', '74.38', '55.42711270', 45]",1571529600
461,"[1567828800, '74.08', '74.70', '74.00', '74.70', '74.43', '10.88884988', 20]",1571529600
462,"[1567843200, '74.70', '75.93', '74.70', '75.93', '75.23', '165.37148484', 44]",1571529600
463,"[1567857600, '75.93', '77.60', '75.93', '77.60', '77.06', '92.62221746', 47]",1571529600
464,"[1567872000, '77.60', '78.92', '77.33', '78.18', '78.26', '758.84669522', 110]",1571529600
465,"[1567886400, '78.18', '78.60', '78.00', '78.12', '78.37', '283.66867866', 54]",1571529600
466,"[1567900800, '78.12', '78.79', '78.10', '78.66', '78.48', '97.84174524', 31]",1571529600
467,"[1567915200, '78.84', '78.89', '78.47', '78.47', '78.68', '32.98883916', 16]",1571529600
468,"[1567929600, '78.47', '78.47', '75.72', '76.64', '77.19', '408.55802859', 110]",1571529600
469,"[1567944000, '76.64', '77.05', '76.62', '76.99', '76.79', '61.56196861', 20]",1571529600
470,"[1567958400, '76.99', '77.51', '76.75', '76.77', '77.04', '31.97954678', 31]",1571529600
471,"[1567972800, '77.07', '77.28', '76.40', '77.28', '76.44', '247.12736510', 33]",1571529600
472,"[1567987200, '77.28', '77.28', '76.14', '76.14', '76.65', '21.18873583', 13]",1571529600
473,"[1568001600, '76.14', '76.60', '75.25', '75.49', '76.11', '135.30466762', 44]",1571529600
474,"[1568016000, '75.18', '77.28', '74.91', '76.74', '76.15', '176.03382077', 68]",1571529600
475,"[1568030400, '76.74', '76.95', '76.17', '76.17', '76.53', '112.17510979', 46]",1571529600
476,"[1568044800, '76.17', '76.17', '74.77', '75.01', '75.15', '147.47902244', 67]",1571529600
477,"[1568059200, '75.19', '75.65', '74.50', '75.12', '74.99', '253.28127214', 70]",1571529600
478,"[1568073600, '75.12', '76.08', '75.12', '75.41', '75.73', '45.85738358', 20]",1571529600
479,"[1568088000, '75.12', '75.12', '74.25', '74.25', '74.64', '32.35136708', 25]",1571529600
480,"[1568102400, '74.37', '74.51', '72.42', '74.02', '73.00', '805.63501682', 205]",1571529600
481,"[1568116800, '74.02', '74.18', '72.74', '72.81', '73.51', '347.99438246', 61]",1571529600
482,"[1568131200, '72.90', '73.29', '71.59', '72.10', '72.40', '491.42719097', 112]",1571529600
483,"[1568145600, '72.00', '72.34', '71.76', '72.08', '71.99', '280.61948415', 71]",1571529600
484,"[1568160000, '72.08', '73.95', '72.08', '73.60', '73.28', '318.38681584', 82]",1571529600
485,"[1568174400, '73.60', '73.60', '69.81', '70.53', '71.29', '597.13917332', 166]",1571529600
486,"[1568188800, '70.66', '72.54', '70.54', '72.51', '71.46', '177.17998904', 52]",1571529600
487,"[1568203200, '72.47', '73.47', '72.47', '73.47', '72.81', '364.97463647', 68]",1571529600
488,"[1568217600, '73.94', '73.94', '72.63', '72.95', '73.20', '343.48432117', 61]",1571529600
489,"[1568232000, '72.95', '74.31', '72.71', '74.16', '73.54', '265.37850800', 68]",1571529600
490,"[1568246400, '74.38', '74.46', '71.94', '71.94', '72.58', '72.57914152', 41]",1571529600
491,"[1568260800, '71.94', '72.63', '71.94', '71.96', '72.43', '434.30172194', 66]",1571529600
492,"[1568275200, '71.96', '72.88', '71.96', '72.88', '72.36', '160.34976659', 39]",1571529600
493,"[1568289600, '73.00', '73.69', '72.49', '73.30', '72.97', '1719.19366401', 170]",1571529600
494,"[1568304000, '73.30', '74.47', '72.87', '74.27', '73.40', '562.23719436', 83]",1571529600
495,"[1568318400, '74.27', '75.62', '74.27', '74.78', '74.71', '267.09384163', 78]",1571529600
496,"[1568332800, '74.78', '75.11', '73.60', '73.67', '74.25', '992.30459912', 89]",1571529600
497,"[1568347200, '73.67', '73.96', '73.08', '73.65', '73.42', '348.23664579', 96]",1571529600
498,"[1568361600, '73.65', '73.65', '72.91', '73.45', '73.16', '133.73176918', 45]",1571529600
499,"[1568376000, '73.45', '73.77', '73.21', '73.49', '73.44', '499.70552983', 43]",1571529600
500,"[1568390400, '73.49', '73.68', '72.44', '73.07', '73.00', '904.00564886', 150]",1571529600
501,"[1568404800, '73.00', '76.70', '72.85', '76.68', '74.55', '1444.07052940', 415]",1571529600
502,"[1568419200, '76.70', '76.89', '75.36', '75.68', '76.35', '264.79053071', 128]",1571529600
503,"[1568433600, '75.68', '75.86', '74.56', '75.11', '75.09', '264.71952105', 49]",1571529600
504,"[1568448000, '75.11', '75.64', '74.27', '74.42', '74.79', '699.75186493', 61]",1571529600
505,"[1568462400, '74.42', '75.05', '74.00', '74.66', '74.46', '217.60637646', 81]",1571529600
506,"[1568476800, '74.70', '75.47', '74.59', '75.45', '75.21', '153.50021989', 45]",1571529600
507,"[1568491200, '75.45', '75.99', '75.22', '75.94', '75.58', '318.26818621', 60]",1571529600
508,"[1568505600, '75.94', '76.43', '74.01', '74.69', '75.20', '444.15682322', 86]",1571529600
509,"[1568520000, '74.69', '75.73', '74.58', '75.57', '75.20', '234.90667797', 52]",1571529600
510,"[1568534400, '75.57', '75.59', '74.52', '75.14', '75.19', '164.56170193', 44]",1571529600
511,"[1568548800, '75.14', '75.14', '74.82', '74.90', '74.99', '88.80271557', 18]",1571529600
512,"[1568563200, '74.90', '75.19', '74.90', '75.16', '75.01', '43.91718000', 21]",1571529600
513,"[1568577600, '75.16', '75.70', '74.99', '75.70', '75.22', '28.21201555', 18]",1571529600
514,"[1568592000, '75.70', '76.25', '75.53', '75.54', '75.80', '229.11673816', 41]",1571529600
515,"[1568606400, '75.48', '76.14', '75.28', '76.04', '75.61', '364.43510410', 67]",1571529600
516,"[1568620800, '76.04', '76.04', '73.76', '73.76', '74.57', '300.96213400', 68]",1571529600
517,"[1568635200, '73.50', '73.50', '71.35', '72.55', '72.42', '618.05271874', 132]",1571529600
518,"[1568649600, '72.54', '73.82', '72.36', '73.33', '73.39', '1636.30219855', 101]",1571529600
519,"[1568664000, '73.39', '75.85', '73.27', '75.21', '74.28', '2510.31942613', 531]",1571529600
520,"[1568678400, '75.29', '75.51', '74.36', '75.20', '75.05', '608.99275283', 238]",1571529600
521,"[1568692800, '75.20', '75.20', '73.72', '74.45', '74.51', '267.50219055', 72]",1571529600
522,"[1568707200, '74.45', '74.45', '73.28', '73.70', '73.74', '108.63850093', 31]",1571529600
523,"[1568721600, '73.70', '74.01', '73.56', '73.63', '73.79', '600.12667448', 69]",1571529600
524,"[1568736000, '73.63', '74.87', '73.63', '74.84', '74.28', '480.91727798', 124]",1571529600
525,"[1568750400, '74.95', '75.58', '74.00', '74.08', '74.84', '547.25856545', 141]",1571529600
526,"[1568764800, '74.08', '75.43', '74.00', '75.12', '74.69', '624.33440819', 54]",1571529600
527,"[1568779200, '75.12', '75.54', '74.54', '75.12', '74.98', '785.88129629', 96]",1571529600
528,"[1568793600, '75.21', '78.80', '75.18', '78.12', '77.73', '744.12727201', 157]",1571529600
529,"[1568808000, '78.12', '78.50', '77.17', '78.50', '78.10', '392.23347539', 104]",1571529600
530,"[1568822400, '78.50', '78.66', '77.15', '77.77', '77.95', '1152.78983015', 201]",1571529600
531,"[1568836800, '77.77', '82.26', '77.75', '81.00', '80.83', '3167.15440066', 443]",1571529600
532,"[1568851200, '81.12', '81.48', '72.96', '74.29', '76.65', '3411.95748432', 490]",1571529600
533,"[1568865600, '74.28', '74.34', '72.97', '74.34', '73.56', '1664.71565276', 200]",1571529600
534,"[1568880000, '74.29', '74.77', '73.65', '74.62', '74.27', '237.58086236', 45]",1571529600
535,"[1568894400, '74.62', '75.09', '73.65', '73.92', '74.63', '75.57511495', 41]",1571529600
536,"[1568908800, '73.92', '76.31', '73.92', '76.31', '75.32', '693.62204168', 118]",1571529600
537,"[1568923200, '76.31', '77.51', '75.27', '75.97', '76.19', '1453.48412055', 155]",1571529600
538,"[1568937600, '75.97', '76.11', '75.34', '75.73', '75.75', '533.32705944', 46]",1571529600
539,"[1568952000, '75.73', '76.58', '75.34', '76.33', '75.83', '31.11362925', 12]",1571529600
540,"[1568966400, '76.46', '77.90', '76.31', '76.87', '77.46', '390.50778695', 84]",1571529600
541,"[1568980800, '76.87', '77.43', '74.04', '74.04', '75.19', '379.28063877', 77]",1571529600
542,"[1568995200, '74.20', '74.92', '73.19', '73.44', '73.83', '168.89466430', 77]",1571529600
543,"[1569009600, '73.44', '74.29', '72.53', '73.88', '73.11', '566.81985350', 103]",1571529600
544,"[1569024000, '73.88', '73.88', '73.04', '73.07', '73.36', '585.70143028', 79]",1571529600
545,"[1569038400, '73.07', '73.44', '72.78', '73.44', '72.87', '74.91834254', 23]",1571529600
546,"[1569052800, '73.44', '73.54', '72.40', '73.54', '72.90', '355.03867152', 54]",1571529600
547,"[1569067200, '73.58', '73.60', '72.56', '73.25', '72.97', '345.73171592', 33]",1571529600
548,"[1569081600, '73.25', '73.61', '72.33', '72.33', '72.87', '225.24613735', 44]",1571529600
549,"[1569096000, '72.33', '73.01', '72.32', '72.44', '72.66', '108.84772843', 25]",1571529600
550,"[1569110400, '72.36', '72.41', '71.01', '71.02', '71.38', '526.64483238', 111]",1571529600
551,"[1569124800, '71.02', '73.37', '71.00', '73.21', '72.06', '257.12226976', 52]",1571529600
552,"[1569139200, '73.20', '73.72', '72.97', '73.51', '73.30', '287.77419919', 60]",1571529600
553,"[1569153600, '73.51', '73.97', '72.06', '72.41', '73.25', '176.01106455', 46]",1571529600
554,"[1569168000, '72.41', '72.41', '71.81', '72.01', '72.04', '60.91179546', 37]",1571529600
