time,open,high,low,close,vwap,vol
1561377600,0.126280,0.127300,0.125779,0.127000,0.126299,652946.79323817,184
1561392000,0.127000,0.128109,0.126000,0.126099,0.127193,732124.05869222,186
1561406400,0.126099,0.127500,0.125600,0.127500,0.126605,404799.14193964,99
1561420800,0.127681,0.128923,0.126830,0.127056,0.127950,736502.80844090,148
1561435200,0.127056,0.127667,0.126721,0.126898,0.127185,591417.36096970,137
1561449600,0.126898,0.127470,0.126175,0.126410,0.126740,708715.85026137,165
1561464000,0.126155,0.126348,0.124503,0.124792,0.124975,982257.79527736,271
1561478400,0.124564,0.124853,0.119000,0.123098,0.122727,3477033.29609565,427
1561492800,0.122924,0.123890,0.121643,0.123777,0.122767,1023046.16931277,326
1561507200,0.123601,0.126852,0.122556,0.126479,0.123870,2957408.66070336,489
1561521600,0.126000,0.126777,0.122980,0.124682,0.124886,3760238.86482532,773
1561536000,0.124730,0.129800,0.124510,0.126612,0.127207,2815610.13502771,411
1561550400,0.126596,0.131528,0.126172,0.131528,0.128137,3113968.82262155,662
1561564800,0.131528,0.132190,0.126601,0.126798,0.129697,2853112.10405683,898
1561579200,0.126798,0.130000,0.118580,0.121179,0.122937,13069014.82839856,2017
1561593600,0.121421,0.123017,0.116630,0.119498,0.119240,3490305.78360735,847
1561608000,0.119498,0.119767,0.112834,0.113463,0.116426,2393285.20184680,808
1561622400,0.114053,0.114055,0.105793,0.111477,0.108683,5805090.48901763,1111
1561636800,0.111309,0.112360,0.107225,0.111549,0.110117,2811916.03638542,527
1561651200,0.111635,0.112251,0.102306,0.106599,0.105846,6625205.61019791,1009
1561665600,0.106809,0.108645,0.104431,0.107574,0.105878,959018.28205726,242
1561680000,0.107574,0.110499,0.106250,0.107680,0.108223,435116.71533663,137
1561694400,0.107791,0.110732,0.107468,0.109103,0.109308,907240.32215523,133
1561708800,0.109103,0.112000,0.109088,0.110986,0.111083,571966.31928681,141
1561723200,0.110990,0.111524,0.108640,0.110430,0.109686,527240.78678305,209
1561737600,0.110770,0.111616,0.109489,0.110646,0.110524,387926.93442672,114
1561752000,0.111150,0.111789,0.109360,0.111789,0.110236,936361.23890311,169
1561766400,0.111360,0.111988,0.106000,0.106000,0.108254,1319528.60961022,288
1561780800,0.106000,0.108246,0.105900,0.107882,0.107181,800221.87420495,145
1561795200,0.108222,0.109842,0.106752,0.109701,0.107828,299365.29563348,126
1561809600,0.109703,0.110353,0.108621,0.109510,0.109455,259295.98226585,90
1561824000,0.109510,0.113851,0.108931,0.113792,0.111585,479746.25012634,141
1561838400,0.113835,0.117991,0.113449,0.114684,0.115409,1404769.48569691,310
1561852800,0.114684,0.114684,0.113042,0.113826,0.114015,171496.61339588,71
1561867200,0.113826,0.113826,0.109921,0.110699,0.111852,281012.62968371,103
1561881600,0.110847,0.112047,0.108800,0.109571,0.109718,278569.83234911,92
1561896000,0.108732,0.110040,0.104394,0.106166,0.106980,1581419.79252863,444
1561910400,0.105536,0.108177,0.104587,0.107659,0.107441,1491302.46480522,201
1561924800,0.107659,0.108664,0.103500,0.103835,0.106099,521252.71315604,160
1561939200,0.104000,0.108992,0.103267,0.108393,0.106596,193101.32437473,82
1561953600,0.107895,0.108709,0.105979,0.107064,0.107276,363177.18501677,82
1561968000,0.107385,0.108297,0.105761,0.106485,0.106828,987142.16887398,155
1561982400,0.106518,0.106518,0.100577,0.103015,0.102780,1839167.32613011,511
1561996800,0.103015,0.103253,0.101700,0.103253,0.102380,759286.75409331,204
1562011200,0.103191,0.106232,0.102554,0.105458,0.104474,326623.83808890,139
1562025600,0.105474,0.105942,0.103438,0.105199,0.104578,370841.62534984,117
1562040000,0.105199,0.105199,0.100345,0.101172,0.101428,654107.88772821,192
1562054400,0.101153,0.103025,0.099718,0.100283,0.101128,2356349.66877694,320
1562068800,0.100158,0.103504,0.100037,0.103286,0.101706,953752.83948037,281
1562083200,0.103174,0.103591,0.101230,0.101480,0.101937,1069769.55744929,181
1562097600,0.101350,0.102969,0.101210,0.102969,0.101837,507032.58252578,95
1562112000,0.102809,0.103985,0.102740,0.103855,0.103327,706314.22313742,159
1562126400,0.103855,0.105300,0.103855,0.103899,0.104691,186346.21416045,101
1562140800,0.103899,0.104540,0.102935,0.103330,0.103487,748237.65528249,112
1562155200,0.103367,0.104385,0.103238,0.104072,0.103664,162033.14028700,85
1562169600,0.103956,0.104009,0.102352,0.103311,0.103146,349185.41960002,153
1562184000,0.103049,0.105913,0.102303,0.105587,0.104000,1869790.33566436,252
1562198400,0.105712,0.106001,0.104294,0.104294,0.105323,286095.85509881,95
1562212800,0.104294,0.104583,0.103064,0.103400,0.103931,587800.54481042,172
1562227200,0.103100,0.103510,0.102285,0.102683,0.102881,275133.62773469,79
1562241600,0.102713,0.103805,0.102713,0.103344,0.103239,155947.26619651,115
1562256000,0.103195,0.103600,0.102450,0.102625,0.103047,137002.72542378,106
1562270400,0.102862,0.102862,0.098818,0.099116,0.100701,2036520.53656923,373
1562284800,0.098996,0.100043,0.098630,0.100014,0.099356,439861.18069264,147
1562299200,0.100014,0.101202,0.099396,0.099464,0.100430,498319.48328842,176
1562313600,0.099696,0.101361,0.099307,0.101139,0.100646,656108.09256580,144
1562328000,0.100684,0.101496,0.100072,0.100623,0.100838,212464.95669263,82
1562342400,0.100623,0.101569,0.100551,0.101088,0.100953,497195.36289983,107
1562356800,0.101088,0.101088,0.099320,0.100175,0.100018,512359.85971794,89
1562371200,0.100175,0.102389,0.100175,0.102389,0.100991,832779.95021441,133
1562385600,0.102389,0.102811,0.101853,0.102804,0.102300,191513.78810006,59
1562400000,0.102392,0.102392,0.101550,0.102176,0.101943,283984.29396860,65
1562414400,0.102176,0.106287,0.101310,0.104905,0.104361,750047.18137406,211
1562428800,0.104662,0.105963,0.104561,0.104792,0.105257,272589.20487210,80
1562443200,0.104701,0.105236,0.103111,0.103834,0.104361,335096.23625629,89
1562457600,0.103356,0.103502,0.102530,0.102910,0.102874,181303.34215427,54
1562472000,0.102728,0.103639,0.102699,0.102848,0.103305,208911.73375610,64
1562486400,0.102608,0.103831,0.102215,0.103831,0.103017,159291.00823970,69
1562500800,0.103831,0.105039,0.103287,0.103288,0.104261,546708.18018749,153
1562515200,0.103635,0.106101,0.103190,0.105630,0.104928,381957.96517347,118
1562529600,0.105611,0.105999,0.104927,0.105938,0.105459,363730.97276992,155
1562544000,0.105998,0.106227,0.104699,0.105049,0.105208,158724.18208621,69
1562558400,0.105049,0.105300,0.104764,0.104801,0.105178,661566.83639980,44
1562572800,0.105062,0.106157,0.104764,0.104971,0.105728,569945.32845526,104
1562587200,0.104764,0.105472,0.104391,0.104893,0.104768,214164.61377844,83
1562601600,0.104894,0.104972,0.103501,0.104454,0.104353,849698.42038481,200
1562616000,0.104454,0.104509,0.104000,0.104324,0.104281,878774.41592622,175
1562630400,0.104457,0.104868,0.103969,0.104250,0.104471,436411.96447650,134
1562644800,0.104250,0.104504,0.102826,0.103018,0.103565,2082914.58323476,216
1562659200,0.103112,0.103377,0.101059,0.101384,0.102125,1556755.08079743,247
1562673600,0.101422,0.102107,0.100400,0.101090,0.101087,773589.27154063,232
1562688000,0.101256,0.101766,0.100860,0.100999,0.101348,259421.06955489,114
1562702400,0.100955,0.102030,0.100765,0.101433,0.101555,275690.25430927,75
1562716800,0.101433,0.101859,0.100494,0.100626,0.101233,432062.44875019,116
1562731200,0.100554,0.100764,0.098820,0.099530,0.099816,2280071.50828910,311
1562745600,0.099261,0.099631,0.098782,0.098806,0.099064,441041.81304520,142
1562760000,0.098898,0.099159,0.092320,0.092997,0.094563,4743947.30831740,874
1562774400,0.092900,0.094776,0.092299,0.094754,0.093288,903569.00434187,440
1562788800,0.094668,0.095177,0.092864,0.094662,0.094366,1172561.28718894,267
1562803200,0.094662,0.094670,0.092899,0.092979,0.094250,360297.95733818,152
1562817600,0.092979,0.092979,0.087668,0.088588,0.089276,1862161.44303655,398
1562832000,0.089177,0.089194,0.087662,0.088988,0.088356,408546.83819441,129
1562846400,0.089079,0.089857,0.085359,0.088040,0.088870,938357.73485548,256
1562860800,0.087511,0.089801,0.087408,0.088902,0.089216,285502.42525491,97
1562875200,0.088924,0.088924,0.085000,0.086800,0.086389,1084728.53765955,234
1562889600,0.086800,0.088293,0.086550,0.086974,0.087650,101107.93216515,49
1562904000,0.086982,0.105900,0.086788,0.098513,0.095021,5797503.22173264,1050
