time,open,high,low,close,vwap,vol
1569412800,1.90000,2.09980,1.70000,1.70000,1.81252,4522.04504102,32
1569427200,1.70000,1.88000,1.69000,1.73959,1.70236,30179.68299765,134
1569441600,1.72500,1.87389,1.72500,1.84791,1.77010,6554.84584838,52
1569456000,1.84791,1.84791,1.71000,1.80861,1.76067,1105.14433801,18
1569470400,1.80861,1.85896,1.80861,1.85896,1.82472,3662.50045213,6
1569484800,1.73000,1.82991,1.71001,1.71221,1.75293,2283.41106299,34
1569499200,1.71221,1.72112,1.55113,1.66989,1.65124,13372.27537725,167
1569513600,1.66989,1.85896,1.53188,1.65861,1.65956,6900.58844766,67
1569528000,1.65861,1.72393,1.64846,1.67701,1.67436,1626.23764117,18
1569542400,1.67701,1.70165,1.60189,1.63295,1.62077,3116.41684643,39
1569556800,1.63295,1.65024,1.60337,1.62058,1.62555,3611.86502627,31
1569571200,1.62058,1.68784,1.59629,1.63889,1.62352,1745.58624617,26
1569585600,1.63889,1.63889,1.57654,1.57655,1.59828,643.10692871,16
1569600000,1.57655,1.65040,1.57655,1.64178,1.64110,2126.53764472,19
1569614400,1.64178,1.69965,1.62769,1.69775,1.67050,5562.36369953,56
1569628800,1.69422,1.72181,1.65939,1.65939,1.68542,881.26388663,10
1569643200,1.69951,1.71760,1.67240,1.70001,1.69752,3656.36296781,55
1569657600,1.70000,1.70000,1.67000,1.67000,1.68414,2325.38299176,25
1569672000,1.67000,1.67000,1.66000,1.66000,1.66000,400.00000000,8
1569686400,1.66000,1.70683,1.66000,1.69671,1.68521,3239.30286783,30
1569700800,1.69671,1.70000,1.67146,1.70000,1.68995,1130.83055871,12
1569715200,1.70000,1.75287,1.70000,1.72082,1.72309,3418.46554140,40
1569729600,1.72082,1.73499,1.70461,1.73430,1.72562,763.57521940,13
1569744000,1.73430,1.74141,1.71191,1.71191,1.72407,1130.81399792,16
1569758400,1.71191,1.72799,1.65849,1.68218,1.69916,12583.44098497,83
1569772800,1.68218,1.72881,1.68218,1.68999,1.71784,2799.68268506,16
1569787200,1.68999,1.84987,1.68999,1.71263,1.73676,4623.12731443,56
1569801600,1.71263,1.83149,1.68756,1.70883,1.74192,981.82092813,22
1569816000,1.70883,1.79317,1.66619,1.67772,1.69066,2603.94632183,36
1569830400,1.67772,1.75880,1.67772,1.70105,1.71986,5363.25064781,66
