,BATUSD,last
250,"[1570089600, '0.17204', '0.17210', '0.17069', '0.17069', '0.17194', '6336.51201186', 10]",1571529600
251,"[1570104000, '0.17069', '0.17159', '0.16684', '0.17053', '0.16983', '48424.58890840', 34]",1571529600
252,"[1570118400, '0.17077', '0.17662', '0.17077', '0.17662', '0.17397', '13584.07800377', 14]",1571529600
253,"[1570132800, '0.17662', '0.18319', '0.17484', '0.18319', '0.17880', '18854.34619988', 21]",1571529600
254,"[1570147200, '0.18174', '0.19241', '0.17619', '0.19241', '0.18623', '191118.49431052', 118]",1571529600
255,"[1570161600, '0.18858', '0.18858', '0.18224', '0.18839', '0.18609', '40181.98900394', 23]",1571529600
256,"[1570176000, '0.18886', '0.19662', '0.18886', '0.19421', '0.19300', '32841.15230182', 27]",1571529600
257,"[1570190400, '0.19421', '0.20000', '0.19162', '0.19254', '0.19508', '112568.52106786', 61]",1571529600
258,"[1570204800, '0.19254', '0.19634', '0.18799', '0.18801', '0.19150', '38442.19786748', 41]",1571529600
259,"[1570219200, '0.18919', '0.18995', '0.18826', '0.18995', '0.18903', '13810.17561085', 11]",1571529600
260,"[1570233600, '0.18995', '0.18995', '0.17979', '0.18031', '0.18249', '57159.54839414', 39]",1571529600
261,"[1570248000, '0.18031', '0.18960', '0.18031', '0.18960', '0.18926', '49195.35702759', 19]",1571529600
262,"[1570262400, '0.18960', '0.18960', '0.18310', '0.18440', '0.18471', '186377.85819143', 45]",1571529600
263,"[1570276800, '0.18440', '0.18440', '0.18165', '0.18165', '0.18166', '9330.09947058', 6]",1571529600
264,"[1570291200, '0.18165', '0.19398', '0.18165', '0.19224', '0.18991', '71126.31023875', 49]",1571529600
265,"[1570305600, '0.19224', '0.19760', '0.19032', '0.19649', '0.19474', '46980.95020984', 42]",1571529600
266,"[1570320000, '0.19649', '0.20555', '0.19638', '0.20510', '0.20079', '16271.96800288', 30]",1571529600
267,"[1570334400, '0.20510', '0.20510', '0.19409', '0.19645', '0.19583', '24288.08158018', 13]",1571529600
268,"[1570348800, '0.19884', '0.19885', '0.19110', '0.19458', '0.19529', '7447.31480191', 21]",1571529600
269,"[1570363200, '0.19501', '0.19512', '0.19043', '0.19180', '0.19162', '71844.96598756', 35]",1571529600
270,"[1570377600, '0.19170', '0.19170', '0.18496', '0.18496', '0.18621', '67383.26923493', 37]",1571529600
271,"[1570392000, '0.18496', '0.19089', '0.18496', '0.18643', '0.18862', '6282.74624770', 18]",1571529600
272,"[1570406400, '0.18643', '0.18779', '0.18306', '0.18759', '0.18416', '73587.18684600', 24]",1571529600
273,"[1570420800, '0.19191', '0.19202', '0.19191', '0.19202', '0.19196', '100.00000000', 5]",1571529600
274,"[1570435200, '0.19202', '0.19586', '0.14500', '0.19237', '0.17510', '862050.19328060', 80]",1571529600
275,"[1570449600, '0.19237', '0.19664', '0.19237', '0.19471', '0.19486', '63953.62830119', 48]",1571529600
276,"[1570464000, '0.19410', '0.19519', '0.19220', '0.19220', '0.19393', '12303.58306804', 18]",1571529600
277,"[1570478400, '0.19220', '0.19548', '0.19032', '0.19443', '0.19237', '22880.11462863', 35]",1571529600
278,"[1570492800, '0.19443', '0.19506', '0.19298', '0.19498', '0.19482', '11952.15374800', 22]",1571529600
279,"[1570507200, '0.19498', '0.19498', '0.19498', '0.19498', '0.00000', '0.00000000', 0]",1571529600
280,"[1570521600, '0.19498', '0.19700', '0.19498', '0.19700', '0.19615', '1294.50879404', 4]",1571529600
281,"[1570536000, '0.19700', '0.20636', '0.19695', '0.20283', '0.20057', '282491.69653176', 117]",1571529600
282,"[1570550400, '0.20296', '0.20993', '0.20030', '0.20811', '0.20406', '262133.71553348', 160]",1571529600
283,"[1570564800, '0.20859', '0.21478', '0.20631', '0.21106', '0.21086', '29036.67727671', 32]",1571529600
284,"[1570579200, '0.21106', '0.21450', '0.21106', '0.21268', '0.21216', '44467.71180642', 27]",1571529600
285,"[1570593600, '0.21268', '0.21268', '0.20155', '0.20562', '0.20795', '89000.71409317', 36]",1571529600
286,"[1570608000, '0.20562', '0.20579', '0.20193', '0.20523', '0.20452', '22543.76733251', 49]",1571529600
287,"[1570622400, '0.20523', '0.20679', '0.19864', '0.19956', '0.20065', '142728.23179236', 180]",1571529600
288,"[1570636800, '0.19995', '0.20135', '0.19791', '0.20046', '0.20008', '46195.52670846', 29]",1571529600
289,"[1570651200, '0.20046', '0.20839', '0.20046', '0.20822', '0.20697', '34888.26748290', 46]",1571529600
290,"[1570665600, '0.20822', '0.20822', '0.20564', '0.20564', '0.20564', '273.44909828', 1]",1571529600
291,"[1570680000, '0.20564', '0.20762', '0.20222', '0.20277', '0.20271', '10675.51761062', 12]",1571529600
292,"[1570694400, '0.20277', '0.20277', '0.19480', '0.19480', '0.19887', '12248.24514661', 34]",1571529600
293,"[1570708800, '0.19480', '0.19713', '0.19480', '0.19713', '0.19690', '30930.55962991', 14]",1571529600
294,"[1570723200, '0.19713', '0.19713', '0.19400', '0.19566', '0.19605', '11139.33166103', 21]",1571529600
295,"[1570737600, '0.19566', '0.19566', '0.19433', '0.19509', '0.19470', '37165.90667484', 11]",1571529600
296,"[1570752000, '0.19509', '0.19797', '0.19317', '0.19317', '0.19510', '23001.19008928', 46]",1571529600
297,"[1570766400, '0.19317', '0.19571', '0.19000', '0.19116', '0.19264', '21001.26458839', 36]",1571529600
298,"[1570780800, '0.19083', '0.19083', '0.18871', '0.18880', '0.19001', '20521.04486240', 8]",1571529600
299,"[1570795200, '0.18880', '0.19452', '0.18880', '0.19423', '0.19310', '35299.99999999', 14]",1571529600
300,"[1570809600, '0.19423', '0.19423', '0.19219', '0.19219', '0.19296', '15979.81080041', 14]",1571529600
301,"[1570824000, '0.19219', '0.19219', '0.19003', '0.19039', '0.19030', '12282.80439997', 8]",1571529600
302,"[1570838400, '0.19039', '0.19195', '0.18978', '0.19169', '0.19152', '14385.90048257', 12]",1571529600
303,"[1570852800, '0.19169', '0.19169', '0.19049', '0.19128', '0.19100', '1744.30607524', 3]",1571529600
304,"[1570867200, '0.19128', '0.19128', '0.19108', '0.19108', '0.19108', '477.20012560', 1]",1571529600
305,"[1570881600, '0.19108', '0.19170', '0.19046', '0.19170', '0.19083', '2451.00000000', 3]",1571529600
306,"[1570896000, '0.19170', '0.19667', '0.19170', '0.19633', '0.19436', '59760.52916610', 31]",1571529600
307,"[1570910400, '0.19633', '0.19633', '0.19438', '0.19470', '0.19451', '150.00000000', 9]",1571529600
308,"[1570924800, '0.19470', '0.19519', '0.19470', '0.19519', '0.19519', '280.00000000', 4]",1571529600
309,"[1570939200, '0.19519', '0.19595', '0.19519', '0.19595', '0.19595', '50.00000000', 1]",1571529600
310,"[1570953600, '0.19595', '0.20359', '0.19595', '0.20359', '0.19974', '6274.18864031', 17]",1571529600
311,"[1570968000, '0.20359', '0.20500', '0.19884', '0.20031', '0.20355', '2571.99951219', 12]",1571529600
312,"[1570982400, '0.20031', '0.20532', '0.20031', '0.20049', '0.20459', '2045.04053320', 12]",1571529600
313,"[1570996800, '0.19714', '0.20313', '0.19400', '0.20313', '0.19655', '9682.15953167', 27]",1571529600
314,"[1571011200, '0.20313', '0.20313', '0.20122', '0.20122', '0.20205', '927.40825999', 11]",1571529600
315,"[1571025600, '0.20122', '0.20646', '0.20122', '0.20444', '0.20608', '15999.99999991', 14]",1571529600
316,"[1571040000, '0.20444', '0.20665', '0.20444', '0.20664', '0.20664', '1096.48573565', 2]",1571529600
317,"[1571054400, '0.20664', '0.20664', '0.20254', '0.20426', '0.20303', '350.00000000', 3]",1571529600
318,"[1571068800, '0.20426', '0.21337', '0.20426', '0.21143', '0.21195', '25891.95547540', 21]",1571529600
319,"[1571083200, '0.21236', '0.21492', '0.21236', '0.21492', '0.21341', '4374.79999999', 16]",1571529600
320,"[1571097600, '0.21492', '0.21742', '0.21293', '0.21742', '0.21501', '731.59399532', 7]",1571529600
321,"[1571112000, '0.21742', '0.22549', '0.21742', '0.22485', '0.22354', '42024.83148890', 39]",1571529600
322,"[1571126400, '0.22485', '0.23091', '0.21878', '0.22672', '0.22486', '8456.57640187', 30]",1571529600
323,"[1571140800, '0.22714', '0.23786', '0.22521', '0.22547', '0.23284', '213082.68039365', 148]",1571529600
324,"[1571155200, '0.23032', '0.23032', '0.21772', '0.22626', '0.22375', '83152.19926808', 86]",1571529600
325,"[1571169600, '0.22650', '0.22650', '0.21816', '0.22027', '0.22131', '54619.12557142', 25]",1571529600
326,"[1571184000, '0.22027', '0.22167', '0.21619', '0.21619', '0.21929', '31157.19131397', 23]",1571529600
327,"[1571198400, '0.21619', '0.21619', '0.21026', '0.21026', '0.21222', '30289.65779342', 41]",1571529600
328,"[1571212800, '0.21026', '0.21695', '0.20716', '0.20866', '0.21087', '14628.41928014', 20]",1571529600
329,"[1571227200, '0.20692', '0.20692', '0.19970', '0.20501', '0.20497', '50565.96949093', 47]",1571529600
330,"[1571241600, '0.20334', '0.22151', '0.20334', '0.22151', '0.21367', '185338.89470257', 111]",1571529600
331,"[1571256000, '0.22151', '0.22151', '0.21345', '0.21794', '0.21621', '78196.73120330', 62]",1571529600
332,"[1571270400, '0.21794', '0.21794', '0.21644', '0.21706', '0.21699', '9246.57035809', 7]",1571529600
333,"[1571284800, '0.21706', '0.21935', '0.21706', '0.21918', '0.21930', '5969.36425188', 7]",1571529600
334,"[1571299200, '0.22057', '0.22866', '0.22052', '0.22501', '0.22347', '60659.09048558', 41]",1571529600
335,"[1571313600, '0.22587', '0.23000', '0.22461', '0.23000', '0.22647', '21589.71635083', 39]",1571529600
336,"[1571328000, '0.23000', '0.23099', '0.22534', '0.22796', '0.22683', '93943.70611913', 36]",1571529600
337,"[1571342400, '0.22796', '0.22796', '0.22098', '0.22098', '0.22345', '169309.38300807', 42]",1571529600
338,"[1571356800, '0.22098', '0.22310', '0.22098', '0.22152', '0.22260', '26095.56292998', 11]",1571529600
339,"[1571371200, '0.22152', '0.22834', '0.21758', '0.22138', '0.22463', '91481.00159083', 38]",1571529600
340,"[1571385600, '0.22138', '0.22878', '0.22138', '0.22255', '0.22749', '5870.65148253', 14]",1571529600
341,"[1571400000, '0.22255', '0.22499', '0.22209', '0.22285', '0.22458', '24310.40721653', 5]",1571529600
342,"[1571414400, '0.22285', '0.22438', '0.21812', '0.22000', '0.22067', '38183.41602840', 34]",1571529600
343,"[1571428800, '0.22052', '0.22052', '0.21934', '0.21934', '0.21998', '3128.21232811', 8]",1571529600
344,"[1571443200, '0.21934', '0.21934', '0.21548', '0.21548', '0.21706', '2836.43681104', 8]",1571529600
345,"[1571457600, '0.21548', '0.21930', '0.21510', '0.21537', '0.21615', '11690.14244529', 14]",1571529600
346,"[1571472000, '0.21537', '0.21537', '0.21537', '0.21537', '0.21537', '12853.77861377', 10]",1571529600
347,"[1571486400, '0.21537', '0.21604', '0.21537', '0.21604', '0.21604', '2313.74000000', 2]",1571529600
348,"[1571500800, '0.21604', '0.21604', '0.21254', '0.21330', '0.21375', '2809.40127607', 8]",1571529600
349,"[1571515200, '0.21330', '0.21330', '0.21330', '0.21330', '0.00000', '0.00000000', 0]",1571529600
350,"[1571529600, '0.20928', '0.20928', '0.20551', '0.20699', '0.20716', '59882.16675249', 42]",1571529600
351,"[1571544000, '0.20699', '0.20699', '0.20699', '0.20699', '0.00000', '0.00000000', 0]",1571529600
