,BATUSD,last
58,"[1567324800, '0.17679', '0.17683', '0.17659', '0.17671', '0.17668', '17474.10909327', 8]",1571529600
59,"[1567339200, '0.17671', '0.17671', '0.17671', '0.17671', '0.00000', '0.00000000', 0]",1571529600
60,"[1567353600, '0.17724', '0.18257', '0.17606', '0.18232', '0.17833', '55679.01920074', 71]",1571529600
61,"[1567368000, '0.18420', '0.18420', '0.18122', '0.18238', '0.18202', '20598.04999616', 38]",1571529600
62,"[1567382400, '0.18047', '0.18047', '0.17984', '0.17984', '0.18032', '1986.79111289', 5]",1571529600
63,"[1567396800, '0.17984', '0.17984', '0.17984', '0.17984', '0.00000', '0.00000000', 0]",1571529600
64,"[1567411200, '0.18001', '0.18043', '0.17999', '0.18043', '0.18031', '3353.99280759', 5]",1571529600
65,"[1567425600, '0.18043', '0.18043', '0.18043', '0.18043', '0.00000', '0.00000000', 0]",1571529600
66,"[1567440000, '0.18028', '0.18145', '0.18028', '0.18145', '0.18087', '31199.78795535', 7]",1571529600
67,"[1567454400, '0.18224', '0.18440', '0.18147', '0.18410', '0.18229', '83911.01287325', 51]",1571529600
68,"[1567468800, '0.18410', '0.18620', '0.18346', '0.18568', '0.18488', '94443.26761555', 66]",1571529600
69,"[1567483200, '0.18568', '0.18568', '0.18438', '0.18500', '0.18498', '39168.13601273', 19]",1571529600
70,"[1567497600, '0.17990', '0.18066', '0.17970', '0.18052', '0.17990', '1464.26481754', 9]",1571529600
71,"[1567512000, '0.18043', '0.18127', '0.17659', '0.18024', '0.17940', '110191.02878548', 107]",1571529600
72,"[1567526400, '0.17841', '0.18260', '0.17745', '0.18260', '0.18019', '11489.40311620', 20]",1571529600
73,"[1567540800, '0.18061', '0.18320', '0.17777', '0.17903', '0.18052', '41648.46389671', 74]",1571529600
74,"[1567555200, '0.17858', '0.17858', '0.17852', '0.17852', '0.17855', '1789.77464676', 2]",1571529600
75,"[1567569600, '0.17852', '0.17889', '0.17852', '0.17889', '0.17878', '800.00000000', 5]",1571529600
76,"[1567584000, '0.17889', '0.17900', '0.17710', '0.17900', '0.17781', '666.74000000', 2]",1571529600
77,"[1567598400, '0.17782', '0.17795', '0.17643', '0.17795', '0.17688', '12485.18044274', 9]",1571529600
78,"[1567612800, '0.17795', '0.17795', '0.17795', '0.17795', '0.17795', '28097.78027000', 44]",1571529600
79,"[1567627200, '0.17693', '0.17693', '0.17461', '0.17578', '0.17535', '1708.26299528', 9]",1571529600
80,"[1567641600, '0.17600', '0.17626', '0.17529', '0.17529', '0.17617', '5397.75954545', 5]",1571529600
81,"[1567656000, '0.17529', '0.17529', '0.17446', '0.17446', '0.17471', '19865.56632806', 10]",1571529600
82,"[1567670400, '0.17422', '0.17457', '0.17169', '0.17169', '0.17296', '56332.50823006', 22]",1571529600
83,"[1567684800, '0.17200', '0.17200', '0.17200', '0.17200', '0.17200', '100.00000000', 1]",1571529600
84,"[1567699200, '0.16985', '0.17080', '0.16985', '0.17045', '0.17025', '2091.73227562', 4]",1571529600
85,"[1567713600, '0.17045', '0.17334', '0.16969', '0.17334', '0.17314', '18142.47539318', 6]",1571529600
86,"[1567728000, '0.17206', '0.17206', '0.17195', '0.17195', '0.17203', '1301.67070639', 3]",1571529600
87,"[1567742400, '0.17174', '0.17174', '0.17154', '0.17169', '0.17170', '15538.92994854', 13]",1571529600
88,"[1567756800, '0.17169', '0.17348', '0.17043', '0.17303', '0.17266', '38114.71865178', 46]",1571529600
89,"[1567771200, '0.17339', '0.17432', '0.17154', '0.17154', '0.17322', '80849.84376305', 82]",1571529600
90,"[1567785600, '0.17088', '0.17090', '0.16693', '0.16866', '0.16883', '23698.38773784', 38]",1571529600
91,"[1567800000, '0.16590', '0.16682', '0.16353', '0.16682', '0.16494', '62292.60403204', 33]",1571529600
92,"[1567814400, '0.16682', '0.16682', '0.16591', '0.16641', '0.16601', '10000.00000000', 4]",1571529600
93,"[1567828800, '0.16641', '0.16641', '0.16641', '0.16641', '0.00000', '0.00000000', 0]",1571529600
94,"[1567843200, '0.16885', '0.16904', '0.16885', '0.16904', '0.16900', '5000.00000000', 4]",1571529600
95,"[1567857600, '0.16813', '0.17023', '0.16813', '0.17023', '0.16863', '10235.55078857', 11]",1571529600
96,"[1567872000, '0.17060', '0.17187', '0.17056', '0.17187', '0.17107', '37556.02889634', 25]",1571529600
97,"[1567886400, '0.17237', '0.18035', '0.17237', '0.17457', '0.17759', '181415.99785757', 174]",1571529600
98,"[1567900800, '0.17456', '0.17576', '0.17349', '0.17576', '0.17420', '10792.68047270', 20]",1571529600
99,"[1567915200, '0.17576', '0.17576', '0.17576', '0.17576', '0.00000', '0.00000000', 0]",1571529600
100,"[1567929600, '0.17576', '0.17576', '0.17235', '0.17303', '0.17362', '14789.28240234', 15]",1571529600
101,"[1567944000, '0.17303', '0.17403', '0.17303', '0.17403', '0.17403', '363.63600000', 1]",1571529600
102,"[1567958400, '0.17606', '0.17717', '0.17605', '0.17629', '0.17655', '11506.43193920', 21]",1571529600
103,"[1567972800, '0.17626', '0.17626', '0.17532', '0.17532', '0.17575', '21327.21746873', 10]",1571529600
104,"[1567987200, '0.17594', '0.17616', '0.17594', '0.17616', '0.17611', '4006.27622598', 4]",1571529600
105,"[1568001600, '0.17036', '0.17058', '0.16521', '0.16521', '0.16683', '6857.96891614', 10]",1571529600
106,"[1568016000, '0.16517', '0.17295', '0.16490', '0.17253', '0.17113', '33670.94811259', 19]",1571529600
107,"[1568030400, '0.17185', '0.17253', '0.17070', '0.17191', '0.17140', '21000.00000000', 14]",1571529600
108,"[1568044800, '0.17185', '0.17208', '0.16977', '0.17188', '0.17123', '31579.86077098', 27]",1571529600
109,"[1568059200, '0.17246', '0.17417', '0.17246', '0.17415', '0.17267', '9659.76900000', 4]",1571529600
110,"[1568073600, '0.17415', '0.17448', '0.17398', '0.17448', '0.17398', '8745.06320000', 3]",1571529600
111,"[1568088000, '0.17355', '0.17407', '0.17355', '0.17380', '0.17397', '5920.80517024', 11]",1571529600
112,"[1568102400, '0.17380', '0.17611', '0.17380', '0.17579', '0.17525', '48325.82213350', 28]",1571529600
113,"[1568116800, '0.17673', '0.17701', '0.17359', '0.17359', '0.17431', '37549.51092841', 9]",1571529600
114,"[1568131200, '0.17565', '0.17705', '0.17565', '0.17580', '0.17588', '16941.72996764', 18]",1571529600
115,"[1568145600, '0.17620', '0.17620', '0.17207', '0.17207', '0.17406', '2717.03710332', 4]",1571529600
116,"[1568160000, '0.17307', '0.17356', '0.17049', '0.17049', '0.17228', '26112.98366834', 20]",1571529600
117,"[1568174400, '0.17049', '0.17165', '0.17049', '0.17064', '0.17120', '5937.75000000', 7]",1571529600
118,"[1568188800, '0.17064', '0.17227', '0.17064', '0.17227', '0.17225', '1000.00000000', 7]",1571529600
119,"[1568203200, '0.17227', '0.17227', '0.16830', '0.16830', '0.16864', '15331.40773997', 9]",1571529600
120,"[1568217600, '0.16780', '0.17062', '0.16780', '0.16944', '0.16829', '1186.98000000', 4]",1571529600
121,"[1568232000, '0.16944', '0.17010', '0.16944', '0.16992', '0.16997', '2989.99999992', 7]",1571529600
122,"[1568246400, '0.17033', '0.17033', '0.17033', '0.17033', '0.17033', '882.14497200', 1]",1571529600
123,"[1568260800, '0.17033', '0.17749', '0.17033', '0.17698', '0.17631', '83689.72328538', 97]",1571529600
124,"[1568275200, '0.17549', '0.17651', '0.17459', '0.17459', '0.17571', '18542.66891805', 25]",1571529600
125,"[1568289600, '0.17484', '0.17544', '0.17255', '0.17354', '0.17429', '20726.22163382', 29]",1571529600
126,"[1568304000, '0.17354', '0.17519', '0.17255', '0.17519', '0.17439', '1281.65939023', 4]",1571529600
127,"[1568318400, '0.17600', '0.17603', '0.17197', '0.17199', '0.17424', '39075.82000000', 5]",1571529600
128,"[1568332800, '0.17211', '0.17261', '0.17208', '0.17261', '0.17238', '38967.90000000', 9]",1571529600
129,"[1568347200, '0.17261', '0.17336', '0.17261', '0.17336', '0.17336', '50.00000000', 4]",1571529600
130,"[1568361600, '0.17336', '0.17336', '0.17210', '0.17210', '0.17226', '340.52876000', 2]",1571529600
131,"[1568376000, '0.17450', '0.17450', '0.17235', '0.17312', '0.17297', '1821.40629391', 8]",1571529600
132,"[1568390400, '0.17100', '0.17166', '0.17100', '0.17161', '0.17156', '6962.63150156', 4]",1571529600
133,"[1568404800, '0.17161', '0.17296', '0.17098', '0.17174', '0.17217', '21119.57515291', 18]",1571529600
134,"[1568419200, '0.17304', '0.17304', '0.17214', '0.17214', '0.17244', '4578.73613000', 7]",1571529600
135,"[1568433600, '0.17252', '0.17343', '0.17243', '0.17281', '0.17287', '15747.40251367', 17]",1571529600
136,"[1568448000, '0.17281', '0.17283', '0.17266', '0.17266', '0.17267', '3750.00000000', 2]",1571529600
137,"[1568462400, '0.17246', '0.17561', '0.17246', '0.17561', '0.17557', '31069.48650000', 7]",1571529600
138,"[1568476800, '0.17525', '0.17619', '0.17431', '0.17431', '0.17472', '17118.79024447', 18]",1571529600
139,"[1568491200, '0.17525', '0.17525', '0.17316', '0.17441', '0.17414', '12657.64425628', 12]",1571529600
140,"[1568505600, '0.17423', '0.17592', '0.17423', '0.17432', '0.17532', '7411.70199283', 8]",1571529600
141,"[1568520000, '0.17432', '0.17432', '0.17432', '0.17432', '0.00000', '0.00000000', 0]",1571529600
142,"[1568534400, '0.17498', '0.17528', '0.17498', '0.17528', '0.17522', '1390.00000000', 2]",1571529600
143,"[1568548800, '0.17528', '0.17528', '0.17528', '0.17528', '0.00000', '0.00000000', 0]",1571529600
144,"[1568563200, '0.17528', '0.17528', '0.17528', '0.17528', '0.00000', '0.00000000', 0]",1571529600
145,"[1568577600, '0.17528', '0.17528', '0.17417', '0.17417', '0.17417', '300.00000000', 1]",1571529600
146,"[1568592000, '0.17584', '0.17700', '0.17517', '0.17634', '0.17604', '20936.85617677', 17]",1571529600
147,"[1568606400, '0.17593', '0.17593', '0.17585', '0.17585', '0.17586', '8769.88000000', 2]",1571529600
148,"[1568620800, '0.17585', '0.17585', '0.17585', '0.17585', '0.00000', '0.00000000', 0]",1571529600
149,"[1568635200, '0.17433', '0.17696', '0.17229', '0.17433', '0.17421', '41455.15708745', 73]",1571529600
150,"[1568649600, '0.17455', '0.17560', '0.17451', '0.17560', '0.17540', '3670.02763179', 4]",1571529600
151,"[1568664000, '0.17661', '0.18093', '0.17661', '0.17906', '0.17810', '75263.33338909', 60]",1571529600
152,"[1568678400, '0.17906', '0.17970', '0.17863', '0.17964', '0.17948', '67397.15728791', 56]",1571529600
153,"[1568692800, '0.17956', '0.17960', '0.17746', '0.17860', '0.17827', '22007.55118722', 12]",1571529600
154,"[1568707200, '0.17860', '0.17890', '0.17860', '0.17890', '0.17890', '1000.00000000', 1]",1571529600
155,"[1568721600, '0.17899', '0.18127', '0.17899', '0.18111', '0.18024', '22565.61381100', 10]",1571529600
156,"[1568736000, '0.18111', '0.18570', '0.18064', '0.18495', '0.18328', '74448.35737217', 69]",1571529600
157,"[1568750400, '0.18430', '0.18647', '0.18430', '0.18524', '0.18470', '9047.45927161', 10]",1571529600
158,"[1568764800, '0.18524', '0.19315', '0.18329', '0.18829', '0.18790', '50147.89087203', 66]",1571529600
159,"[1568779200, '0.18925', '0.21111', '0.18813', '0.19022', '0.19307', '105087.13442068', 32]",1571529600
160,"[1568793600, '0.19022', '0.19022', '0.18663', '0.18833', '0.18726', '9425.61042792', 10]",1571529600
161,"[1568808000, '0.18506', '0.19733', '0.18495', '0.19444', '0.19363', '185441.94495084', 84]",1571529600
162,"[1568822400, '0.19213', '0.19575', '0.19074', '0.19572', '0.19340', '140444.15777979', 38]",1571529600
163,"[1568836800, '0.19460', '0.19790', '0.19279', '0.19672', '0.19518', '81534.15560073', 29]",1571529600
164,"[1568851200, '0.19672', '0.19672', '0.18179', '0.18299', '0.18445', '99881.76079453', 85]",1571529600
165,"[1568865600, '0.18299', '0.18666', '0.18175', '0.18666', '0.18581', '38659.56693545', 47]",1571529600
166,"[1568880000, '0.18666', '0.18666', '0.18666', '0.18666', '0.18666', '170.00000000', 1]",1571529600
167,"[1568894400, '0.18666', '0.18857', '0.18481', '0.18857', '0.18562', '14267.62350983', 12]",1571529600
168,"[1568908800, '0.19070', '0.19416', '0.18967', '0.19416', '0.19193', '259298.74632088', 100]",1571529600
169,"[1568923200, '0.19469', '0.19722', '0.19190', '0.19712', '0.19510', '72841.02238234', 80]",1571529600
170,"[1568937600, '0.19590', '0.19590', '0.19173', '0.19173', '0.19177', '8928.86000000', 2]",1571529600
171,"[1568952000, '0.19173', '0.19491', '0.19173', '0.19396', '0.19365', '59786.18663626', 35]",1571529600
172,"[1568966400, '0.19343', '0.19554', '0.19343', '0.19554', '0.19500', '13680.00000000', 20]",1571529600
173,"[1568980800, '0.19584', '0.22000', '0.19568', '0.21007', '0.20993', '317364.94728683', 227]",1571529600
174,"[1568995200, '0.21031', '0.21599', '0.20553', '0.21309', '0.21017', '238454.47710881', 152]",1571529600
175,"[1569009600, '0.21309', '0.21562', '0.20991', '0.20991', '0.21071', '43018.18319520', 48]",1571529600
176,"[1569024000, '0.20991', '0.20991', '0.20553', '0.20553', '0.20607', '4972.98007463', 13]",1571529600
177,"[1569038400, '0.20500', '0.20584', '0.20454', '0.20584', '0.20569', '4089.71510633', 16]",1571529600
178,"[1569052800, '0.20584', '0.21600', '0.20535', '0.21564', '0.21014', '32069.59466261', 37]",1571529600
179,"[1569067200, '0.21564', '0.22208', '0.21394', '0.21553', '0.21874', '270350.37396476', 128]",1571529600
180,"[1569081600, '0.21553', '0.21553', '0.21100', '0.21100', '0.21177', '47429.12448733', 56]",1571529600
181,"[1569096000, '0.21100', '0.21100', '0.20540', '0.20540', '0.20865', '47048.20003307', 24]",1571529600
182,"[1569110400, '0.20540', '0.20555', '0.19371', '0.19568', '0.20055', '40506.03360807', 33]",1571529600
183,"[1569124800, '0.19355', '0.19876', '0.13250', '0.19876', '0.18906', '347093.63782780', 115]",1571529600
184,"[1569139200, '0.19876', '0.20293', '0.19809', '0.20048', '0.20065', '26178.96786967', 30]",1571529600
185,"[1569153600, '0.20005', '0.20062', '0.19686', '0.19686', '0.19861', '20178.24719277', 12]",1571529600
186,"[1569168000, '0.19686', '0.19686', '0.19221', '0.19222', '0.19365', '24650.19240807', 34]",1571529600
187,"[1569182400, '0.19222', '0.19238', '0.19222', '0.19238', '0.19238', '981.47745359', 2]",1571529600
188,"[1569196800, '0.19227', '0.19503', '0.19180', '0.19503', '0.19385', '10327.80771133', 11]",1571529600
189,"[1569211200, '0.19503', '0.21324', '0.19503', '0.20300', '0.20147', '100787.95808361', 79]",1571529600
190,"[1569225600, '0.20300', '0.20300', '0.19800', '0.19803', '0.19801', '9940.62671007', 8]",1571529600
191,"[1569240000, '0.19803', '0.20465', '0.19736', '0.20383', '0.20365', '2616.61928956', 9]",1571529600
192,"[1569254400, '0.20383', '0.20383', '0.19567', '0.19567', '0.20052', '1400.00000999', 8]",1571529600
193,"[1569268800, '0.19567', '0.19567', '0.18454', '0.18576', '0.18823', '113084.29153473', 63]",1571529600
194,"[1569283200, '0.18604', '0.18617', '0.18582', '0.18617', '0.18613', '26820.41651594', 16]",1571529600
195,"[1569297600, '0.18617', '0.18617', '0.18608', '0.18608', '0.18608', '300.00000000', 2]",1571529600
196,"[1569312000, '0.18608', '0.18846', '0.18608', '0.18846', '0.18842', '5554.67395975', 3]",1571529600
197,"[1569326400, '0.18846', '0.18846', '0.17534', '0.17879', '0.18149', '132265.71227648', 106]",1571529600
198,"[1569340800, '0.17879', '0.18032', '0.15821', '0.16132', '0.16573', '171768.16284970', 213]",1571529600
199,"[1569355200, '0.16082', '0.17253', '0.15720', '0.15720', '0.16399', '298783.32663027', 108]",1571529600
200,"[1569369600, '0.15720', '0.16635', '0.15720', '0.16413', '0.16235', '29165.60682828', 29]",1571529600
201,"[1569384000, '0.16026', '0.16087', '0.15650', '0.15664', '0.15841', '55929.17355926', 21]",1571529600
202,"[1569398400, '0.15664', '0.16115', '0.15032', '0.15221', '0.15760', '207746.19504570', 86]",1571529600
203,"[1569412800, '0.15003', '0.15743', '0.14900', '0.15436', '0.15341', '244460.46783601', 188]",1571529600
204,"[1569427200, '0.15436', '0.15669', '0.15283', '0.15666', '0.15418', '8981.11801660', 7]",1571529600
205,"[1569441600, '0.15669', '0.16729', '0.15669', '0.15894', '0.16050', '89530.06711068', 38]",1571529600
206,"[1569456000, '0.16183', '0.16430', '0.16063', '0.16067', '0.16207', '104705.51527519', 31]",1571529600
207,"[1569470400, '0.16067', '0.16496', '0.16067', '0.16416', '0.16409', '20855.89555509', 16]",1571529600
208,"[1569484800, '0.16416', '0.16569', '0.16416', '0.16569', '0.16479', '115160.25045966', 42]",1571529600
209,"[1569499200, '0.16539', '0.16816', '0.15212', '0.15212', '0.16147', '333862.78548006', 154]",1571529600
210,"[1569513600, '0.15320', '0.15521', '0.14315', '0.15494', '0.14917', '192500.50935432', 85]",1571529600
211,"[1569528000, '0.15494', '0.15494', '0.15146', '0.15254', '0.15316', '28407.29173015', 7]",1571529600
212,"[1569542400, '0.15254', '0.15424', '0.14974', '0.15424', '0.15115', '16998.37640917', 18]",1571529600
213,"[1569556800, '0.15424', '0.15755', '0.15334', '0.15755', '0.15460', '18944.28576726', 24]",1571529600
214,"[1569571200, '0.15755', '0.15755', '0.15383', '0.15383', '0.15405', '10273.51722310', 8]",1571529600
215,"[1569585600, '0.15383', '0.15731', '0.15383', '0.15460', '0.15663', '36025.51581074', 16]",1571529600
216,"[1569600000, '0.15526', '0.16567', '0.15526', '0.16441', '0.16251', '82385.43215579', 40]",1571529600
217,"[1569614400, '0.16441', '0.16771', '0.16435', '0.16680', '0.16656', '75166.83082293', 48]",1571529600
218,"[1569628800, '0.16850', '0.16890', '0.16441', '0.16441', '0.16565', '7095.68132799', 5]",1571529600
219,"[1569643200, '0.16441', '0.16441', '0.16441', '0.16441', '0.00000', '0.00000000', 0]",1571529600
220,"[1569657600, '0.16456', '0.16500', '0.16226', '0.16226', '0.16308', '10991.76764885', 10]",1571529600
221,"[1569672000, '0.16201', '0.16201', '0.15868', '0.15868', '0.16143', '2670.32592591', 7]",1571529600
222,"[1569686400, '0.15868', '0.16349', '0.15868', '0.16349', '0.16184', '8322.42142142', 12]",1571529600
223,"[1569700800, '0.16349', '0.16593', '0.16349', '0.16363', '0.16431', '32802.39137454', 16]",1571529600
224,"[1569715200, '0.16363', '0.16363', '0.16315', '0.16315', '0.16315', '6391.00000000', 1]",1571529600
225,"[1569729600, '0.16315', '0.16315', '0.16059', '0.16059', '0.16071', '284.95230789', 2]",1571529600
226,"[1569744000, '0.16059', '0.16059', '0.15994', '0.16052', '0.16002', '4537.00000692', 7]",1571529600
227,"[1569758400, '0.16063', '0.16064', '0.15772', '0.15981', '0.15942', '76389.22149560', 27]",1571529600
228,"[1569772800, '0.15981', '0.15981', '0.15663', '0.15663', '0.15812', '52892.31415288', 21]",1571529600
229,"[1569787200, '0.15848', '0.15925', '0.15823', '0.15925', '0.15838', '3985.89102597', 5]",1571529600
230,"[1569801600, '0.15925', '0.15925', '0.15788', '0.15788', '0.15844', '4108.99999995', 6]",1571529600
231,"[1569816000, '0.15788', '0.15788', '0.15500', '0.15500', '0.15556', '1990.00000000', 6]",1571529600
232,"[1569830400, '0.15500', '0.16109', '0.15500', '0.16109', '0.16011', '10493.63961856', 8]",1571529600
233,"[1569844800, '0.16109', '0.16880', '0.16109', '0.16701', '0.16758', '84857.26967603', 39]",1571529600
234,"[1569859200, '0.16701', '0.16701', '0.16600', '0.16600', '0.16600', '1366.59580153', 2]",1571529600
235,"[1569873600, '0.16600', '0.17197', '0.16600', '0.17173', '0.16894', '26639.91546876', 22]",1571529600
236,"[1569888000, '0.17173', '0.17386', '0.17173', '0.17328', '0.17345', '1162.08792000', 4]",1571529600
237,"[1569902400, '0.17190', '0.17190', '0.17000', '0.17031', '0.17041', '2301.31004439', 9]",1571529600
238,"[1569916800, '0.17031', '0.17031', '0.17031', '0.17031', '0.00000', '0.00000000', 0]",1571529600
239,"[1569931200, '0.16996', '0.17100', '0.16674', '0.17100', '0.16950', '2150.42590853', 8]",1571529600
240,"[1569945600, '0.17025', '0.17277', '0.16188', '0.16411', '0.16884', '49456.44935617', 43]",1571529600
241,"[1569960000, '0.16411', '0.16515', '0.16340', '0.16486', '0.16453', '3557.24854118', 16]",1571529600
242,"[1569974400, '0.16323', '0.16387', '0.16323', '0.16386', '0.16346', '68426.01821504', 38]",1571529600
243,"[1569988800, '0.16386', '0.16386', '0.16386', '0.16386', '0.00000', '0.00000000', 0]",1571529600
244,"[1570003200, '0.16386', '0.16800', '0.16386', '0.16800', '0.16769', '1831.00385271', 7]",1571529600
245,"[1570017600, '0.16800', '0.16948', '0.16774', '0.16831', '0.16804', '6451.05754044', 4]",1571529600
246,"[1570032000, '0.16831', '0.16831', '0.16653', '0.16653', '0.16653', '4999.99999996', 5]",1571529600
247,"[1570046400, '0.16865', '0.16982', '0.16755', '0.16982', '0.16876', '10032.05126002', 8]",1571529600
248,"[1570060800, '0.16935', '0.16935', '0.16754', '0.16901', '0.16807', '61110.12565572', 69]",1571529600
249,"[1570075200, '0.17012', '0.17500', '0.17012', '0.17204', '0.17260', '17743.08128286', 25]",1571529600
