,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol
24,2019-05-28T00:00:00Z,46.250000,44.800000,46.750000,44.800000,3667835,reg,False,SPXL
25,2019-05-29T00:00:00Z,44.190000,43.880000,44.410000,43.148100,6781443,reg,False,SPXL
26,2019-05-30T00:00:00Z,44.280000,44.250000,44.719900,43.660000,4629491,reg,False,SPXL
27,2019-05-31T00:00:00Z,42.880000,42.520000,43.310000,42.430000,5222390,reg,False,SPXL
28,2019-06-03T00:00:00Z,42.450000,42.100000,43.030000,41.420000,7024881,reg,False,SPXL
29,2019-06-04T00:00:00Z,43.280000,44.830000,44.909900,43.050000,5976836,reg,False,SPXL
30,2019-06-05T00:00:00Z,45.720000,45.990000,46.025000,44.730000,4596306,reg,False,SPXL
31,2019-06-06T00:00:00Z,46.180000,46.890000,47.260000,45.810000,4725976,reg,False,SPXL
32,2019-06-07T00:00:00Z,47.440000,48.260000,48.880000,47.345000,5322830,reg,False,SPXL
33,2019-06-10T00:00:00Z,49.150000,48.910000,49.880000,48.880100,5061256,reg,False,SPXL
34,2019-06-11T00:00:00Z,49.960000,48.880000,50.175000,48.520000,3699342,reg,False,SPXL
35,2019-06-12T00:00:00Z,48.750000,48.630000,49.070000,48.350000,3015996,reg,False,SPXL
36,2019-06-13T00:00:00Z,49.150000,49.240000,49.420000,48.750000,3005159,reg,False,SPXL
37,2019-06-14T00:00:00Z,49.030000,49.010000,49.360000,48.600000,2055726,reg,False,SPXL
38,2019-06-17T00:00:00Z,49.160000,49.110000,49.500000,48.983000,1840321,reg,False,SPXL
39,2019-06-18T00:00:00Z,50.110000,50.540000,51.210000,49.900000,4199078,reg,False,SPXL
40,2019-06-19T00:00:00Z,50.700000,50.990000,51.270000,50.130000,3775111,reg,False,SPXL
41,2019-06-20T00:00:00Z,52.530000,52.410000,52.630000,51.255000,4128554,reg,False,SPXL
42,2019-06-21T00:00:00Z,52.180000,52.160000,52.950000,52.020100,3595224,reg,False,SPXL
43,2019-06-24T00:00:00Z,52.250000,51.960000,52.450000,51.880000,2137934,reg,False,SPXL
44,2019-06-25T00:00:00Z,51.680000,50.110000,51.700000,50.050000,3304209,reg,False,SPXL
45,2019-06-26T00:00:00Z,50.650000,50.000000,50.930000,49.910000,3243848,reg,False,SPXL
46,2019-06-27T00:00:00Z,50.400000,50.470000,50.770000,50.200000,2230393,reg,False,SPXL
47,2019-06-28T00:00:00Z,51.040000,51.350000,51.540000,50.745000,2845834,reg,False,SPXL
48,2019-07-01T00:00:00Z,53.190000,52.560000,53.309900,51.950000,4326115,reg,False,SPXL
49,2019-07-02T00:00:00Z,52.600000,53.040000,53.060000,52.100000,2124059,reg,False,SPXL
50,2019-07-03T00:00:00Z,53.420000,54.230000,54.270000,53.343600,1488443,reg,False,SPXL
51,2019-07-05T00:00:00Z,53.530000,53.990000,54.160000,52.750000,3417525,reg,False,SPXL
52,2019-07-08T00:00:00Z,53.270000,53.230000,53.470000,52.850000,2254424,reg,False,SPXL
53,2019-07-09T00:00:00Z,52.480000,53.380000,53.539900,52.451000,2006490,reg,False,SPXL
54,2019-07-10T00:00:00Z,54.010000,54.150000,54.690000,53.690000,4260718,reg,False,SPXL
55,2019-07-11T00:00:00Z,54.530000,54.470000,54.660000,53.900000,3822290,reg,False,SPXL
56,2019-07-12T00:00:00Z,54.770000,55.160000,55.220100,54.580000,2427182,reg,False,SPXL
57,2019-07-15T00:00:00Z,55.460000,55.230000,55.460000,54.950000,1810503,reg,False,SPXL
58,2019-07-16T00:00:00Z,55.190000,54.640000,55.291000,54.510000,2263329,reg,False,SPXL
59,2019-07-17T00:00:00Z,54.700000,53.610000,54.770000,53.580000,2837020,reg,False,SPXL
60,2019-07-18T00:00:00Z,53.260000,54.170000,54.360000,52.990000,2741047,reg,False,SPXL
61,2019-07-19T00:00:00Z,54.800000,53.180000,54.800000,53.100000,2998605,reg,False,SPXL
62,2019-07-22T00:00:00Z,53.440000,53.580000,53.904800,53.131900,2546432,reg,False,SPXL
63,2019-07-23T00:00:00Z,54.250000,54.730000,54.730000,53.770000,2622704,reg,False,SPXL
64,2019-07-24T00:00:00Z,54.280000,55.500000,55.500000,54.230000,2461640,reg,False,SPXL
65,2019-07-25T00:00:00Z,55.250000,54.660000,55.250000,54.200000,3708855,reg,False,SPXL
66,2019-07-26T00:00:00Z,55.090000,55.740000,55.870000,55.020000,1860796,reg,False,SPXL
67,2019-07-29T00:00:00Z,55.680000,55.460000,55.700000,55.114800,1802805,reg,False,SPXL
68,2019-07-30T00:00:00Z,54.610000,55.100000,55.280000,54.370000,2480110,reg,False,SPXL
69,2019-07-31T00:00:00Z,55.200000,53.190000,55.290000,51.971000,5429544,reg,False,SPXL
70,2019-08-01T00:00:00Z,53.320000,51.820000,55.056800,51.360000,8602170,reg,False,SPXL
71,2019-08-02T00:00:00Z,51.290000,50.670000,51.390000,49.730000,6836196,reg,False,SPXL
72,2019-08-05T00:00:00Z,48.280000,46.130000,48.330000,45.000000,9030510,reg,False,SPXL
73,2019-08-06T00:00:00Z,47.100000,48.000000,48.095400,46.280100,5088705,reg,False,SPXL
74,2019-08-07T00:00:00Z,46.280000,48.090000,48.480000,45.110000,8132269,reg,False,SPXL
75,2019-08-08T00:00:00Z,48.890000,50.840000,50.840000,48.560000,5007275,reg,False,SPXL
76,2019-08-09T00:00:00Z,50.300000,49.730000,50.640000,48.790000,6514156,reg,False,SPXL
77,2019-08-12T00:00:00Z,48.910000,47.960000,49.230900,47.430000,4600068,reg,False,SPXL
78,2019-08-13T00:00:00Z,47.780000,50.210000,50.978300,47.590000,6166381,reg,False,SPXL
79,2019-08-14T00:00:00Z,47.880000,45.730000,48.240000,45.690000,10357587,reg,False,SPXL
80,2019-08-15T00:00:00Z,46.220000,46.100000,46.570000,45.010000,7233953,reg,False,SPXL
81,2019-08-16T00:00:00Z,46.980000,48.080000,48.339900,46.940000,4104839,reg,False,SPXL
82,2019-08-19T00:00:00Z,49.800000,49.810000,50.220000,49.400000,4132041,reg,False,SPXL
83,2019-08-20T00:00:00Z,49.580000,48.680000,49.850000,48.630000,3982999,reg,False,SPXL
84,2019-08-21T00:00:00Z,49.890000,49.880000,50.100000,49.510000,3300439,reg,False,SPXL
85,2019-08-22T00:00:00Z,50.270000,49.770000,50.636100,48.810000,3745534,reg,False,SPXL
86,2019-08-23T00:00:00Z,49.070000,45.980000,49.999900,45.279900,7906817,reg,False,SPXL
87,2019-08-26T00:00:00Z,47.140000,47.470000,47.470000,46.320000,4527071,reg,False,SPXL
88,2019-08-27T00:00:00Z,48.240000,46.900000,48.420000,46.500000,3904037,reg,False,SPXL
89,2019-08-28T00:00:00Z,46.520000,47.890000,47.976200,46.120000,2717672,reg,False,SPXL
90,2019-08-29T00:00:00Z,49.330000,49.680000,49.990000,48.741000,3411910,reg,False,SPXL
91,2019-08-30T00:00:00Z,50.510000,49.640000,50.529900,49.100000,2951009,reg,False,SPXL
92,2019-09-03T00:00:00Z,48.660000,48.780000,49.180000,47.990000,2798929,reg,False,SPXL
93,2019-09-04T00:00:00Z,49.960000,50.360000,50.410000,49.534000,2429108,reg,False,SPXL
94,2019-09-05T00:00:00Z,51.800000,52.320000,52.860000,51.740000,3355114,reg,False,SPXL
95,2019-09-06T00:00:00Z,52.530000,52.440000,52.810000,52.116100,2455196,reg,False,SPXL
96,2019-09-09T00:00:00Z,53.030000,52.460000,53.049900,51.960000,2289334,reg,False,SPXL
97,2019-09-10T00:00:00Z,52.080000,52.520000,52.520000,51.370000,2827867,reg,False,SPXL
98,2019-09-11T00:00:00Z,52.650000,53.620000,53.630000,52.280000,2772936,reg,False,SPXL
99,2019-09-12T00:00:00Z,54.100000,54.100000,54.750000,53.679100,3661253,reg,False,SPXL
100,2019-09-13T00:00:00Z,54.370000,53.960000,54.570000,53.760000,2551391,reg,False,SPXL
101,2019-09-16T00:00:00Z,53.290000,53.500000,53.740000,53.090000,2274735,reg,False,SPXL
102,2019-09-17T00:00:00Z,53.340000,53.850000,53.930000,53.260000,2238115,reg,False,SPXL
103,2019-09-18T00:00:00Z,53.650000,53.970000,54.040000,52.440000,4231869,reg,False,SPXL
104,2019-09-19T00:00:00Z,54.190000,53.950000,54.780000,53.761700,3376703,reg,False,SPXL
105,2019-09-20T00:00:00Z,54.280000,53.060000,54.440000,52.740000,4024582,reg,False,SPXL
106,2019-09-23T00:00:00Z,52.750000,53.140000,53.520000,52.620000,2272554,reg,False,SPXL
107,2019-09-24T00:00:00Z,53.760000,51.830000,53.980000,51.280000,6005724,reg,False,SPXL
108,2019-09-25T00:00:00Z,51.900000,52.780000,53.030000,51.050000,3977947,reg,False,SPXL
109,2019-09-26T00:00:00Z,52.760000,52.400000,52.880000,51.609600,3771104,reg,False,SPXL
110,2019-09-27T00:00:00Z,52.850000,51.520000,52.890000,50.670000,4960883,reg,False,SPXL
111,2019-09-30T00:00:00Z,51.840000,52.310000,52.670000,51.820000,3103649,reg,False,SPXL
112,2019-10-01T00:00:00Z,52.770000,50.390000,53.160000,50.281300,6249718,reg,False,SPXL
113,2019-10-02T00:00:00Z,49.480000,47.780000,49.500000,47.010000,8201031,reg,False,SPXL
114,2019-10-03T00:00:00Z,47.600000,48.860000,48.870000,46.120000,7220451,reg,False,SPXL
115,2019-10-04T00:00:00Z,49.270000,50.820000,50.960000,49.214000,5332804,reg,False,SPXL
116,2019-10-07T00:00:00Z,50.410000,50.140000,51.300000,50.010000,4406078,reg,False,SPXL
117,2019-10-08T00:00:00Z,49.120000,47.880000,49.530000,47.829900,6468719,reg,False,SPXL
118,2019-10-09T00:00:00Z,48.950000,49.130000,49.695000,48.600000,4782876,reg,False,SPXL
119,2019-10-10T00:00:00Z,49.120000,50.210000,50.650000,49.030000,5025468,reg,False,SPXL
120,2019-10-11T00:00:00Z,51.700000,51.730000,52.960000,51.640000,6788832,reg,False,SPXL
121,2019-10-14T00:00:00Z,51.510000,51.590000,51.900000,51.340000,2678496,reg,False,SPXL
122,2019-10-15T00:00:00Z,52.110000,53.090000,53.490000,52.060000,3171779,reg,False,SPXL
123,2019-10-16T00:00:00Z,52.800000,52.810000,53.190000,52.530000,2992079,reg,False,SPXL
124,2019-10-17T00:00:00Z,53.450000,53.190000,53.736100,52.840000,3372833,reg,False,SPXL
125,2019-10-18T00:00:00Z,52.930000,52.500000,53.270000,51.980000,2721441,reg,False,SPXL
126,2019-10-21T00:00:00Z,53.320000,53.640000,53.680000,53.030000,2539074,reg,False,SPXL
127,2019-10-22T00:00:00Z,53.930000,53.030000,54.040000,52.980000,3524166,reg,False,SPXL
128,2019-10-23T00:00:00Z,52.910000,53.530000,53.540000,52.770000,2922347,reg,False,SPXL
129,2019-10-24T00:00:00Z,54.030000,53.730000,54.130000,53.270000,3839458,reg,False,SPXL
130,2019-10-25T00:00:00Z,53.380000,54.460000,54.700000,53.380000,3881005,reg,False,SPXL
131,2019-10-28T00:00:00Z,55.100000,55.330000,55.590000,55.100000,3545232,reg,False,SPXL
132,2019-10-29T00:00:00Z,55.150000,55.240000,55.780000,55.059900,3363956,reg,False,SPXL
133,2019-10-30T00:00:00Z,55.380000,55.740000,55.950000,54.570100,3092509,reg,False,SPXL
134,2019-10-31T00:00:00Z,55.730000,55.240000,55.730000,54.420000,3960697,reg,False,SPXL
135,2019-11-01T00:00:00Z,56.130000,56.800000,56.800000,56.019600,3668727,reg,False,SPXL
136,2019-11-04T00:00:00Z,57.770000,57.450000,57.830000,57.250000,2765356,reg,False,SPXL
137,2019-11-05T00:00:00Z,57.650000,57.260000,57.780000,57.100500,2370794,reg,False,SPXL
138,2019-11-06T00:00:00Z,57.290000,57.330000,57.500000,56.745500,2527574,reg,False,SPXL
139,2019-11-07T00:00:00Z,58.150000,57.950000,58.630000,57.610000,3925437,reg,False,SPXL
140,2019-11-08T00:00:00Z,57.700000,58.290000,58.315900,57.250000,1817634,reg,False,SPXL
141,2019-11-11T00:00:00Z,57.460000,57.960000,58.085000,57.360000,1833722,reg,False,SPXL
142,2019-11-12T00:00:00Z,58.200000,58.290000,58.896300,57.860000,2836629,reg,False,SPXL
143,2019-11-13T00:00:00Z,57.690000,58.370000,58.640000,57.570000,3572165,reg,False,SPXL
144,2019-11-14T00:00:00Z,58.230000,58.640000,58.690000,57.810000,2686041,reg,False,SPXL
145,2019-11-15T00:00:00Z,59.440000,59.900000,59.900000,59.030000,2335399,reg,False,SPXL
146,2019-11-18T00:00:00Z,59.710000,59.950000,60.160000,59.430000,2410188,reg,False,SPXL
147,2019-11-19T00:00:00Z,60.380000,59.900000,60.380000,59.525000,2687331,reg,False,SPXL
148,2019-11-20T00:00:00Z,59.580000,59.270000,59.870000,58.271000,4137608,reg,False,SPXL
149,2019-11-21T00:00:00Z,59.290000,58.990000,59.400000,58.455400,2751350,reg,False,SPXL
150,2019-11-22T00:00:00Z,59.400000,59.330000,59.485000,58.690000,2318076,reg,False,SPXL
151,2019-11-25T00:00:00Z,59.900000,60.690000,60.710000,59.900000,2177492,reg,False,SPXL
152,2019-11-26T00:00:00Z,60.760000,61.090000,61.240000,60.550000,1754501,reg,False,SPXL
153,2019-11-27T00:00:00Z,61.490000,61.880000,61.903500,61.280000,1762032,reg,False,SPXL
154,2019-11-29T00:00:00Z,61.560000,61.220000,61.710000,61.080000,1221646,reg,False,SPXL
155,2019-12-02T00:00:00Z,61.380000,59.610000,61.410000,59.380000,4052133,reg,False,SPXL
156,2019-12-03T00:00:00Z,57.880000,58.380000,58.490000,57.050000,5068584,reg,False,SPXL
157,2019-12-04T00:00:00Z,59.060000,59.460000,59.860000,58.880000,3095595,reg,False,SPXL
158,2019-12-05T00:00:00Z,59.950000,59.860000,59.950000,58.990000,2650056,reg,False,SPXL
159,2019-12-06T00:00:00Z,61.000000,61.410000,61.689000,61.000000,3136786,reg,False,SPXL
160,2019-12-09T00:00:00Z,61.180000,60.880000,61.620000,60.810100,2407307,reg,False,SPXL
161,2019-12-10T00:00:00Z,60.830000,60.660000,61.240000,60.230000,2707119,reg,False,SPXL
162,2019-12-11T00:00:00Z,60.920000,61.170000,61.330000,60.680000,2427136,reg,False,SPXL
163,2019-12-12T00:00:00Z,61.150000,62.740000,63.240000,60.998700,6283911,reg,False,SPXL
164,2019-12-13T00:00:00Z,62.510000,62.800000,63.610000,62.050100,4768179,reg,False,SPXL
165,2019-12-16T00:00:00Z,63.940000,64.110000,64.500000,63.930000,2639754,reg,False,SPXL
166,2019-12-17T00:00:00Z,64.340000,64.130000,64.550000,64.110000,1786410,reg,False,SPXL
167,2019-12-18T00:00:00Z,64.390000,64.130000,64.540000,64.129500,1707118,reg,False,SPXL
168,2019-12-19T00:00:00Z,64.240000,64.940000,64.960000,64.220000,2185702,reg,False,SPXL
169,2019-12-20T00:00:00Z,65.590000,65.890000,66.165000,65.550000,2964490,reg,False,SPXL
170,2019-12-23T00:00:00Z,65.990000,65.760000,66.030000,65.680000,1919729,reg,False,SPXL
171,2019-12-24T00:00:00Z,65.910000,65.780000,65.927200,65.550100,941862,reg,False,SPXL
172,2019-12-26T00:00:00Z,66.020000,66.780000,66.820000,66.000000,2144744,reg,False,SPXL
173,2019-12-27T00:00:00Z,67.300000,66.740000,67.310000,66.371000,2231724,reg,False,SPXL
174,2019-12-30T00:00:00Z,66.760000,65.570000,66.840000,65.260000,3652045,reg,False,SPXL
175,2019-12-31T00:00:00Z,65.220000,66.080000,66.220000,64.991100,2687573,reg,False,SPXL
176,2020-01-02T00:00:00Z,67.100000,67.910000,67.910000,66.460000,3676799,reg,False,SPXL
177,2020-01-03T00:00:00Z,65.570000,66.280000,67.120000,65.510000,4674758,reg,False,SPXL
178,2020-01-06T00:00:00Z,65.110000,67.050000,67.110000,65.066100,2954504,reg,False,SPXL
179,2020-01-07T00:00:00Z,66.750000,66.540000,67.015300,66.210000,3150493,reg,False,SPXL
180,2020-01-08T00:00:00Z,66.670000,67.560000,68.380000,66.490000,3888194,reg,False,SPXL
181,2020-01-09T00:00:00Z,68.650000,68.930000,68.980000,68.235000,2939056,reg,False,SPXL
182,2020-01-10T00:00:00Z,69.370000,68.280000,69.410000,68.000000,3886974,reg,False,SPXL
183,2020-01-13T00:00:00Z,68.740000,69.760000,69.760000,68.450000,2886434,reg,False,SPXL
184,2020-01-14T00:00:00Z,69.420000,69.380000,70.138800,69.010300,3779429,reg,False,SPXL
185,2020-01-15T00:00:00Z,69.330000,69.870000,70.383500,69.260000,3346910,reg,False,SPXL
186,2020-01-16T00:00:00Z,70.800000,71.510000,71.540000,70.645000,3158137,reg,False,SPXL
187,2020-01-17T00:00:00Z,72.080000,72.250000,72.340000,71.610000,3368948,reg,False,SPXL
188,2020-01-21T00:00:00Z,71.490000,71.730000,72.310000,71.450000,3736309,reg,False,SPXL
189,2020-01-22T00:00:00Z,72.380000,71.840000,72.820000,71.690000,2433089,reg,False,SPXL
190,2020-01-23T00:00:00Z,71.300000,72.030000,72.120000,70.500000,3439735,reg,False,SPXL
191,2020-01-24T00:00:00Z,72.500000,70.050000,72.500000,69.160000,6223394,reg,False,SPXL
192,2020-01-27T00:00:00Z,66.390000,66.700000,67.710000,66.150000,5682760,reg,False,SPXL
193,2020-01-28T00:00:00Z,67.630000,68.740000,69.351500,67.321100,3635669,reg,False,SPXL
194,2020-01-29T00:00:00Z,69.720000,68.620000,69.850000,68.460000,3486374,reg,False,SPXL
195,2020-01-30T00:00:00Z,67.170000,69.260000,69.390000,66.640000,4689593,reg,False,SPXL
196,2020-01-31T00:00:00Z,68.810000,65.500000,68.914700,64.860000,8799324,reg,False,SPXL
197,2020-02-03T00:00:00Z,66.420000,66.890000,68.150000,66.380000,4547856,reg,False,SPXL
198,2020-02-04T00:00:00Z,69.350000,70.010000,70.550000,69.125000,4015427,reg,False,SPXL
199,2020-02-05T00:00:00Z,72.020000,72.350000,72.520000,71.000000,4014219,reg,False,SPXL
200,2020-02-06T00:00:00Z,73.040000,73.130000,73.230000,72.330000,3119178,reg,False,SPXL
201,2020-02-07T00:00:00Z,72.310000,71.910000,72.850000,71.550000,3236737,reg,False,SPXL
202,2020-02-10T00:00:00Z,71.260000,73.470000,73.530000,71.250000,2504081,reg,False,SPXL
203,2020-02-11T00:00:00Z,74.490000,73.920000,75.045000,73.530000,3879457,reg,False,SPXL
204,2020-02-12T00:00:00Z,74.930000,75.300000,75.480000,74.670000,2869570,reg,False,SPXL
205,2020-02-13T00:00:00Z,74.280000,75.070000,75.770000,74.040000,4065353,reg,False,SPXL
206,2020-02-14T00:00:00Z,75.300000,75.380000,75.440000,74.440000,2484075,reg,False,SPXL
207,2020-02-18T00:00:00Z,74.670000,74.700000,75.050000,73.760000,3846835,reg,False,SPXL
208,2020-02-19T00:00:00Z,75.450000,75.830000,76.330000,75.270000,2099693,reg,False,SPXL
209,2020-02-20T00:00:00Z,75.440000,74.930000,76.040000,72.710000,5317156,reg,False,SPXL
210,2020-02-21T00:00:00Z,73.910000,72.510000,74.100000,71.960400,4789306,reg,False,SPXL
211,2020-02-24T00:00:00Z,65.790000,65.310000,67.510000,64.560000,8863321,reg,False,SPXL
212,2020-02-25T00:00:00Z,66.310000,59.410000,66.640000,58.780400,11042840,reg,False,SPXL
213,2020-02-26T00:00:00Z,60.200000,58.670000,62.465500,58.240000,12054172,reg,False,SPXL
214,2020-02-27T00:00:00Z,55.220000,50.850000,57.610000,50.840000,16237243,reg,False,SPXL
215,2020-02-28T00:00:00Z,46.270000,50.260000,50.260000,44.610000,20123135,reg,False,SPXL
216,2020-03-02T00:00:00Z,51.100000,56.520000,56.550000,49.160000,14869407,reg,False,SPXL
217,2020-03-03T00:00:00Z,56.780000,51.710000,59.110000,50.170000,15354353,reg,False,SPXL
218,2020-03-04T00:00:00Z,54.740000,58.160000,58.280000,53.270000,10415804,reg,False,SPXL
219,2020-03-05T00:00:00Z,53.770000,52.310000,55.718200,51.000000,13031004,reg,False,SPXL
220,2020-03-06T00:00:00Z,47.500000,49.700000,50.400000,45.950000,13626906,reg,False,SPXL
221,2020-03-09T00:00:00Z,39.850000,38.160000,43.050000,37.710000,18924243,reg,False,SPXL
222,2020-03-10T00:00:00Z,42.390000,44.000000,44.000000,37.750000,21643628,reg,False,SPXL
223,2020-03-11T00:00:00Z,40.480000,37.590000,40.990000,36.000000,21126026,reg,False,SPXL
224,2020-03-12T00:00:00Z,29.500000,26.810000,34.390000,26.760000,33980772,reg,False,SPXL
225,2020-03-13T00:00:00Z,31.710000,34.040000,34.160000,27.200000,31641096,reg,False,SPXL
226,2020-03-16T00:00:00Z,23.100000,22.510000,28.830000,22.000000,42234467,reg,False,SPXL
227,2020-03-17T00:00:00Z,23.720000,26.190000,26.740000,21.480000,41179923,reg,False,SPXL
228,2020-03-18T00:00:00Z,21.440000,22.240000,23.690000,18.380000,54281512,reg,False,SPXL
229,2020-03-19T00:00:00Z,21.610000,22.020000,23.800000,19.900000,50720294,reg,False,SPXL
230,2020-03-20T00:00:00Z,23.000000,19.120000,23.430000,19.010000,39904406,reg,False,SPXL
231,2020-03-23T00:00:00Z,19.000000,17.550000,19.300000,16.510000,58496180,reg,False,SPXL
232,2020-03-24T00:00:00Z,20.480000,22.430000,22.590000,20.180000,51313508,reg,False,SPXL
233,2020-03-25T00:00:00Z,22.810000,23.270000,25.970000,21.410000,56012991,reg,False,SPXL
234,2020-03-26T00:00:00Z,24.127500,27.410000,27.853300,23.980000,48482524,reg,False,SPXL
235,2020-03-27T00:00:00Z,24.910000,24.900000,27.280000,24.180000,42154952,reg,False,SPXL
236,2020-03-30T00:00:00Z,25.570000,27.290000,27.560000,24.970000,32979616,reg,False,SPXL
237,2020-03-31T00:00:00Z,27.000000,26.050000,27.900000,25.657300,43213397,reg,False,SPXL
238,2020-04-01T00:00:00Z,23.150000,22.590000,24.200000,21.910000,38189638,reg,False,SPXL
239,2020-04-02T00:00:00Z,22.360000,24.120000,24.400000,22.170200,41577864,reg,False,SPXL
240,2020-04-03T00:00:00Z,23.834900,23.110000,24.570000,22.270000,40390089,reg,False,SPXL
241,2020-04-06T00:00:00Z,25.810000,27.790000,28.810000,25.490000,39068236,reg,False,SPXL
242,2020-04-07T00:00:00Z,30.710100,27.780000,31.010000,27.750000,47873261,reg,False,SPXL
243,2020-04-08T00:00:00Z,28.700000,30.610000,31.050000,27.980000,38576087,reg,False,SPXL
244,2020-04-09T00:00:00Z,31.830000,31.980000,32.840000,31.570000,44859442,reg,False,SPXL
245,2020-04-13T00:00:00Z,31.680000,31.090000,31.770000,29.670000,35165242,reg,False,SPXL
246,2020-04-14T00:00:00Z,32.946600,33.880000,34.190000,32.570000,30687904,reg,False,SPXL
247,2020-04-15T00:00:00Z,31.670000,31.700000,32.370000,30.890000,27931722,reg,False,SPXL
248,2020-04-16T00:00:00Z,32.177900,32.180000,32.470000,31.030000,34532462,reg,False,SPXL
249,2020-04-17T00:00:00Z,34.360000,34.760000,34.980000,33.310000,31562086,reg,False,SPXL
250,2020-04-20T00:00:00Z,33.290000,32.940000,34.630000,32.830000,28604859,reg,False,SPXL
251,2020-04-21T00:00:00Z,31.200100,29.940000,31.680000,29.580000,33679372,reg,False,SPXL
252,2020-04-22T00:00:00Z,31.650000,31.910000,32.510000,31.180000,18247557,reg,False,SPXL
